Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,80.82,13.4,1.1043
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,15.91,13.5,0.8133
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,16.73,13.3,0.8789
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,18.59,13.3,0.8818
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,20.81,13.3,0.8676
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,23.04,13.3,0.8943
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,25.25,13.3,0.9289
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,27.48,13.3,0.9149
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,29.70,13.3,0.8972
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,31.92,13.3,0.8796
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,34.14,13.3,0.8764
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,36.36,13.3,0.8732
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,38.59,13.3,0.8730
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,40.81,13.3,0.8915
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,43.03,13.3,0.9397
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,45.25,13.3,0.9788
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,47.47,13.3,1.0057
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,49.69,13.3,1.0181
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,51.92,13.3,0.9929
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,54.14,13.3,1.0007
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,56.36,13.3,0.9608
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,58.58,13.3,0.9474
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,60.80,13.3,0.9786
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,63.02,13.3,0.9684
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,65.24,13.3,0.9501
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,67.47,13.3,0.9321
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,69.71,13.4,1.0170
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,71.94,13.4,1.0605
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,74.16,13.4,1.0930
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,76.38,13.4,1.1256
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,78.60,13.4,1.1750
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,80.82,13.4,1.1281
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,15.91,13.5,0.9069
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,16.73,13.3,0.7889
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,18.59,13.3,0.8123
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,20.81,13.3,0.8015
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,23.04,13.3,0.8337
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,25.25,13.3,0.8867
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,27.48,13.3,0.8808
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,29.70,13.3,0.8563
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,31.92,13.3,0.8748
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,34.14,13.3,0.8776
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,36.36,13.3,0.8933
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,38.59,13.3,0.8671
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,40.81,13.3,0.9106
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,43.03,13.3,0.9324
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,45.25,13.3,0.9673
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,47.47,13.3,0.9707
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,49.69,13.3,0.9303
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,51.92,13.3,0.9374
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,54.14,13.3,0.9009
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,56.36,13.3,0.9525
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,58.58,13.3,0.9562
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,60.80,13.3,0.9689
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,63.02,13.3,0.9542
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,65.24,13.3,0.9808
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,67.47,13.3,0.9778
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,69.71,13.4,1.0283
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,71.94,13.4,1.1175
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,74.16,13.4,1.0371
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,76.38,13.4,1.1655
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,78.60,13.4,1.0330
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,80.82,13.4,1.0354
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,15.91,13.5,0.8144
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,16.73,13.3,0.8709
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,18.59,13.3,0.7900
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,20.81,13.3,0.7917
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,23.04,13.3,0.7911
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,25.25,13.3,0.8269
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,27.48,13.3,0.8441
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,29.70,13.3,0.8546
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,31.92,13.3,0.8455
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,34.14,13.3,0.8585
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,36.36,13.3,0.8761
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,38.59,13.3,0.9010
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,40.81,13.3,0.9077
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,43.03,13.3,0.9190
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,45.25,13.3,1.0086
