Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50058-4,MDA-MB-231,10149-102-1,Y39983,10,uM,LJP6,72,hr,1311,724,4935,0.1468,-0.2675
50058-4,MDA-MB-231,10151-101-1,Nintedanib,0.04,uM,LJP6,72,hr,1311,5178,4935,1.0494,1.0508
50058-4,MDA-MB-231,10151-101-1,Nintedanib,0.12,uM,LJP6,72,hr,1311,5131,4935,1.0399,1.0414
50058-4,MDA-MB-231,10151-101-1,Nintedanib,0.37,uM,LJP6,72,hr,1311,4883,4935,0.9898,0.9893
50058-4,MDA-MB-231,10151-101-1,Nintedanib,1.11,uM,LJP6,72,hr,1311,4771,4935,0.9668,0.9649
50058-4,MDA-MB-231,10151-101-1,Nintedanib,3.33,uM,LJP6,72,hr,1311,4618,4935,0.9356,0.9314
50058-4,MDA-MB-231,10151-101-1,Nintedanib,10,uM,LJP6,72,hr,1311,4297,4935,0.8701,0.8570
50058-4,MDA-MB-231,10157-101-1,Foretinib,0.04,uM,LJP5,72,hr,1311,4473,5079,0.8806,0.8737
50058-4,MDA-MB-231,10157-101-1,Foretinib,0.12,uM,LJP5,72,hr,1311,3313,5079,0.6521,0.6066
50058-4,MDA-MB-231,10157-101-1,Foretinib,0.37,uM,LJP5,72,hr,1311,1692,5079,0.3332,0.1393
50058-4,MDA-MB-231,10157-101-1,Foretinib,1.11,uM,LJP5,72,hr,1311,1413,5079,0.2784,0.0391
50058-4,MDA-MB-231,10157-101-1,Foretinib,3.33,uM,LJP5,72,hr,1311,1321,5079,0.2602,0.0037
50058-4,MDA-MB-231,10157-101-1,Foretinib,10,uM,LJP5,72,hr,1311,787,5079,0.1549,-0.2309
50058-4,MDA-MB-231,10158-101-1,AZD 5438,0.04,uM,LJP6,72,hr,1311,4293,4935,0.8700,0.8593
50058-4,MDA-MB-231,10158-101-1,AZD 5438,0.12,uM,LJP6,72,hr,1311,3406,4935,0.6902,0.6474
50058-4,MDA-MB-231,10158-101-1,AZD 5438,0.37,uM,LJP6,72,hr,1311,2254,4935,0.4568,0.3274
50058-4,MDA-MB-231,10158-101-1,AZD 5438,1.11,uM,LJP6,72,hr,1311,1274,4935,0.2581,-0.0157
50058-4,MDA-MB-231,10158-101-1,AZD 5438,3.33,uM,LJP6,72,hr,1311,771,4935,0.1562,-0.2429
50058-4,MDA-MB-231,10158-101-1,AZD 5438,10,uM,LJP6,72,hr,1311,652,4935,0.1322,-0.3061
50058-4,MDA-MB-231,10159-101-1,Pelitinib,0.04,uM,LJP5,72,hr,1311,5209,5079,1.0254,1.0257
50058-4,MDA-MB-231,10159-101-1,Pelitinib,0.12,uM,LJP5,72,hr,1311,5253,5079,1.0345,1.0350
50058-4,MDA-MB-231,10159-101-1,Pelitinib,0.37,uM,LJP5,72,hr,1311,4647,5079,0.9149,0.9109
50058-4,MDA-MB-231,10159-101-1,Pelitinib,1.11,uM,LJP5,72,hr,1311,4330,5079,0.8526,0.8430
50058-4,MDA-MB-231,10159-101-1,Pelitinib,3.33,uM,LJP5,72,hr,1311,2847,5079,0.5605,0.4862
50058-4,MDA-MB-231,10159-101-1,Pelitinib,10,uM,LJP5,72,hr,1311,1052,5079,0.2072,-0.1071
50058-4,MDA-MB-231,10161-101-1,Luminespib,0.04,uM,LJP5,72,hr,1311,1013,5079,0.1995,-0.1240
50058-4,MDA-MB-231,10161-101-1,Luminespib,0.12,uM,LJP5,72,hr,1311,993,5079,0.1956,-0.1327
50058-4,MDA-MB-231,10161-101-1,Luminespib,0.37,uM,LJP5,72,hr,1311,1023,5079,0.2015,-0.1194
50058-4,MDA-MB-231,10161-101-1,Luminespib,1.11,uM,LJP5,72,hr,1311,1019,5079,0.2007,-0.1212
50058-4,MDA-MB-231,10161-101-1,Luminespib,3.33,uM,LJP5,72,hr,1311,1051,5079,0.2069,-0.1073
50058-4,MDA-MB-231,10161-101-1,Luminespib,10,uM,LJP5,72,hr,1311,992,5079,0.1953,-0.1334
50058-4,MDA-MB-231,10164-101-1,AZD8330,0.04,uM,LJP5,72,hr,1311,1710,5079,0.3368,0.1452
50058-4,MDA-MB-231,10164-101-1,AZD8330,0.12,uM,LJP5,72,hr,1311,1566,5079,0.3084,0.0945
50058-4,MDA-MB-231,10164-101-1,AZD8330,0.37,uM,LJP5,72,hr,1311,1522,5079,0.2999,0.0788
50058-4,MDA-MB-231,10164-101-1,AZD8330,1.11,uM,LJP5,72,hr,1311,1514,5079,0.2982,0.0764
50058-4,MDA-MB-231,10164-101-1,AZD8330,3.33,uM,LJP5,72,hr,1311,1657,5079,0.3264,0.1272
50058-4,MDA-MB-231,10164-101-1,AZD8330,10,uM,LJP5,72,hr,1311,1587,5079,0.3126,0.1024
50058-4,MDA-MB-231,10171-101-1,TGX221,0.04,uM,LJP5,72,hr,1311,4250,5079,0.8367,0.8253
50058-4,MDA-MB-231,10171-101-1,TGX221,0.12,uM,LJP5,72,hr,1311,4386,5079,0.8633,0.8547
50058-4,MDA-MB-231,10171-101-1,TGX221,0.37,uM,LJP5,72,hr,1311,4516,5079,0.8889,0.8828
50058-4,MDA-MB-231,10171-101-1,TGX221,1.11,uM,LJP5,72,hr,1311,4311,5079,0.8488,0.8389
50058-4,MDA-MB-231,10171-101-1,TGX221,3.33,uM,LJP5,72,hr,1311,3466,5079,0.6825,0.6446
50058-4,MDA-MB-231,10171-101-1,TGX221,10,uM,LJP5,72,hr,1311,4596,5079,0.9049,0.9002
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.04,uM,LJP5,72,hr,1311,5134,5079,1.0107,1.0107
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.04,uM,LJP6,72,hr,1311,5133,4935,1.0403,1.0415
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.12,uM,LJP5,72,hr,1311,4965,5079,0.9772,0.9762
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.12,uM,LJP6,72,hr,1311,4874,4935,0.9877,0.9868
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.37,uM,LJP5,72,hr,1311,4830,5079,0.9511,0.9493
50058-4,MDA-MB-231,10172-101-1,GSK1059615,0.37,uM,LJP6,72,hr,1311,4887,4935,0.9902,0.9896
50058-4,MDA-MB-231,10172-101-1,GSK1059615,1.11,uM,LJP5,72,hr,1311,3604,5079,0.7095,0.6777
50058-4,MDA-MB-231,10172-101-1,GSK1059615,1.11,uM,LJP6,72,hr,1311,3998,4935,0.8104,0.7909
50058-4,MDA-MB-231,10172-101-1,GSK1059615,3.33,uM,LJP5,72,hr,1311,1914,5079,0.3771,0.2126
50058-4,MDA-MB-231,10172-101-1,GSK1059615,3.33,uM,LJP6,72,hr,1311,3119,4935,0.6322,0.5728
50058-4,MDA-MB-231,10172-101-1,GSK1059615,10,uM,LJP5,72,hr,1311,2194,5079,0.4316,0.2947
50058-4,MDA-MB-231,10172-101-1,GSK1059615,10,uM,LJP6,72,hr,1311,2064,4935,0.4185,0.2672
50058-4,MDA-MB-231,10177-101-1,Brivanib,0.04,uM,LJP5,72,hr,1311,5226,5079,1.0291,1.0294
50058-4,MDA-MB-231,10177-101-1,Brivanib,0.12,uM,LJP5,72,hr,1311,4947,5079,0.9743,0.9732
50058-4,MDA-MB-231,10177-101-1,Brivanib,0.37,uM,LJP5,72,hr,1311,4983,5079,0.9814,0.9805
50058-4,MDA-MB-231,10177-101-1,Brivanib,1.11,uM,LJP5,72,hr,1311,5043,5079,0.9930,0.9926
50058-4,MDA-MB-231,10177-101-1,Brivanib,3.33,uM,LJP5,72,hr,1311,5080,5079,1.0005,1.0000
50058-4,MDA-MB-231,10177-101-1,Brivanib,10,uM,LJP5,72,hr,1311,4025,5079,0.7927,0.7757
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,0.04,uM,LJP6,72,hr,1311,4664,4935,0.9452,0.9418
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,0.12,uM,LJP6,72,hr,1311,4267,4935,0.8646,0.8532
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,0.37,uM,LJP6,72,hr,1311,4269,4935,0.8651,0.8537
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,1.11,uM,LJP6,72,hr,1311,4451,4935,0.9019,0.8949
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,3.33,uM,LJP6,72,hr,1311,4289,4935,0.8695,0.8587
50058-4,MDA-MB-231,10180-101-1,CHIR-99021,10,uM,LJP6,72,hr,1311,3723,4935,0.7546,0.7258
50058-4,MDA-MB-231,10182-101-1,Linifanib,0.04,uM,LJP6,72,hr,1311,5333,4935,1.0806,1.0826
50058-4,MDA-MB-231,10182-101-1,Linifanib,0.12,uM,LJP6,72,hr,1311,5238,4935,1.0611,1.0623
50058-4,MDA-MB-231,10182-101-1,Linifanib,0.37,uM,LJP6,72,hr,1311,5129,4935,1.0392,1.0406
50058-4,MDA-MB-231,10182-101-1,Linifanib,1.11,uM,LJP6,72,hr,1311,5005,4935,1.0143,1.0146
50058-4,MDA-MB-231,10182-101-1,Linifanib,3.33,uM,LJP6,72,hr,1311,4959,4935,1.0050,1.0049
50058-4,MDA-MB-231,10182-101-1,Linifanib,10,uM,LJP6,72,hr,1311,2666,4935,0.5404,0.4493
50058-4,MDA-MB-231,10190-101-1,PIK-93,0.04,uM,LJP5,72,hr,1311,5214,5079,1.0265,1.0269
50058-4,MDA-MB-231,10190-101-1,PIK-93,0.12,uM,LJP5,72,hr,1311,5226,5079,1.0295,1.0296
50058-4,MDA-MB-231,10190-101-1,PIK-93,0.37,uM,LJP5,72,hr,1311,5165,5079,1.0171,1.0173
50058-4,MDA-MB-231,10190-101-1,PIK-93,1.11,uM,LJP5,72,hr,1311,4779,5079,0.9415,0.9387
50058-4,MDA-MB-231,10190-101-1,PIK-93,3.33,uM,LJP5,72,hr,1311,4073,5079,0.8023,0.7865
50058-4,MDA-MB-231,10190-101-1,PIK-93,10,uM,LJP5,72,hr,1311,2075,5079,0.4088,0.2647
50058-4,MDA-MB-231,10232-101-1,Dactolisib,0.04,uM,LJP5,72,hr,1311,2836,5079,0.5586,0.4839
50058-4,MDA-MB-231,10232-101-1,Dactolisib,0.12,uM,LJP5,72,hr,1311,2402,5079,0.4729,0.3630
50058-4,MDA-MB-231,10232-101-1,Dactolisib,0.37,uM,LJP5,72,hr,1311,2036,5079,0.4010,0.2522
50058-4,MDA-MB-231,10232-101-1,Dactolisib,1.11,uM,LJP5,72,hr,1311,2084,5079,0.4104,0.2670
50058-4,MDA-MB-231,10232-101-1,Dactolisib,3.33,uM,LJP5,72,hr,1311,2071,5079,0.4077,0.2632
50058-4,MDA-MB-231,10232-101-1,Dactolisib,10,uM,LJP5,72,hr,1311,2172,5079,0.4278,0.2945
50058-4,MDA-MB-231,10233-101-1,Alpelisib,0.04,uM,LJP5,72,hr,1311,5183,5079,1.0207,1.0211
50058-4,MDA-MB-231,10233-101-1,Alpelisib,0.12,uM,LJP5,72,hr,1311,5184,5079,1.0208,1.0208
50058-4,MDA-MB-231,10233-101-1,Alpelisib,0.37,uM,LJP5,72,hr,1311,4992,5079,0.9829,0.9816
50058-4,MDA-MB-231,10233-101-1,Alpelisib,1.11,uM,LJP5,72,hr,1311,4882,5079,0.9612,0.9596
50058-4,MDA-MB-231,10233-101-1,Alpelisib,3.33,uM,LJP5,72,hr,1311,4556,5079,0.8972,0.8920
50058-4,MDA-MB-231,10233-101-1,Alpelisib,10,uM,LJP5,72,hr,1311,3498,5079,0.6887,0.6523
50058-4,MDA-MB-231,10234-101-1,GDC-0980,0.04,uM,LJP5,72,hr,1311,4041,5079,0.7955,0.7789
50058-4,MDA-MB-231,10234-101-1,GDC-0980,0.12,uM,LJP5,72,hr,1311,3669,5079,0.7224,0.6933
50058-4,MDA-MB-231,10234-101-1,GDC-0980,0.37,uM,LJP5,72,hr,1311,2963,5079,0.5832,0.5173
50058-4,MDA-MB-231,10234-101-1,GDC-0980,1.11,uM,LJP5,72,hr,1311,2456,5079,0.4837,0.3788
50058-4,MDA-MB-231,10234-101-1,GDC-0980,3.33,uM,LJP5,72,hr,1311,2148,5079,0.4230,0.2874
50058-4,MDA-MB-231,10234-101-1,GDC-0980,10,uM,LJP5,72,hr,1311,1738,5079,0.3423,0.1552
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.04,uM,LJP5,72,hr,1311,1185,5079,0.2333,-0.0507
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.04,uM,LJP6,72,hr,1311,1081,4935,0.2192,-0.0969
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.12,uM,LJP5,72,hr,1311,1198,5079,0.2359,-0.0454
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.12,uM,LJP6,72,hr,1311,1073,4935,0.2174,-0.1001
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.37,uM,LJP5,72,hr,1311,1009,5079,0.1987,-0.1258
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,0.37,uM,LJP6,72,hr,1311,992,4935,0.2011,-0.1359
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,1.11,uM,LJP5,72,hr,1311,968,5079,0.1906,-0.1440
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,1.11,uM,LJP6,72,hr,1311,904,4935,0.1833,-0.1770
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,3.33,uM,LJP5,72,hr,1311,865,5079,0.1705,-0.1917
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,3.33,uM,LJP6,72,hr,1311,746,4935,0.1512,-0.2558
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,10,uM,LJP5,72,hr,1311,786,5079,0.1548,-0.2306
50058-4,MDA-MB-231,10479-102-1,Mitoxantrone,10,uM,LJP6,72,hr,1311,560,4935,0.1136,-0.3597
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.04,uM,LJP5,72,hr,1311,5349,5079,1.0531,1.0537
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.04,uM,LJP6,72,hr,1311,5119,4935,1.0373,1.0387
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.12,uM,LJP5,72,hr,1311,4268,5079,0.8404,0.8293
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.12,uM,LJP6,72,hr,1311,4328,4935,0.8771,0.8675
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.37,uM,LJP5,72,hr,1311,2498,5079,0.4919,0.3898
50058-4,MDA-MB-231,10480-101-1,Radicicol,0.37,uM,LJP6,72,hr,1311,2483,4935,0.5031,0.3960
50058-4,MDA-MB-231,10480-101-1,Radicicol,1.11,uM,LJP5,72,hr,1311,1593,5079,0.3139,0.1044
50058-4,MDA-MB-231,10480-101-1,Radicicol,1.11,uM,LJP6,72,hr,1311,1606,4935,0.3257,0.1117
50058-4,MDA-MB-231,10480-101-1,Radicicol,3.33,uM,LJP5,72,hr,1311,1193,5079,0.2350,-0.0475
50058-4,MDA-MB-231,10480-101-1,Radicicol,3.33,uM,LJP6,72,hr,1311,1216,4935,0.2464,-0.0390
50058-4,MDA-MB-231,10480-101-1,Radicicol,10,uM,LJP5,72,hr,1311,1236,5079,0.2435,-0.0298
50058-4,MDA-MB-231,10480-101-1,Radicicol,10,uM,LJP6,72,hr,1311,1256,4935,0.2545,-0.0227
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.04,uM,LJP5,72,hr,1311,5106,5079,1.0052,1.0049
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.04,uM,LJP6,72,hr,1311,4878,4935,0.9882,0.9868
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.12,uM,LJP5,72,hr,1311,4805,5079,0.9462,0.9437
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.12,uM,LJP6,72,hr,1311,4866,4935,0.9862,0.9855
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.37,uM,LJP5,72,hr,1311,4318,5079,0.8501,0.8402
50058-4,MDA-MB-231,10481-101-1,Withaferin A,0.37,uM,LJP6,72,hr,1311,3880,4935,0.7865,0.7629
50058-4,MDA-MB-231,10481-101-1,Withaferin A,1.11,uM,LJP5,72,hr,1311,1384,5079,0.2728,0.0276
50058-4,MDA-MB-231,10481-101-1,Withaferin A,1.11,uM,LJP6,72,hr,1311,1295,4935,0.2626,-0.0068
50058-4,MDA-MB-231,10481-101-1,Withaferin A,3.33,uM,LJP5,72,hr,1311,1037,5079,0.2043,-0.1133
50058-4,MDA-MB-231,10481-101-1,Withaferin A,3.33,uM,LJP6,72,hr,1311,810,4935,0.1642,-0.2233
50058-4,MDA-MB-231,10481-101-1,Withaferin A,10,uM,LJP5,72,hr,1311,466,5079,0.0916,-0.4133
50058-4,MDA-MB-231,10481-101-1,Withaferin A,10,uM,LJP6,72,hr,1311,379,4935,0.0770,-0.4802
50105-3,BT-20,10001-101-1,Seliciclib,0.04,uM,LJP5,72,hr,1334,4094,4033,1.0156,1.0199
50105-3,BT-20,10001-101-1,Seliciclib,0.12,uM,LJP5,72,hr,1334,4007,4033,0.9941,0.9928
50105-3,BT-20,10001-101-1,Seliciclib,0.37,uM,LJP5,72,hr,1334,3825,4033,0.9490,0.9358
50105-3,BT-20,10001-101-1,Seliciclib,1.11,uM,LJP5,72,hr,1334,3827,4033,0.9489,0.9352
50105-3,BT-20,10001-101-1,Seliciclib,3.33,uM,LJP5,72,hr,1334,3442,4033,0.8529,0.8091
50105-3,BT-20,10001-101-1,Seliciclib,10,uM,LJP5,72,hr,1334,1724,4033,0.4276,0.1737
50105-3,BT-20,10004-101-1,AT-7519,0.04,uM,LJP6,72,hr,1334,3747,3925,0.9548,0.9411
50105-3,BT-20,10004-101-1,AT-7519,0.12,uM,LJP6,72,hr,1334,3834,3925,0.9770,0.9701
50105-3,BT-20,10004-101-1,AT-7519,0.37,uM,LJP6,72,hr,1334,3020,3925,0.7695,0.6901
50105-3,BT-20,10004-101-1,AT-7519,1.11,uM,LJP6,72,hr,1334,854,3925,0.2177,-0.2501
50105-3,BT-20,10004-101-1,AT-7519,3.33,uM,LJP6,72,hr,1334,350,3925,0.0894,-0.5784
50105-3,BT-20,10004-101-1,AT-7519,10,uM,LJP6,72,hr,1334,285,3925,0.0728,-0.6302
50105-3,BT-20,10006-101-1,AZD7762,0.04,uM,LJP6,72,hr,1334,4096,3925,1.0433,1.0540
50105-3,BT-20,10006-101-1,AZD7762,0.12,uM,LJP6,72,hr,1334,3628,3925,0.9241,0.9006
50105-3,BT-20,10006-101-1,AZD7762,0.37,uM,LJP6,72,hr,1334,3122,3925,0.7952,0.7260
50105-3,BT-20,10006-101-1,AZD7762,1.11,uM,LJP6,72,hr,1334,2258,3925,0.5752,0.4018
50105-3,BT-20,10006-101-1,AZD7762,3.33,uM,LJP6,72,hr,1334,1438,3925,0.3665,0.0491
50105-3,BT-20,10006-101-1,AZD7762,10,uM,LJP6,72,hr,1334,417,3925,0.1064,-0.5260
50105-3,BT-20,10007-101-1,AZD8055,0.04,uM,LJP6,72,hr,1334,2367,3925,0.6035,0.4440
50105-3,BT-20,10007-101-1,AZD8055,0.12,uM,LJP6,72,hr,1334,1948,3925,0.4964,0.2749
50105-3,BT-20,10007-101-1,AZD8055,0.37,uM,LJP6,72,hr,1334,1601,3925,0.4082,0.1234
50105-3,BT-20,10007-101-1,AZD8055,1.11,uM,LJP6,72,hr,1334,1506,3925,0.3839,0.0810
50105-3,BT-20,10007-101-1,AZD8055,3.33,uM,LJP6,72,hr,1334,1391,3925,0.3546,0.0263
50105-3,BT-20,10007-101-1,AZD8055,10,uM,LJP6,72,hr,1334,1052,3925,0.2681,-0.1421
50105-3,BT-20,10008-101-1,Sorafenib,0.04,uM,LJP6,72,hr,1334,3776,3925,0.9620,0.9506
50105-3,BT-20,10008-101-1,Sorafenib,0.12,uM,LJP6,72,hr,1334,3764,3925,0.9591,0.9471
50105-3,BT-20,10008-101-1,Sorafenib,0.37,uM,LJP6,72,hr,1334,3601,3925,0.9175,0.8923
50105-3,BT-20,10008-101-1,Sorafenib,1.11,uM,LJP6,72,hr,1334,3576,3925,0.9112,0.8840
50105-3,BT-20,10008-101-1,Sorafenib,3.33,uM,LJP6,72,hr,1334,3523,3925,0.8976,0.8656
50105-3,BT-20,10008-101-1,Sorafenib,10,uM,LJP6,72,hr,1334,3352,3925,0.8541,0.8063
50105-3,BT-20,10009-101-1,CP466722,0.04,uM,LJP5,72,hr,1334,4240,4033,1.0512,1.0634
50105-3,BT-20,10009-101-1,CP466722,0.12,uM,LJP5,72,hr,1334,4171,4033,1.0341,1.0421
50105-3,BT-20,10009-101-1,CP466722,0.37,uM,LJP5,72,hr,1334,4028,4033,0.9991,0.9992
50105-3,BT-20,10009-101-1,CP466722,1.11,uM,LJP5,72,hr,1334,4106,4033,1.0179,1.0218
50105-3,BT-20,10009-101-1,CP466722,3.33,uM,LJP5,72,hr,1334,4026,4033,0.9990,0.9991
50105-3,BT-20,10009-101-1,CP466722,10,uM,LJP5,72,hr,1334,3492,4033,0.8668,0.8289
50105-3,BT-20,10010-101-1,CP724714,0.04,uM,LJP5,72,hr,1334,3801,4033,0.9419,0.9254
50105-3,BT-20,10010-101-1,CP724714,0.12,uM,LJP5,72,hr,1334,3769,4033,0.9338,0.9146
50105-3,BT-20,10010-101-1,CP724714,0.37,uM,LJP5,72,hr,1334,3663,4033,0.9078,0.8817
50105-3,BT-20,10010-101-1,CP724714,1.11,uM,LJP5,72,hr,1334,3536,4033,0.8766,0.8409
50105-3,BT-20,10010-101-1,CP724714,3.33,uM,LJP5,72,hr,1334,3473,4033,0.8608,0.8197
50105-3,BT-20,10010-101-1,CP724714,10,uM,LJP5,72,hr,1334,2676,4033,0.6628,0.5422
50105-3,BT-20,10011-101-1,Alvocidib,0.04,uM,LJP6,72,hr,1334,2841,3925,0.7243,0.6237
50105-3,BT-20,10011-101-1,Alvocidib,0.12,uM,LJP6,72,hr,1334,1583,3925,0.4035,0.1161
50105-3,BT-20,10011-101-1,Alvocidib,0.37,uM,LJP6,72,hr,1334,746,3925,0.1901,-0.3120
50105-3,BT-20,10011-101-1,Alvocidib,1.11,uM,LJP6,72,hr,1334,370,3925,0.0942,-0.5615
50105-3,BT-20,10011-101-1,Alvocidib,3.33,uM,LJP6,72,hr,1334,364,3925,0.0928,-0.5663
50105-3,BT-20,10011-101-1,Alvocidib,10,uM,LJP6,72,hr,1334,317,3925,0.0807,-0.6034
50105-3,BT-20,10014-101-1,GW843682X,0.04,uM,LJP6,72,hr,1334,3587,3925,0.9141,0.8876
50105-3,BT-20,10014-101-1,GW843682X,0.12,uM,LJP6,72,hr,1334,3380,3925,0.8613,0.8170
50105-3,BT-20,10014-101-1,GW843682X,0.37,uM,LJP6,72,hr,1334,2878,3925,0.7333,0.6384
50105-3,BT-20,10014-101-1,GW843682X,1.11,uM,LJP6,72,hr,1334,1612,3925,0.4111,0.1271
50105-3,BT-20,10014-101-1,GW843682X,3.33,uM,LJP6,72,hr,1334,1015,3925,0.2587,-0.1618
50105-3,BT-20,10014-101-1,GW843682X,10,uM,LJP6,72,hr,1334,648,3925,0.1652,-0.3713
50105-3,BT-20,10015-101-1,HG-5-113-01,0.04,uM,LJP5,72,hr,1334,3806,4033,0.9437,0.9286
50105-3,BT-20,10015-101-1,HG-5-113-01,0.12,uM,LJP5,72,hr,1334,3657,4033,0.9065,0.8797
50105-3,BT-20,10015-101-1,HG-5-113-01,0.37,uM,LJP5,72,hr,1334,3267,4033,0.8095,0.7502
50105-3,BT-20,10015-101-1,HG-5-113-01,1.11,uM,LJP5,72,hr,1334,2662,4033,0.6595,0.5389
50105-3,BT-20,10015-101-1,HG-5-113-01,3.33,uM,LJP5,72,hr,1334,1876,4033,0.4650,0.2366
50105-3,BT-20,10015-101-1,HG-5-113-01,10,uM,LJP5,72,hr,1334,780,4033,0.1937,-0.2856
50105-3,BT-20,10016-101-1,HG-5-88-01,0.04,uM,LJP6,72,hr,1334,2936,3925,0.7484,0.6596
50105-3,BT-20,10016-101-1,HG-5-88-01,0.12,uM,LJP6,72,hr,1334,3470,3925,0.8843,0.8476
50105-3,BT-20,10016-101-1,HG-5-88-01,0.37,uM,LJP6,72,hr,1334,3702,3925,0.9438,0.9249
50105-3,BT-20,10016-101-1,HG-5-88-01,1.11,uM,LJP6,72,hr,1334,3567,3925,0.9090,0.8808
50105-3,BT-20,10016-101-1,HG-5-88-01,3.33,uM,LJP6,72,hr,1334,3499,3925,0.8920,0.8569
50105-3,BT-20,10016-101-1,HG-5-88-01,10,uM,LJP6,72,hr,1334,2250,3925,0.5738,0.3957
50105-3,BT-20,10017-101-1,HG-6-64-01,0.04,uM,LJP6,72,hr,1334,4333,3925,1.1040,1.1313
50105-3,BT-20,10017-101-1,HG-6-64-01,0.12,uM,LJP6,72,hr,1334,4124,3925,1.0509,1.0647
50105-3,BT-20,10017-101-1,HG-6-64-01,0.37,uM,LJP6,72,hr,1334,4162,3925,1.0599,1.0743
50105-3,BT-20,10017-101-1,HG-6-64-01,1.11,uM,LJP6,72,hr,1334,3334,3925,0.8495,0.8010
50105-3,BT-20,10017-101-1,HG-6-64-01,3.33,uM,LJP6,72,hr,1334,2156,3925,0.5495,0.3598
50105-3,BT-20,10017-101-1,HG-6-64-01,10,uM,LJP6,72,hr,1334,1475,3925,0.3766,0.0519
50105-3,BT-20,10018-101-1,Neratinib,0.04,uM,LJP5,72,hr,1334,3101,4033,0.7683,0.6941
50105-3,BT-20,10018-101-1,Neratinib,0.12,uM,LJP5,72,hr,1334,2945,4033,0.7301,0.6414
50105-3,BT-20,10018-101-1,Neratinib,0.37,uM,LJP5,72,hr,1334,2977,4033,0.7378,0.6521
50105-3,BT-20,10018-101-1,Neratinib,1.11,uM,LJP5,72,hr,1334,2789,4033,0.6911,0.5848
50105-3,BT-20,10018-101-1,Neratinib,3.33,uM,LJP5,72,hr,1334,2470,4033,0.6124,0.4701
50105-3,BT-20,10018-101-1,Neratinib,10,uM,LJP5,72,hr,1334,2242,4033,0.5559,0.3835
50105-3,BT-20,10019-101-1,JW-7-24-1,0.04,uM,LJP6,72,hr,1334,3217,3925,0.8198,0.7600
50105-3,BT-20,10019-101-1,JW-7-24-1,0.12,uM,LJP6,72,hr,1334,3536,3925,0.9011,0.8692
50105-3,BT-20,10019-101-1,JW-7-24-1,0.37,uM,LJP6,72,hr,1334,3620,3925,0.9226,0.8982
50105-3,BT-20,10019-101-1,JW-7-24-1,1.11,uM,LJP6,72,hr,1334,3647,3925,0.9293,0.9078
50105-3,BT-20,10019-101-1,JW-7-24-1,3.33,uM,LJP6,72,hr,1334,3351,3925,0.8541,0.8066
50105-3,BT-20,10019-101-1,JW-7-24-1,10,uM,LJP6,72,hr,1334,1493,3925,0.3807,0.0742
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP5,72,hr,1334,3455,4033,0.8565,0.8145
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP6,72,hr,1334,2913,3925,0.7421,0.6508
50105-3,BT-20,10020-101-1,Dasatinib,0.12,uM,LJP5,72,hr,1334,2419,4033,0.6000,0.4520
50105-3,BT-20,10020-101-1,Dasatinib,0.12,uM,LJP6,72,hr,1334,2400,3925,0.6116,0.4582
50105-3,BT-20,10020-101-1,Dasatinib,0.37,uM,LJP5,72,hr,1334,1596,4033,0.3958,0.1182
50105-3,BT-20,10020-101-1,Dasatinib,0.37,uM,LJP6,72,hr,1334,1773,3925,0.4515,0.1971
