Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,89.69,11.9,-0.3963
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,15.08,11.9,0.9679
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,16.79,11.9,0.9146
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,18.49,11.9,0.8252
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,20.19,11.9,0.7677
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,21.90,11.9,0.7646
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,23.60,11.9,0.8575
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,25.30,11.9,0.9994
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,27.00,11.9,1.0646
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,28.71,11.9,1.0987
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,30.41,11.9,1.1370
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,32.11,11.9,1.1323
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,33.82,11.9,1.1463
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,35.52,11.9,1.0410
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,37.23,11.9,1.0381
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,38.93,11.9,1.0803
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,40.63,11.9,1.0709
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,42.33,11.9,1.0215
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,44.03,11.9,1.0170
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,45.74,11.9,0.9983
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,47.45,11.9,1.0332
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,49.15,11.9,1.0018
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,50.86,11.9,0.9964
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,52.56,11.9,1.0282
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,54.25,11.9,1.0537
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,55.97,11.9,1.0773
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,57.67,11.9,1.1168
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,59.37,11.9,1.1004
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,61.08,11.9,1.2129
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,62.78,11.9,1.0955
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,64.49,11.9,1.0989
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,66.19,11.9,1.0667
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,67.89,11.9,0.9694
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,69.60,11.9,1.0920
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,71.30,11.9,1.0728
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,73.49,11.9,2.0350
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,76.90,11.9,1.5731
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,80.31,11.9,1.9919
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,85.43,11.9,1.7436
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,85.43,12.0,1.7023
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,89.69,11.9,2.8623
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,15.08,11.9,0.7478
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,16.79,11.9,0.7442
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,18.49,11.9,0.8326
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,20.19,11.9,0.9447
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,21.90,11.9,1.0262
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,23.60,11.9,1.1253
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,25.30,11.9,1.2505
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,27.00,11.9,1.2053
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,28.71,11.9,1.2755
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,30.41,11.9,1.2114
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,32.11,11.9,1.2500
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,33.82,11.9,1.2272
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,35.52,11.9,1.1612
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,37.23,11.9,1.1238
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,38.93,11.9,1.1504
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,40.63,11.9,1.1309
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,42.33,11.9,1.0566
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,44.03,11.9,1.0253
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,45.74,11.9,1.0049
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,47.45,11.9,1.0611
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,49.15,11.9,1.0940
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,50.86,11.9,1.0929
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,52.56,11.9,1.0965
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,54.25,11.9,1.1595
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,55.97,11.9,1.2279
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,57.67,11.9,1.2332
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,59.37,11.9,1.2236
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,61.08,11.9,1.1824
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,62.78,11.9,1.0930
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,64.49,11.9,1.1004
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,66.19,11.9,0.9259
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,67.89,11.9,0.7007
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,69.60,11.9,0.7089
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,71.30,11.9,0.7465
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,73.49,11.9,0.6485
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,76.90,11.9,0.3138
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,80.31,11.9,0.5414
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,85.43,11.9,0.3496
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,85.43,12.0,0.3248
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,89.69,11.9,0.6095
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,15.08,11.9,1.1118
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,16.79,11.9,1.0070
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,18.49,11.9,1.1304
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,20.19,11.9,0.9831
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,21.90,11.9,0.9398
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,23.60,11.9,0.9211
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,25.30,11.9,0.9093
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,27.00,11.9,0.9522
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,28.71,11.9,0.9488
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,30.41,11.9,0.9769
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,32.11,11.9,0.9741
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,33.82,11.9,1.0250
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,35.52,11.9,0.9855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,37.23,11.9,0.9756
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,38.93,11.9,1.0183
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,40.63,11.9,1.0233
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,42.33,11.9,0.9974
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,44.03,11.9,0.9940
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,45.74,11.9,0.9549
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,47.45,11.9,1.0171
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,49.15,11.9,1.0641
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,50.86,11.9,1.0529
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,52.56,11.9,1.0646
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,54.25,11.9,1.1094
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,55.97,11.9,1.1678
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,57.67,11.9,1.1909
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,59.37,11.9,1.1843
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,61.08,11.9,1.1778
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,62.78,11.9,1.1632
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,64.49,11.9,1.2821
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,66.19,11.9,1.4408
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,67.89,11.9,1.4121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,69.60,11.9,1.9085
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,71.30,11.9,1.7541
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,73.49,11.9,2.4018
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,76.90,11.9,1.9048
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,80.31,11.9,1.0352
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,85.43,11.9,-0.8175
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,85.43,12.0,-0.7546
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,89.69,11.9,-0.9821
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,15.08,11.9,1.0292
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,16.79,11.9,1.0705
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,18.49,11.9,1.1003
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,20.19,11.9,1.1097
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,21.90,11.9,1.0568
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,23.60,11.9,1.0157
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,25.30,11.9,0.9783
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,27.00,11.9,0.9992
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,28.71,11.9,0.9203
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,30.41,11.9,0.9215
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,32.11,11.9,0.9121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,33.82,11.9,0.9028
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,35.52,11.9,0.9194
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,37.23,11.9,0.9542
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,38.93,11.9,0.9814
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,40.63,11.9,0.9529
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,42.33,11.9,0.9562
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,44.03,11.9,0.9178
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,45.74,11.9,0.9142
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,47.45,11.9,0.9798
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,49.15,11.9,1.0047
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,50.86,11.9,1.0372
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,52.56,11.9,1.1096
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,54.25,11.9,1.0948
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,55.97,11.9,1.1995
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,57.67,11.9,1.1844
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,59.37,11.9,1.0795
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,61.08,11.9,1.1110
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,62.78,11.9,1.1149
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,64.49,11.9,1.2245
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,66.19,11.9,1.3543
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,67.89,11.9,1.4085
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,69.60,11.9,2.3966
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,71.30,11.9,2.7780
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,73.49,11.9,1.8865
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,76.90,11.9,1.0834
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,80.31,11.9,0.5153
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,85.43,11.9,-0.5593
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,85.43,12.0,-0.4738
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,89.69,11.9,-0.9840
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,15.08,11.9,0.9576
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,16.79,11.9,0.9184
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,18.49,11.9,0.9121
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,20.19,11.9,0.8556
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,21.90,11.9,0.7868
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,23.60,11.9,0.7740
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,25.30,11.9,0.7655
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,27.00,11.9,0.8136
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,28.71,11.9,0.8793
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,30.41,11.9,0.8846
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,32.11,11.9,0.8956
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,33.82,11.9,0.9396
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,35.52,11.9,0.9281
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,37.23,11.9,0.9636
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,38.93,11.9,0.9726
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,40.63,11.9,0.9548
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,42.33,11.9,0.9542
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,44.03,11.9,0.9640
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,45.74,11.9,0.9202
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,47.45,11.9,0.9845
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,49.15,11.9,1.0312
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,50.86,11.9,1.0518
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,52.56,11.9,1.1194
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,54.25,11.9,1.1115
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,55.97,11.9,1.2088
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,57.67,11.9,1.2354
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,59.37,11.9,1.1171
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,61.08,11.9,1.1731
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,62.78,11.9,1.2369
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,64.49,11.9,1.3188
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,66.19,11.9,1.5533
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,67.89,11.9,1.5370
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,69.60,11.9,2.3553
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,71.30,11.9,2.8713
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,73.49,11.9,0.6896
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,76.90,11.9,-0.3194
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,80.31,11.9,-0.9123
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,85.43,11.9,-0.9049
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,85.43,12.0,-0.9106
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,89.69,11.9,-0.8805
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,15.08,11.9,0.7109
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,16.79,11.9,0.6885
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,18.49,11.9,0.6718
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,20.19,11.9,0.7144
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,21.90,11.9,0.6702
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,23.60,11.9,0.6930
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,25.30,11.9,0.7560
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,27.00,11.9,0.8255
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,28.71,11.9,0.8144
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,30.41,11.9,0.8380
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,32.11,11.9,0.9047
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,33.82,11.9,0.9219
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,35.52,11.9,0.9489
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,37.23,11.9,0.9709
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,38.93,11.9,1.0139
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,40.63,11.9,1.0068
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,42.33,11.9,0.9817
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,44.03,11.9,0.8975
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,45.74,11.9,0.9068
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,47.45,11.9,0.9244
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,49.15,11.9,0.9717
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,50.86,11.9,0.9857
