Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value
50238-3,Hs 578T,10045-101-1,A443654,3.33,uM,LJP6,2,I20,72,hr,929,614,3221,0.1906,-0.2063
50238-3,Hs 578T,10045-101-1,A443654,3.33,uM,LJP6,3,I20,72,hr,929,670,3243,0.2066,-0.1659
50238-3,Hs 578T,10045-101-1,A443654,10,uM,LJP6,1,I19,72,hr,929,620,3185,0.1947,-0.2036
50238-3,Hs 578T,10045-101-1,A443654,10,uM,LJP6,2,I19,72,hr,929,694,3221,0.2154,-0.1502
50238-3,Hs 578T,10045-101-1,A443654,10,uM,LJP6,3,I19,72,hr,929,738,3243,0.2275,-0.1200
50238-3,Hs 578T,10046-101-1,SB590885,0.04,uM,LJP5,1,L18,72,hr,929,3812,3194,1.1933,1.2086
50238-3,Hs 578T,10046-101-1,SB590885,0.04,uM,LJP5,2,L18,72,hr,929,3989,3253,1.2259,1.2385
50238-3,Hs 578T,10046-101-1,SB590885,0.04,uM,LJP5,3,L18,72,hr,929,3939,3263,1.2069,1.2187
50238-3,Hs 578T,10046-101-1,SB590885,0.12,uM,LJP5,1,L17,72,hr,929,3746,3194,1.1726,1.1870
50238-3,Hs 578T,10046-101-1,SB590885,0.12,uM,LJP5,2,L17,72,hr,929,3773,3253,1.1595,1.1706
50238-3,Hs 578T,10046-101-1,SB590885,0.12,uM,LJP5,3,L17,72,hr,929,3870,3263,1.1858,1.1971
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,1,L16,72,hr,929,3706,3194,1.1601,1.1739
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,2,L16,72,hr,929,3847,3253,1.1823,1.1941
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,3,L16,72,hr,929,3802,3263,1.1649,1.1758
50238-3,Hs 578T,10046-101-1,SB590885,1.11,uM,LJP5,1,L15,72,hr,929,3857,3194,1.2074,1.2232
50238-3,Hs 578T,10046-101-1,SB590885,1.11,uM,LJP5,2,L15,72,hr,929,3882,3253,1.1930,1.2051
50238-3,Hs 578T,10046-101-1,SB590885,1.11,uM,LJP5,3,L15,72,hr,929,3959,3263,1.2130,1.2249
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,1,L14,72,hr,929,3856,3194,1.2071,1.2229
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,2,L14,72,hr,929,3958,3253,1.2164,1.2288
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,3,L14,72,hr,929,4003,3263,1.2265,1.2385
50238-3,Hs 578T,10046-101-1,SB590885,10,uM,LJP5,1,L13,72,hr,929,3009,3194,0.9419,0.9340
50238-3,Hs 578T,10046-101-1,SB590885,10,uM,LJP5,2,L13,72,hr,929,2937,3253,0.9026,0.8898
50238-3,Hs 578T,10046-101-1,SB590885,10,uM,LJP5,3,L13,72,hr,929,2985,3263,0.9146,0.9039
50238-3,Hs 578T,10047-101-1,Pictilisib,0.04,uM,LJP6,1,D24,72,hr,929,2490,3185,0.7817,0.7412
50238-3,Hs 578T,10047-101-1,Pictilisib,0.04,uM,LJP6,2,D24,72,hr,929,2589,3221,0.8037,0.7706
50238-3,Hs 578T,10047-101-1,Pictilisib,0.04,uM,LJP6,3,D24,72,hr,929,2598,3243,0.8010,0.7684
50238-3,Hs 578T,10047-101-1,Pictilisib,0.12,uM,LJP6,1,D23,72,hr,929,2260,3185,0.7095,0.6488
50238-3,Hs 578T,10047-101-1,Pictilisib,0.12,uM,LJP6,2,D23,72,hr,929,2235,3221,0.6938,0.6312
50238-3,Hs 578T,10047-101-1,Pictilisib,0.12,uM,LJP6,3,D23,72,hr,929,2277,3243,0.7020,0.6437
50238-3,Hs 578T,10047-101-1,Pictilisib,0.37,uM,LJP6,1,D22,72,hr,929,1971,3185,0.6188,0.5267
50238-3,Hs 578T,10047-101-1,Pictilisib,0.37,uM,LJP6,2,D22,72,hr,929,1870,3221,0.5805,0.4768
50238-3,Hs 578T,10047-101-1,Pictilisib,0.37,uM,LJP6,3,D22,72,hr,929,2003,3243,0.6175,0.5309
50238-3,Hs 578T,10047-101-1,Pictilisib,1.11,uM,LJP6,1,D21,72,hr,929,1692,3185,0.5312,0.4010
50238-3,Hs 578T,10047-101-1,Pictilisib,1.11,uM,LJP6,2,D21,72,hr,929,1720,3221,0.5339,0.4096
50238-3,Hs 578T,10047-101-1,Pictilisib,1.11,uM,LJP6,3,D21,72,hr,929,1749,3243,0.5392,0.4200
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,1,D20,72,hr,929,1563,3185,0.4907,0.3399
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,2,D20,72,hr,929,1636,3221,0.5079,0.3708
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,3,D20,72,hr,929,1738,3243,0.5358,0.4151
50238-3,Hs 578T,10047-101-1,Pictilisib,10,uM,LJP6,1,D19,72,hr,929,1500,3185,0.4709,0.3092
50238-3,Hs 578T,10047-101-1,Pictilisib,10,uM,LJP6,2,D19,72,hr,929,1469,3221,0.4560,0.2909
50238-3,Hs 578T,10047-101-1,Pictilisib,10,uM,LJP6,3,D19,72,hr,929,1419,3243,0.4375,0.2646
50238-3,Hs 578T,10048-101-1,PD184352,0.04,uM,LJP5,1,L12,72,hr,929,2358,3194,0.7381,0.6866
50238-3,Hs 578T,10048-101-1,PD184352,0.04,uM,LJP5,2,L12,72,hr,929,2525,3253,0.7760,0.7382
50238-3,Hs 578T,10048-101-1,PD184352,0.04,uM,LJP5,3,L12,72,hr,929,2566,3263,0.7862,0.7514
50238-3,Hs 578T,10048-101-1,PD184352,0.12,uM,LJP5,1,L11,72,hr,929,2154,3194,0.6743,0.6031
50238-3,Hs 578T,10048-101-1,PD184352,0.12,uM,LJP5,2,L11,72,hr,929,2243,3253,0.6893,0.6280
50238-3,Hs 578T,10048-101-1,PD184352,0.12,uM,LJP5,3,L11,72,hr,929,2234,3263,0.6845,0.6225
50238-3,Hs 578T,10048-101-1,PD184352,0.37,uM,LJP5,1,L10,72,hr,929,2021,3194,0.6327,0.5467
50238-3,Hs 578T,10048-101-1,PD184352,0.37,uM,LJP5,2,L10,72,hr,929,1967,3253,0.6045,0.5140
50238-3,Hs 578T,10048-101-1,PD184352,0.37,uM,LJP5,3,L10,72,hr,929,2055,3263,0.6297,0.5495
50238-3,Hs 578T,10048-101-1,PD184352,1.11,uM,LJP5,1,L09,72,hr,929,1847,3194,0.5782,0.4705
50238-3,Hs 578T,10048-101-1,PD184352,1.11,uM,LJP5,2,L09,72,hr,929,1835,3253,0.5639,0.4569
50238-3,Hs 578T,10048-101-1,PD184352,1.11,uM,LJP5,3,L09,72,hr,929,1847,3263,0.5659,0.4609
50238-3,Hs 578T,10048-101-1,PD184352,3.33,uM,LJP5,1,L08,72,hr,929,1707,3194,0.5344,0.4069
50238-3,Hs 578T,10048-101-1,PD184352,3.33,uM,LJP5,2,L08,72,hr,929,1681,3253,0.5166,0.3880
50238-3,Hs 578T,10048-101-1,PD184352,3.33,uM,LJP5,3,L08,72,hr,929,1856,3263,0.5687,0.4648
50238-3,Hs 578T,10048-101-1,PD184352,10,uM,LJP5,1,L07,72,hr,929,1697,3194,0.5312,0.4022
50238-3,Hs 578T,10048-101-1,PD184352,10,uM,LJP5,2,L07,72,hr,929,1583,3253,0.4865,0.3426
50238-3,Hs 578T,10048-101-1,PD184352,10,uM,LJP5,3,L07,72,hr,929,1456,3263,0.4461,0.2812
50238-3,Hs 578T,10049-101-1,PLX-4720,0.04,uM,LJP5,1,K06,72,hr,929,3312,3194,1.0368,1.0410
50238-3,Hs 578T,10049-101-1,PLX-4720,0.04,uM,LJP5,2,K06,72,hr,929,3496,3253,1.0744,1.0810
50238-3,Hs 578T,10049-101-1,PLX-4720,0.04,uM,LJP5,3,K06,72,hr,929,3501,3263,1.0727,1.0790
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,1,K05,72,hr,929,3444,3194,1.0781,1.0862
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,2,K05,72,hr,929,3694,3253,1.1352,1.1454
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,3,K05,72,hr,929,3700,3263,1.1337,1.1434
50238-3,Hs 578T,10049-101-1,PLX-4720,0.37,uM,LJP5,1,K04,72,hr,929,3560,3194,1.1144,1.1254
50238-3,Hs 578T,10049-101-1,PLX-4720,0.37,uM,LJP5,2,K04,72,hr,929,3821,3253,1.1743,1.1858
50238-3,Hs 578T,10049-101-1,PLX-4720,0.37,uM,LJP5,3,K04,72,hr,929,3729,3263,1.1426,1.1526
50238-3,Hs 578T,10049-101-1,PLX-4720,1.11,uM,LJP5,1,K03,72,hr,929,3647,3194,1.1416,1.1544
50238-3,Hs 578T,10049-101-1,PLX-4720,1.11,uM,LJP5,2,K03,72,hr,929,3811,3253,1.1712,1.1827
50238-3,Hs 578T,10049-101-1,PLX-4720,1.11,uM,LJP5,3,K03,72,hr,929,3891,3263,1.1922,1.2037
50238-3,Hs 578T,10049-101-1,PLX-4720,3.33,uM,LJP5,1,K02,72,hr,929,3502,3194,1.0963,1.1059
50238-3,Hs 578T,10049-101-1,PLX-4720,3.33,uM,LJP5,2,K02,72,hr,929,3665,3253,1.1263,1.1360
50238-3,Hs 578T,10049-101-1,PLX-4720,3.33,uM,LJP5,3,K02,72,hr,929,3644,3263,1.1165,1.1254
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,LJP5,1,K01,72,hr,929,2845,3194,0.8906,0.8741
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,LJP5,2,K01,72,hr,929,2838,3253,0.8722,0.8543
50238-3,Hs 578T,10049-101-1,PLX-4720,10,uM,LJP5,3,K01,72,hr,929,2986,3263,0.9149,0.9042
50238-3,Hs 578T,10051-104-1,Lapatinib,0.04,uM,LJP6,1,M24,72,hr,929,3316,3185,1.0412,1.0460
50238-3,Hs 578T,10051-104-1,Lapatinib,0.04,uM,LJP6,2,M24,72,hr,929,3156,3221,0.9797,0.9773
50238-3,Hs 578T,10051-104-1,Lapatinib,0.04,uM,LJP6,3,M24,72,hr,929,3107,3243,0.9579,0.9529
50238-3,Hs 578T,10051-104-1,Lapatinib,0.12,uM,LJP6,1,M23,72,hr,929,3169,3185,0.9949,0.9943
50238-3,Hs 578T,10051-104-1,Lapatinib,0.12,uM,LJP6,2,M23,72,hr,929,3071,3221,0.9533,0.9474
50238-3,Hs 578T,10051-104-1,Lapatinib,0.12,uM,LJP6,3,M23,72,hr,929,3133,3243,0.9659,0.9619
50238-3,Hs 578T,10051-104-1,Lapatinib,0.37,uM,LJP6,1,M22,72,hr,929,3061,3185,0.9610,0.9557
50238-3,Hs 578T,10051-104-1,Lapatinib,0.37,uM,LJP6,2,M22,72,hr,929,3137,3221,0.9738,0.9706
50238-3,Hs 578T,10051-104-1,Lapatinib,0.37,uM,LJP6,3,M22,72,hr,929,3063,3243,0.9444,0.9375
50238-3,Hs 578T,10051-104-1,Lapatinib,1.11,uM,LJP6,1,M21,72,hr,929,3073,3185,0.9648,0.9600
50238-3,Hs 578T,10051-104-1,Lapatinib,1.11,uM,LJP6,2,M21,72,hr,929,3138,3221,0.9741,0.9710
50238-3,Hs 578T,10051-104-1,Lapatinib,1.11,uM,LJP6,3,M21,72,hr,929,3163,3243,0.9752,0.9723
50238-3,Hs 578T,10051-104-1,Lapatinib,3.33,uM,LJP6,1,M20,72,hr,929,3192,3185,1.0021,1.0024
50238-3,Hs 578T,10051-104-1,Lapatinib,3.33,uM,LJP6,2,M20,72,hr,929,3271,3221,1.0154,1.0171
50238-3,Hs 578T,10051-104-1,Lapatinib,3.33,uM,LJP6,3,M20,72,hr,929,3323,3243,1.0245,1.0270
50238-3,Hs 578T,10051-104-1,Lapatinib,10,uM,LJP6,1,M19,72,hr,929,2433,3185,0.7638,0.7187
50238-3,Hs 578T,10051-104-1,Lapatinib,10,uM,LJP6,2,M19,72,hr,929,2699,3221,0.8378,0.8121
50238-3,Hs 578T,10051-104-1,Lapatinib,10,uM,LJP6,3,M19,72,hr,929,2355,3243,0.7261,0.6747
50238-3,Hs 578T,10052-101-1,Sirolimus,0.04,uM,LJP6,1,L18,72,hr,929,2061,3185,0.6471,0.5655
50238-3,Hs 578T,10052-101-1,Sirolimus,0.04,uM,LJP6,2,L18,72,hr,929,2296,3221,0.7127,0.6559
50238-3,Hs 578T,10052-101-1,Sirolimus,0.04,uM,LJP6,3,L18,72,hr,929,2329,3243,0.7181,0.6644
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,1,L17,72,hr,929,1977,3185,0.6207,0.5293
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,2,L17,72,hr,929,2358,3221,0.7320,0.6807
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,3,L17,72,hr,929,2332,3243,0.7190,0.6656
50238-3,Hs 578T,10052-101-1,Sirolimus,0.37,uM,LJP6,1,L16,72,hr,929,1999,3185,0.6276,0.5388
50238-3,Hs 578T,10052-101-1,Sirolimus,0.37,uM,LJP6,2,L16,72,hr,929,2288,3221,0.7102,0.6527
50238-3,Hs 578T,10052-101-1,Sirolimus,0.37,uM,LJP6,3,L16,72,hr,929,2251,3243,0.6940,0.6333
50238-3,Hs 578T,10052-101-1,Sirolimus,1.11,uM,LJP6,1,L15,72,hr,929,2158,3185,0.6775,0.6065
50238-3,Hs 578T,10052-101-1,Sirolimus,1.11,uM,LJP6,2,L15,72,hr,929,2301,3221,0.7143,0.6579
50238-3,Hs 578T,10052-101-1,Sirolimus,1.11,uM,LJP6,3,L15,72,hr,929,2436,3243,0.7510,0.7064
50238-3,Hs 578T,10052-101-1,Sirolimus,3.33,uM,LJP6,1,L14,72,hr,929,2242,3185,0.7039,0.6414
50238-3,Hs 578T,10052-101-1,Sirolimus,3.33,uM,LJP6,2,L14,72,hr,929,2276,3221,0.7065,0.6478
50238-3,Hs 578T,10052-101-1,Sirolimus,3.33,uM,LJP6,3,L14,72,hr,929,2217,3243,0.6835,0.6196
50238-3,Hs 578T,10052-101-1,Sirolimus,10,uM,LJP6,1,L13,72,hr,929,2266,3185,0.7114,0.6513
50238-3,Hs 578T,10052-101-1,Sirolimus,10,uM,LJP6,2,L13,72,hr,929,2243,3221,0.6963,0.6345
50238-3,Hs 578T,10052-101-1,Sirolimus,10,uM,LJP6,3,L13,72,hr,929,2320,3243,0.7153,0.6609
50238-3,Hs 578T,10053-101-1,ZSTK474,0.04,uM,LJP6,1,M18,72,hr,929,2664,3185,0.8364,0.8087
50238-3,Hs 578T,10053-101-1,ZSTK474,0.04,uM,LJP6,2,M18,72,hr,929,2627,3221,0.8155,0.7850
50238-3,Hs 578T,10053-101-1,ZSTK474,0.04,uM,LJP6,3,M18,72,hr,929,2688,3243,0.8287,0.8022
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,1,M17,72,hr,929,2230,3185,0.7001,0.6365
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,2,M17,72,hr,929,2237,3221,0.6944,0.6320
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,3,M17,72,hr,929,2318,3243,0.7147,0.6601
50238-3,Hs 578T,10053-101-1,ZSTK474,0.37,uM,LJP6,1,M16,72,hr,929,1766,3185,0.5544,0.4352
50238-3,Hs 578T,10053-101-1,ZSTK474,0.37,uM,LJP6,2,M16,72,hr,929,1874,3221,0.5817,0.4786
50238-3,Hs 578T,10053-101-1,ZSTK474,0.37,uM,LJP6,3,M16,72,hr,929,1856,3243,0.5722,0.4676
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,1,M15,72,hr,929,1588,3185,0.4986,0.3519
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,2,M15,72,hr,929,1532,3221,0.4756,0.3215
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,3,M15,72,hr,929,1606,3243,0.4951,0.3544
50238-3,Hs 578T,10053-101-1,ZSTK474,3.33,uM,LJP6,1,M14,72,hr,929,1409,3185,0.4424,0.2639
50238-3,Hs 578T,10053-101-1,ZSTK474,3.33,uM,LJP6,2,M14,72,hr,929,1521,3221,0.4722,0.3162
50238-3,Hs 578T,10053-101-1,ZSTK474,3.33,uM,LJP6,3,M14,72,hr,929,1442,3243,0.4446,0.2759
50238-3,Hs 578T,10053-101-1,ZSTK474,10,uM,LJP6,1,M13,72,hr,929,1293,3185,0.4059,0.2043
50238-3,Hs 578T,10053-101-1,ZSTK474,10,uM,LJP6,2,M13,72,hr,929,1315,3221,0.4082,0.2136
50238-3,Hs 578T,10053-101-1,ZSTK474,10,uM,LJP6,3,M13,72,hr,929,1160,3243,0.3576,0.1309
50238-3,Hs 578T,10055-101-1,BX-912,0.04,uM,LJP5,1,L24,72,hr,929,3119,3194,0.9764,0.9733
50238-3,Hs 578T,10055-101-1,BX-912,0.04,uM,LJP5,2,L24,72,hr,929,3111,3253,0.9561,0.9509
50238-3,Hs 578T,10055-101-1,BX-912,0.04,uM,LJP5,3,L24,72,hr,929,3219,3263,0.9863,0.9848
50238-3,Hs 578T,10055-101-1,BX-912,0.12,uM,LJP5,1,L23,72,hr,929,3078,3194,0.9635,0.9587
50238-3,Hs 578T,10055-101-1,BX-912,0.12,uM,LJP5,2,L23,72,hr,929,3010,3253,0.9250,0.9156
50238-3,Hs 578T,10055-101-1,BX-912,0.12,uM,LJP5,3,L23,72,hr,929,3055,3263,0.9361,0.9284
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,1,L22,72,hr,929,2838,3194,0.8884,0.8715
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,2,L22,72,hr,929,2788,3253,0.8568,0.8362
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,3,L22,72,hr,929,2788,3263,0.8542,0.8335
50238-3,Hs 578T,10055-101-1,BX-912,1.11,uM,LJP5,1,L21,72,hr,929,1592,3194,0.4984,0.3528
50238-3,Hs 578T,10055-101-1,BX-912,1.11,uM,LJP5,2,L21,72,hr,929,1734,3253,0.5329,0.4120
50238-3,Hs 578T,10055-101-1,BX-912,1.11,uM,LJP5,3,L21,72,hr,929,1798,3263,0.5509,0.4394
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,1,L20,72,hr,929,1364,3194,0.4270,0.2404
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,2,L20,72,hr,929,1350,3253,0.4149,0.2295
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,3,L20,72,hr,929,1331,3263,0.4078,0.2193
50238-3,Hs 578T,10055-101-1,BX-912,10,uM,LJP5,1,L19,72,hr,929,927,3194,0.2902,-0.0014
50238-3,Hs 578T,10055-101-1,BX-912,10,uM,LJP5,2,L19,72,hr,929,965,3253,0.2966,0.0211
50238-3,Hs 578T,10055-101-1,BX-912,10,uM,LJP5,3,L19,72,hr,929,912,3263,0.2794,-0.0103
50238-3,Hs 578T,10056-101-1,Selumetinib,0.04,uM,LJP6,1,M12,72,hr,929,1994,3185,0.6260,0.5367
50238-3,Hs 578T,10056-101-1,Selumetinib,0.04,uM,LJP6,2,M12,72,hr,929,2080,3221,0.6457,0.5671
50238-3,Hs 578T,10056-101-1,Selumetinib,0.04,uM,LJP6,3,M12,72,hr,929,1980,3243,0.6105,0.5212
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,1,M11,72,hr,929,1762,3185,0.5532,0.4333
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,2,M11,72,hr,929,1847,3221,0.5734,0.4667
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,3,M11,72,hr,929,1779,3243,0.5485,0.4335
50238-3,Hs 578T,10056-101-1,Selumetinib,0.37,uM,LJP6,1,M10,72,hr,929,1670,3185,0.5243,0.3907
50238-3,Hs 578T,10056-101-1,Selumetinib,0.37,uM,LJP6,2,M10,72,hr,929,1837,3221,0.5702,0.4623
50238-3,Hs 578T,10056-101-1,Selumetinib,0.37,uM,LJP6,3,M10,72,hr,929,1737,3243,0.5355,0.4146
50238-3,Hs 578T,10056-101-1,Selumetinib,1.11,uM,LJP6,1,M09,72,hr,929,1737,3185,0.5453,0.4219
50238-3,Hs 578T,10056-101-1,Selumetinib,1.11,uM,LJP6,2,M09,72,hr,929,1679,3221,0.5212,0.3907
50238-3,Hs 578T,10056-101-1,Selumetinib,1.11,uM,LJP6,3,M09,72,hr,929,1705,3243,0.5257,0.4001
50238-3,Hs 578T,10056-101-1,Selumetinib,3.33,uM,LJP6,1,M08,72,hr,929,1615,3185,0.5070,0.3648
50238-3,Hs 578T,10056-101-1,Selumetinib,3.33,uM,LJP6,2,M08,72,hr,929,1737,3221,0.5392,0.4173
50238-3,Hs 578T,10056-101-1,Selumetinib,3.33,uM,LJP6,3,M08,72,hr,929,1601,3243,0.4936,0.3521
50238-3,Hs 578T,10056-101-1,Selumetinib,10,uM,LJP6,1,M07,72,hr,929,1437,3185,0.4512,0.2780
50238-3,Hs 578T,10056-101-1,Selumetinib,10,uM,LJP6,2,M07,72,hr,929,1561,3221,0.4846,0.3354
50238-3,Hs 578T,10056-101-1,Selumetinib,10,uM,LJP6,3,M07,72,hr,929,1505,3243,0.4640,0.3065
50238-3,Hs 578T,10057-102-1,MK2206,0.04,uM,LJP6,1,F06,72,hr,929,2903,3185,0.9114,0.8983
50238-3,Hs 578T,10057-102-1,MK2206,0.04,uM,LJP6,2,F06,72,hr,929,2893,3221,0.8981,0.8836
50238-3,Hs 578T,10057-102-1,MK2206,0.04,uM,LJP6,3,F06,72,hr,929,2985,3243,0.9203,0.9100
50238-3,Hs 578T,10057-102-1,MK2206,0.12,uM,LJP6,1,F05,72,hr,929,2566,3185,0.8056,0.7710
50238-3,Hs 578T,10057-102-1,MK2206,0.12,uM,LJP6,2,F05,72,hr,929,2611,3221,0.8105,0.7789
50238-3,Hs 578T,10057-102-1,MK2206,0.12,uM,LJP6,3,F05,72,hr,929,2748,3243,0.8472,0.8244
50238-3,Hs 578T,10057-102-1,MK2206,0.37,uM,LJP6,1,F04,72,hr,929,1626,3185,0.5105,0.3700
50238-3,Hs 578T,10057-102-1,MK2206,0.37,uM,LJP6,2,F04,72,hr,929,1841,3221,0.5715,0.4640
50238-3,Hs 578T,10057-102-1,MK2206,0.37,uM,LJP6,3,F04,72,hr,929,1762,3243,0.5432,0.4259
50238-3,Hs 578T,10057-102-1,MK2206,1.11,uM,LJP6,1,F03,72,hr,929,2159,3185,0.6778,0.6070
50238-3,Hs 578T,10057-102-1,MK2206,1.11,uM,LJP6,2,F03,72,hr,929,2100,3221,0.6519,0.5755
50238-3,Hs 578T,10057-102-1,MK2206,1.11,uM,LJP6,3,F03,72,hr,929,2267,3243,0.6989,0.6397
50238-3,Hs 578T,10057-102-1,MK2206,3.33,uM,LJP6,1,F02,72,hr,929,2068,3185,0.6493,0.5685
50238-3,Hs 578T,10057-102-1,MK2206,3.33,uM,LJP6,2,F02,72,hr,929,2135,3221,0.6628,0.5901
50238-3,Hs 578T,10057-102-1,MK2206,3.33,uM,LJP6,3,F02,72,hr,929,2269,3243,0.6996,0.6405
50238-3,Hs 578T,10057-102-1,MK2206,10,uM,LJP6,1,F01,72,hr,929,1676,3185,0.5262,0.3936
50238-3,Hs 578T,10057-102-1,MK2206,10,uM,LJP6,2,F01,72,hr,929,1949,3221,0.6050,0.5113
50238-3,Hs 578T,10057-102-1,MK2206,10,uM,LJP6,3,F01,72,hr,929,2004,3243,0.6179,0.5314
50238-3,Hs 578T,10059-101-1,AZD-6482,0.04,uM,LJP5,1,I06,72,hr,929,2974,3194,0.9310,0.9213
50238-3,Hs 578T,10059-101-1,AZD-6482,0.04,uM,LJP5,2,I06,72,hr,929,3199,3253,0.9831,0.9813
50238-3,Hs 578T,10059-101-1,AZD-6482,0.04,uM,LJP5,3,I06,72,hr,929,3019,3263,0.9250,0.9158
50238-3,Hs 578T,10059-101-1,AZD-6482,0.12,uM,LJP5,1,I05,72,hr,929,2793,3194,0.8743,0.8548
50238-3,Hs 578T,10059-101-1,AZD-6482,0.12,uM,LJP5,2,I05,72,hr,929,2929,3253,0.9001,0.8870
50238-3,Hs 578T,10059-101-1,AZD-6482,0.12,uM,LJP5,3,I05,72,hr,929,3028,3263,0.9278,0.9190
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,1,I04,72,hr,929,2767,3194,0.8662,0.8450
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,2,I04,72,hr,929,2876,3253,0.8839,0.8680
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,3,I04,72,hr,929,2711,3263,0.8307,0.8054
50238-3,Hs 578T,10059-101-1,AZD-6482,1.11,uM,LJP5,1,I03,72,hr,929,2522,3194,0.7895,0.7515
50238-3,Hs 578T,10059-101-1,AZD-6482,1.11,uM,LJP5,2,I03,72,hr,929,2679,3253,0.8233,0.7961
50238-3,Hs 578T,10059-101-1,AZD-6482,1.11,uM,LJP5,3,I03,72,hr,929,2486,3263,0.7617,0.7211
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,1,I02,72,hr,929,2271,3194,0.7109,0.6514
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,2,I02,72,hr,929,2288,3253,0.7032,0.6460
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,3,I02,72,hr,929,2243,3263,0.6873,0.6261
50238-3,Hs 578T,10059-101-1,AZD-6482,10,uM,LJP5,1,I01,72,hr,929,1610,3194,0.5040,0.3614
50238-3,Hs 578T,10059-101-1,AZD-6482,10,uM,LJP5,2,I01,72,hr,929,1607,3253,0.4939,0.3539
50238-3,Hs 578T,10059-101-1,AZD-6482,10,uM,LJP5,3,I01,72,hr,929,1487,3263,0.4556,0.2962
50238-3,Hs 578T,10061-101-1,NU7441,0.04,uM,LJP5,1,C12,72,hr,929,3242,3194,1.0149,1.0166
50238-3,Hs 578T,10061-101-1,NU7441,0.04,uM,LJP5,2,C12,72,hr,929,3188,3253,0.9797,0.9775
50238-3,Hs 578T,10061-101-1,NU7441,0.04,uM,LJP5,3,C12,72,hr,929,3151,3263,0.9655,0.9616
50238-3,Hs 578T,10061-101-1,NU7441,0.12,uM,LJP5,1,C11,72,hr,929,3052,3194,0.9554,0.9494
50238-3,Hs 578T,10061-101-1,NU7441,0.12,uM,LJP5,2,C11,72,hr,929,3112,3253,0.9564,0.9513
50238-3,Hs 578T,10061-101-1,NU7441,0.12,uM,LJP5,3,C11,72,hr,929,3053,3263,0.9354,0.9277
50238-3,Hs 578T,10061-101-1,NU7441,0.37,uM,LJP5,1,C10,72,hr,929,2958,3194,0.9260,0.9155
50238-3,Hs 578T,10061-101-1,NU7441,0.37,uM,LJP5,2,C10,72,hr,929,2952,3253,0.9072,0.8951
50238-3,Hs 578T,10061-101-1,NU7441,0.37,uM,LJP5,3,C10,72,hr,929,2968,3263,0.9094,0.8979
50238-3,Hs 578T,10061-101-1,NU7441,1.11,uM,LJP5,1,C09,72,hr,929,2637,3194,0.8255,0.7959
