Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,88.39,11.8,0.0944
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,14.50,11.8,0.6824
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,16.47,11.8,0.7832
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,18.43,11.8,0.9177
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,20.40,11.8,1.0108
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,22.37,11.8,1.0317
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,24.34,11.8,1.1375
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,26.31,11.8,1.1234
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,28.28,11.8,1.0923
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,30.24,11.8,0.9918
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,32.22,11.8,0.9478
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,34.19,11.8,0.9813
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,36.16,11.8,0.9375
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,38.13,11.8,0.9843
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,40.10,11.8,0.9958
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,42.07,11.8,1.0091
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,44.04,11.8,1.0471
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,46.00,11.8,1.0005
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,47.98,11.8,1.1556
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,49.95,11.8,1.2892
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,51.92,11.8,1.2805
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,53.89,11.8,1.2894
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,56.36,12.8,1.3740
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,58.33,12.8,1.7450
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,60.30,12.8,1.6527
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,62.27,12.8,1.9018
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,64.24,12.8,2.1086
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,66.21,12.8,2.0433
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,68.68,11.8,0.8296
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,70.65,11.8,0.6312
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,72.62,11.8,0.4160
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,74.59,11.8,0.0713
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,76.56,11.8,-0.0559
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,78.53,11.8,-0.1746
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,80.50,11.8,-0.0308
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,82.47,11.8,-0.3105
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,84.44,11.8,-0.3826
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,86.41,11.8,-0.2765
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,88.39,11.8,-0.1767
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,14.50,11.8,0.7478
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,16.47,11.8,0.7255
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,18.43,11.8,0.7588
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,20.40,11.8,0.7646
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,22.37,11.8,0.7605
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,24.34,11.8,0.7638
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,26.31,11.8,0.7596
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,28.28,11.8,0.7325
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,30.24,11.8,0.7262
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,32.22,11.8,0.7637
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,34.19,11.8,0.8219
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,36.16,11.8,0.8225
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,38.13,11.8,0.8352
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,40.10,11.8,0.8985
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,42.07,11.8,0.9029
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,44.04,11.8,0.9523
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,46.00,11.8,1.0320
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,47.98,11.8,1.2402
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,49.95,11.8,1.4296
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,51.92,11.8,1.6079
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,53.89,11.8,1.7348
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,56.36,12.8,2.3487
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,58.33,12.8,2.8552
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,60.30,12.8,3.0994
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,62.27,12.8,3.8429
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,64.24,12.8,3.9537
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,66.21,12.8,3.8685
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,68.68,11.8,2.5745
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,70.65,11.8,1.5738
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,72.62,11.8,0.8387
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,74.59,11.8,0.4306
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,76.56,11.8,0.3046
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,78.53,11.8,0.2936
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,80.50,11.8,0.0470
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,82.47,11.8,0.1314
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,84.44,11.8,0.2170
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,86.41,11.8,0.3284
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,88.39,11.8,0.4693
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,14.50,11.8,0.6237
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,16.47,11.8,0.6067
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,18.43,11.8,0.5893
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,20.40,11.8,0.6217
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,22.37,11.8,0.6570
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,24.34,11.8,0.6953
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,26.31,11.8,0.7233
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,28.28,11.8,0.7961
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,30.24,11.8,0.8926
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,32.22,11.8,0.9119
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,34.19,11.8,0.9453
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,36.16,11.8,0.9287
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,38.13,11.8,0.9265
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,40.10,11.8,0.8780
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,42.07,11.8,0.8769
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,44.04,11.8,0.9785
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,46.00,11.8,0.9959
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,47.98,11.8,1.1940
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,49.95,11.8,1.3530
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,51.92,11.8,1.5162
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,53.89,11.8,1.5680
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,56.36,12.8,1.5411
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,58.33,12.8,1.6540
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,60.30,12.8,1.6755
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,62.27,12.8,2.0311
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,64.24,12.8,2.4539
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,66.21,12.8,2.7974
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,68.68,11.8,2.2067
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,70.65,11.8,2.7596
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,72.62,11.8,2.5775
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,74.59,11.8,2.3667
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,76.56,11.8,2.7061
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,78.53,11.8,2.7885
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,80.50,11.8,4.6855
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,82.47,11.8,4.3632
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,84.44,11.8,6.0601
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,86.41,11.8,5.2430
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,88.39,11.8,5.4612
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,11.8,0.9142
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.47,11.8,0.7710
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.43,11.8,0.6955
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,20.40,11.8,0.6523
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,22.37,11.8,0.6277
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,24.34,11.8,0.5986
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,26.31,11.8,0.6069
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,28.28,11.8,0.5729
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.24,11.8,0.5895
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.22,11.8,0.6193
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.19,11.8,0.6682
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.16,11.8,0.7081
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,38.13,11.8,0.7322
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,40.10,11.8,0.7745
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,42.07,11.8,0.7930
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,44.04,11.8,0.9156
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,46.00,11.8,0.9392
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,47.98,11.8,1.2573
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,49.95,11.8,1.5342
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,51.92,11.8,1.8949
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,53.89,11.8,1.9057
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,56.36,12.8,2.1988
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,58.33,12.8,2.4770
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,60.30,12.8,1.9093
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,62.27,12.8,2.2520
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,64.24,12.8,1.6058
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,66.21,12.8,1.9755
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,68.68,11.8,1.0455
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,70.65,11.8,0.6812
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,72.62,11.8,0.3963
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,74.59,11.8,-0.0584
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,76.56,11.8,-0.1459
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,78.53,11.8,-0.5169
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,80.50,11.8,-0.5989
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,82.47,11.8,-0.6456
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,84.44,11.8,-0.5968
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,86.41,11.8,-0.5443
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,88.39,11.8,-0.4203
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,14.50,11.8,0.8221
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,16.47,11.8,0.8035
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,18.43,11.8,0.8328
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,20.40,11.8,0.8293
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,22.37,11.8,0.8432
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,24.34,11.8,0.8535
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,26.31,11.8,0.8724
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,28.28,11.8,0.8504
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,30.24,11.8,0.8290
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,32.22,11.8,0.8752
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,34.19,11.8,0.8628
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,36.16,11.8,0.8405
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,38.13,11.8,0.8762
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,40.10,11.8,0.9627
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,42.07,11.8,0.9668
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,44.04,11.8,0.9745
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,46.00,11.8,1.0686
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,47.98,11.8,1.1733
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,49.95,11.8,1.3099
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,51.92,11.8,1.4247
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,53.89,11.8,1.5300
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,56.36,12.8,1.7474
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,58.33,12.8,1.7233
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,60.30,12.8,1.6204
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,62.27,12.8,1.4833
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,64.24,12.8,1.2961
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,66.21,12.8,1.3477
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,68.68,11.8,1.2392
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,70.65,11.8,1.4826
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,72.62,11.8,1.3948
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,74.59,11.8,1.4647
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,76.56,11.8,1.3975
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,78.53,11.8,1.4729
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,80.50,11.8,1.6061
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,82.47,11.8,1.4174
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,84.44,11.8,1.8631
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,86.41,11.8,1.9291
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,88.39,11.8,2.3712
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,14.50,11.8,0.7229
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,16.47,11.8,0.6742
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,18.43,11.8,0.7985
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,20.40,11.8,0.6574
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,22.37,11.8,0.6427
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,24.34,11.8,0.6944
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,26.31,11.8,0.7511
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,28.28,11.8,0.8055
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,30.24,11.8,0.8840
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,32.22,11.8,0.9357
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,34.19,11.8,0.9225
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,36.16,11.8,0.8848
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,38.13,11.8,0.9320
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,40.10,11.8,1.0116
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,42.07,11.8,0.9672
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,44.04,11.8,0.9089
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,46.00,11.8,0.9611
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,47.98,11.8,1.1547
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,49.95,11.8,1.1307
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,51.92,11.8,1.2922
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,53.89,11.8,1.4822
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,56.36,12.8,1.8934
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,58.33,12.8,2.1220
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,60.30,12.8,1.8915
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,62.27,12.8,2.3053
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,64.24,12.8,2.4067
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,66.21,12.8,2.9834
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,68.68,11.8,2.5378
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,70.65,11.8,2.9323
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,72.62,11.8,2.9880
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,74.59,11.8,2.9595
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,76.56,11.8,3.0160
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,78.53,11.8,2.8774
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,80.50,11.8,3.6403
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,82.47,11.8,3.3689
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,84.44,11.8,3.8551
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,86.41,11.8,3.5080
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,88.39,11.8,3.8721
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,14.50,11.8,1.3275
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,16.47,11.8,1.1704
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,18.43,11.8,1.1010
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,20.40,11.8,1.0772
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,22.37,11.8,1.0418
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,24.34,11.8,1.0084
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,26.31,11.8,0.9327
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,28.28,11.8,0.9714
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,30.24,11.8,1.0463
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,32.22,11.8,0.9950
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,34.19,11.8,0.9842
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,36.16,11.8,0.9127
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,38.13,11.8,0.8624
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,40.10,11.8,0.8820
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,42.07,11.8,0.8775
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,44.04,11.8,0.9088
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,46.00,11.8,0.8610
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,47.98,11.8,0.8795
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,49.95,11.8,0.8005
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,51.92,11.8,0.7204
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,53.89,11.8,0.6534
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,56.36,12.8,0.6807
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,58.33,12.8,0.7933
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,60.30,12.8,0.7413
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,62.27,12.8,0.9348
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,64.24,12.8,0.9493
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,66.21,12.8,0.7560
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,68.68,11.8,0.5946
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,70.65,11.8,0.4084
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,72.62,11.8,0.4247
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,74.59,11.8,0.3990
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,76.56,11.8,0.3472
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,78.53,11.8,0.3732
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,80.50,11.8,0.3783
