Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Time Interval (hr),Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,18.43,11.8,0.8875
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,20.40,11.8,0.9720
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,22.37,11.8,0.9851
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,24.34,11.8,1.0916
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,26.31,11.8,1.1572
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,28.28,11.8,1.1923
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,30.24,11.8,1.2977
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,32.22,11.8,1.1506
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,34.19,11.8,1.1752
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,36.16,11.8,1.0252
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,38.13,11.8,0.9359
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,40.10,11.8,0.8870
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,42.07,11.8,0.7689
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,44.04,11.8,0.8668
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,46.00,11.8,0.6985
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,47.98,11.8,0.6771
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,49.95,11.8,0.6423
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,51.92,11.8,0.5553
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,53.89,11.8,0.5400
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,56.36,12.8,0.4536
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,58.33,12.8,0.7396
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,60.30,12.8,0.9312
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,62.27,12.8,1.1981
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,64.24,12.8,1.6349
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,66.21,12.8,1.9815
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,68.68,11.8,1.9067
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,70.65,11.8,2.5211
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,72.62,11.8,2.6973
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,74.59,11.8,2.5107
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,76.56,11.8,2.5516
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,78.53,11.8,2.7025
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,80.50,11.8,3.3113
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,82.47,11.8,2.8918
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,84.44,11.8,3.1675
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,86.41,11.8,2.9441
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,88.39,11.8,3.7340
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,14.50,11.8,1.5425
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,16.47,11.8,1.2926
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,18.43,11.8,1.1287
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,20.40,11.8,0.9900
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,22.37,11.8,0.9460
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,24.34,11.8,0.7745
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,26.31,11.8,0.7495
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,28.28,11.8,0.7218
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,30.24,11.8,0.7286
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,32.22,11.8,0.7530
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,34.19,11.8,0.7930
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,36.16,11.8,0.7879
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,38.13,11.8,0.8060
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,40.10,11.8,0.8907
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,42.07,11.8,0.9208
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,44.04,11.8,0.9316
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,46.00,11.8,0.9202
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,47.98,11.8,1.0857
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,49.95,11.8,1.2110
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,51.92,11.8,1.2929
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,53.89,11.8,1.4248
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,56.36,12.8,1.7072
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,58.33,12.8,1.6862
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,60.30,12.8,1.4246
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,62.27,12.8,1.3229
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,64.24,12.8,1.1436
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,66.21,12.8,1.0329
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,68.68,11.8,1.0814
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,70.65,11.8,1.2486
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,72.62,11.8,1.3012
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,74.59,11.8,1.0565
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,76.56,11.8,1.3985
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,78.53,11.8,1.6750
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,80.50,11.8,1.2723
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,82.47,11.8,1.0673
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,84.44,11.8,1.2843
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,86.41,11.8,1.4047
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,88.39,11.8,0.7349
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,14.50,11.8,0.8235
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,16.47,11.8,0.8642
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,18.43,11.8,0.8389
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,20.40,11.8,0.8777
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,22.37,11.8,0.8761
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,24.34,11.8,0.8950
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,26.31,11.8,0.9011
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,28.28,11.8,0.7831
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,30.24,11.8,0.8079
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,32.22,11.8,0.7724
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,34.19,11.8,0.7554
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,36.16,11.8,0.7525
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,38.13,11.8,0.7409
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,40.10,11.8,0.7610
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,42.07,11.8,0.7879
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,44.04,11.8,0.6948
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,46.00,11.8,0.7187
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,47.98,11.8,0.6881
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,49.95,11.8,0.7001
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,51.92,11.8,0.8139
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,53.89,11.8,0.8736
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,56.36,12.8,1.2610
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,58.33,12.8,1.3592
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,60.30,12.8,1.6393
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,62.27,12.8,2.0256
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,64.24,12.8,2.3341
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,66.21,12.8,2.5691
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,68.68,11.8,2.3759
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,70.65,11.8,2.8945
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,72.62,11.8,2.9876
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,74.59,11.8,2.7998
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,76.56,11.8,2.9027
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,78.53,11.8,3.2539
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,80.50,11.8,3.7164
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,82.47,11.8,3.6237
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,84.44,11.8,4.3346
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,86.41,11.8,3.8491
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,88.39,11.8,4.8428
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,14.50,11.8,1.2943
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,16.47,11.8,1.1700
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,18.43,11.8,1.0082
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,20.40,11.8,0.9411
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,22.37,11.8,0.8881
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,24.34,11.8,0.8387
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,26.31,11.8,0.7644
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,28.28,11.8,0.7318
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,30.24,11.8,0.8346
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,32.22,11.8,0.8645
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,34.19,11.8,0.8504
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,36.16,11.8,0.7809
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,38.13,11.8,0.7465
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,40.10,11.8,0.8206
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,42.07,11.8,0.7235
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,44.04,11.8,0.6707
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,46.00,11.8,0.6069
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,47.98,11.8,0.6621
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,49.95,11.8,0.5793
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,51.92,11.8,0.4745
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,53.89,11.8,0.4163
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,56.36,12.8,0.4492
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,58.33,12.8,0.5059
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,60.30,12.8,0.4325
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,62.27,12.8,0.8110
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,64.24,12.8,0.9067
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,66.21,12.8,1.0843
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,68.68,11.8,1.1446
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,70.65,11.8,1.5737
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,72.62,11.8,1.5490
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,74.59,11.8,1.6287
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,76.56,11.8,1.8679
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,78.53,11.8,2.4451
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,80.50,11.8,2.8533
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,82.47,11.8,2.8205
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,84.44,11.8,3.3185
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,86.41,11.8,3.5473
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,88.39,11.8,3.6118
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,14.50,11.8,0.8898
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,16.47,11.8,0.8653
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,18.43,11.8,0.7976
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,20.40,11.8,0.7406
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,22.37,11.8,0.7161
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,24.34,11.8,0.6292
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,26.31,11.8,0.5557
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,28.28,11.8,0.4828
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,30.24,11.8,0.4982
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,32.22,11.8,0.5287
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,34.19,11.8,0.5643
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,36.16,11.8,0.5617
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,38.13,11.8,0.5756
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,40.10,11.8,0.6482
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,42.07,11.8,0.6507
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,44.04,11.8,0.6394
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,46.00,11.8,0.6916
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,47.98,11.8,0.7633
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,49.95,11.8,0.8955
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,51.92,11.8,0.8786
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,53.89,11.8,0.8563
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,56.36,12.8,1.1090
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,58.33,12.8,1.2412
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,60.30,12.8,1.3803
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,62.27,12.8,1.5222
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,64.24,12.8,1.5855
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,66.21,12.8,1.9371
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,68.68,11.8,1.5807
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,70.65,11.8,1.6580
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,72.62,11.8,1.9076
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,74.59,11.8,2.0419
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,76.56,11.8,2.4845
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,78.53,11.8,2.6019
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,80.50,11.8,4.2074
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,82.47,11.8,3.9608
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,84.44,11.8,4.1826
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,86.41,11.8,4.3875
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,88.39,11.8,4.2279
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,14.50,11.8,0.8853
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,16.47,11.8,0.9129
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,18.43,11.8,0.9415
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,20.40,11.8,0.9866
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,22.37,11.8,0.9071
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,24.34,11.8,0.8138
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,26.31,11.8,0.6683
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,28.28,11.8,0.5133
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,30.24,11.8,0.4450
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,32.22,11.8,0.3819
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,34.19,11.8,0.4102
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,36.16,11.8,0.4480
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,38.13,11.8,0.4407
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,40.10,11.8,0.4006
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,42.07,11.8,0.3036
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,44.04,11.8,0.2891
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,46.00,11.8,0.1763
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,47.98,11.8,0.1436
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,49.95,11.8,0.0379
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,51.92,11.8,0.0969
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,53.89,11.8,0.1907
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,56.36,12.8,0.1999
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,58.33,12.8,0.3257
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,60.30,12.8,0.4560
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,62.27,12.8,0.9906
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,64.24,12.8,1.4484
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,66.21,12.8,1.9144
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,68.68,11.8,1.8326
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,70.65,11.8,2.3657
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,72.62,11.8,2.3196
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,74.59,11.8,2.4600
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,76.56,11.8,2.4763
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,78.53,11.8,3.0311
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,80.50,11.8,4.6679
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,82.47,11.8,4.6282
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,84.44,11.8,6.8275
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,86.41,11.8,6.8910
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,88.39,11.8,9.8426
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,14.50,11.8,1.1039
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,16.47,11.8,1.1831
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,18.43,11.8,1.1285
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,20.40,11.8,1.1396
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,22.37,11.8,1.0758
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,24.34,11.8,0.8617
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,26.31,11.8,0.6167
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,28.28,11.8,0.4133
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,30.24,11.8,0.3502
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,32.22,11.8,0.2335
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,34.19,11.8,0.2363
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,36.16,11.8,0.2581
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,38.13,11.8,0.2698
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,40.10,11.8,0.2824
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,42.07,11.8,0.2217
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,44.04,11.8,0.2182
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,46.00,11.8,0.0548
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,47.98,11.8,0.0283
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,49.95,11.8,0.0183
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,51.92,11.8,-0.1565
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,53.89,11.8,-0.1129
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,56.36,12.8,-0.0868
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,58.33,12.8,-0.0731
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,60.30,12.8,-0.1718
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,62.27,12.8,-0.2567
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,64.24,12.8,-0.2760
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,66.21,12.8,-0.4659
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,68.68,11.8,-0.5438
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,70.65,11.8,-0.4860
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,72.62,11.8,-0.4601
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,74.59,11.8,-0.4664
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,76.56,11.8,-0.3753
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,78.53,11.8,-0.2681
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,80.50,11.8,-0.1421
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,82.47,11.8,0.1021
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,84.44,11.8,-0.0234
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,86.41,11.8,0.0522
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,88.39,11.8,0.0201
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,14.50,11.8,0.7600
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,16.47,11.8,0.5251
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,18.43,11.8,0.4164
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,20.40,11.8,0.3676
