Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,log10[max. dose (M)],R^2 (goodness of fit),log10[EC50 (M)],log10[IC50 (M)],log10[GI50 (M)],HillSlope,E_inf,E_max,AUC
10250-101-1,Etoposide,50206-1,HCC1395,-3.4776,0.9592,-4.9076,-4.6117,-5.5596,0.5621,0.1566,0.2720,6.7302
10250-101-1,Etoposide,50207-1,HCC1419,-3.4776,0.8040,-4.0378,-3.4776,-4.0615,4.0000,0.7433,0.7448,8.6123
10250-101-1,Etoposide,50208-1,HCC1428,-3.4776,0.9511,-4.2405,-3.9171,-4.5105,1.1975,0.3122,0.3783,7.8407
10250-101-1,Etoposide,50210-1,HCC1569,-3.4776,0.9371,-3.9339,-3.9211,-4.1879,0.6049,0.0000,0.3463,7.4779
10250-101-1,Etoposide,50211-1,HCC1806,-3.4776,0.8961,-5.5486,-5.4980,-5.6338,2.4720,0.1129,0.1185,5.9521
10250-101-1,Etoposide,50212-1,HCC1937,-3.4776,0.9743,-5.2096,-5.0456,-5.3767,1.0925,0.1688,0.1793,6.6741
10250-101-1,Etoposide,50213-1,HCC1954,-3.4776,0.9477,-5.7446,-5.7342,-6.1019,0.7475,0.0099,0.0325,5.1728
10250-101-1,Etoposide,50214-1,HCC202,-3.4776,0.8996,-5.4976,-4.9024,-6.0146,1.1340,0.3943,0.3974,7.0279
10250-101-1,Etoposide,50216-1,HCC38,-3.4776,0.9946,-6.3751,-6.3508,-6.5517,1.4425,0.0394,0.0396,4.5558
10250-101-1,Etoposide,50219-1,HCC70,-3.4776,0.9232,-4.5496,-4.5492,-5.3123,0.8621,0.0000,0.1065,6.5664
10250-101-1,Etoposide,50238-1,Hs 578T,-3.4776,0.8892,-5.2076,-5.2046,-5.2648,2.5125,0.0095,0.0096,7.0292
10250-101-1,Etoposide,50324-1,MB 157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10250-101-1,Etoposide,50327-1,MDA-MB-134-VI,-3.4776,0.9497,-4.8486,-4.0551,-5.6362,0.5406,0.3137,0.4192,7.2305
10250-101-1,Etoposide,50328-1,MDA-MB-157,-3.4776,0.9397,-5.2866,-5.2864,-6.0724,0.5334,0.0000,0.0978,5.7275
10250-101-1,Etoposide,50329-1,MDA-MB-175-VII,-3.4776,0.8153,-4.4210,-3.4776,-4.1525,0.7104,0.6756,0.7327,8.4739
10250-101-1,Etoposide,50331-1,MDA-MB-361,-3.4776,0.9650,-4.6326,-4.4807,-4.8662,1.9500,0.2340,0.2404,7.3917
10250-101-1,Etoposide,50333-1,MDA-MB-436,-3.4776,0.9654,-5.8966,-5.5006,-5.9347,0.8570,0.2711,0.2772,6.1782
10250-101-1,Etoposide,50334-1,MDA-MB-453,-3.4776,0.9304,-4.9746,-4.6718,-5.3821,0.5025,0.1488,0.2852,6.4842
10250-101-1,Etoposide,50335-1,MDA-MB-468,-3.4776,0.9768,-5.6971,-5.6789,-5.8319,1.4460,0.0292,0.0300,5.4062
10250-101-1,Etoposide,50541-1,T47D,-3.4776,0.9735,-5.8781,-5.5475,-6.0343,1.0353,0.2565,0.2611,6.0001
10250-101-1,Etoposide,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10250-101-1,Etoposide,50557-1,UACC-893,-3.4776,0.9771,-4.2249,-4.1924,-4.4386,2.2390,0.0773,0.0965,7.3527
10250-101-1,Etoposide,50574-1,ZR-75-1,-3.4776,0.9632,-5.1636,-4.6227,-5.6989,0.6001,0.2631,0.3291,6.8258
10250-101-1,Etoposide,50576-1,184B5,-3.4776,0.9633,-4.5678,-4.4273,-5.0951,0.5723,0.0910,0.2747,6.8156
10250-101-1,Etoposide,50578-1,HCC1187,-3.4776,0.9482,-5.6686,-5.6686,-6.2307,0.8275,0.0000,0.0178,5.3989
10250-101-1,Etoposide,50583-1,MCF 10A,-3.4776,0.9356,-5.3466,-5.3469,-5.4148,0.4964,0.0145,0.1056,5.7838
10250-101-1,Etoposide,50584-1,MCF 10F,-3.4776,0.9115,-6.1406,-5.0331,-6.1903,0.4879,0.3560,0.3868,6.2122
10250-101-1,Etoposide,51081-1,SUM1315MO2,-3.4776,0.9483,-5.6381,-5.3511,-6.5663,0.5097,0.1409,0.2051,5.9895
10250-101-1,Etoposide,51082-1,SUM149PT,-3.4776,0.9480,-5.2386,-5.2383,-5.5955,0.5509,0.0000,0.0968,5.9119
10250-101-1,Etoposide,51083-1,SUM159PT,-3.4776,0.9681,-6.0866,-6.0595,-6.1480,1.0690,0.0326,0.0341,5.0925
10250-101-1,Etoposide,51084-1,SUM185PE,-3.4776,0.8862,-4.7696,-3.5564,-5.2826,0.5540,0.3936,0.4915,7.6197
10250-101-1,Etoposide,51085-1,SUM225CWN,-3.4776,0.8914,-4.9861,-4.6040,-4.9845,3.5845,0.4711,0.4711,7.7229
10250-101-1,Etoposide,51086-1,SUM229PE,-3.4776,0.9864,-5.7671,-5.7172,-6.0821,0.9411,0.0553,0.0659,5.3267
10250-101-1,Etoposide,51087-1,SUM52PE,-3.4776,0.9809,-5.4316,-5.2850,-5.6157,1.3060,0.1785,0.1808,6.2867
10250-101-1,Etoposide,51088-1,184A1,-3.4776,0.9515,-4.5937,-4.5938,-5.0898,0.7937,0.0000,0.1174,6.7842
10250-101-1,Etoposide,51089-1,MCF12A,-3.4776,0.9782,-6.1316,-6.0783,-6.4905,0.4147,0.0249,0.0970,4.7863
10250-101-1,Etoposide,51090-1,MX1,-3.4776,0.9631,-5.3256,-5.3256,-6.3576,0.5445,0.0000,0.0897,5.6932
10250-101-1,Etoposide,51091-1,T47DKBLUC,-3.4776,0.9466,-5.7246,-4.2055,-5.8257,1.1160,0.4899,0.4915,7.2533
10250-101-1,Etoposide,51092-1,600MPE,-3.4776,0.9383,-5.1061,-4.0548,-5.3558,0.9960,0.4402,0.4596,7.2788
10250-101-1,Etoposide,51093-1,HCC2185,-3.4776,0.9059,-3.9244,-3.5334,-5.0698,0.5674,0.1331,0.4882,7.7979
10250-101-1,Etoposide,51094-1,HCC3153,-3.4776,0.9895,-5.2941,-5.2682,-5.6006,1.3885,0.0420,0.0461,5.9853
10250-101-1,Etoposide,51095-1,LY2,-3.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9182
10250-101-1,Etoposide,51096-1,ZR75B,-3.4776,0.9583,-5.6916,-5.2187,-6.0929,0.3813,0.1698,0.2738,5.8559
10251-112-1,Fascaplysin,50029-1,MCF7,-4.4776,0.9785,-6.5106,-6.5102,-6.6917,1.9035,0.0000,0.0002,5.5745
10251-112-1,Fascaplysin,50057-1,SK-BR-3,-4.4776,0.9777,-6.4881,-6.4810,-6.6994,1.1708,0.0110,0.0184,5.5640
10251-112-1,Fascaplysin,50058-1,MDA-MB-231,-4.4776,0.9406,-6.5876,-6.5862,-6.6577,2.9670,0.0058,0.0059,5.6606
10251-112-1,Fascaplysin,50091-1,AU565,-4.4776,0.9859,-6.8296,-6.8296,-6.9778,1.3645,0.0002,0.0009,5.1441
10251-112-1,Fascaplysin,50105-1,BT-20,-4.4776,0.9808,-6.4066,-6.4041,-6.5249,3.5910,0.0068,0.0068,5.8166
10251-112-1,Fascaplysin,50106-1,BT-474,-4.4776,0.9875,-6.4501,-6.4491,-6.6871,2.8135,0.0037,0.0038,5.7197
10251-112-1,Fascaplysin,50107-1,BT-483,-4.4776,0.9919,-7.0166,-7.0138,-7.2225,3.7420,0.0125,0.0125,4.8829
10251-112-1,Fascaplysin,50108-1,BT-549,-4.4776,0.9726,-6.3291,-6.3287,-6.3581,3.2605,0.0013,0.0014,6.1230
10251-112-1,Fascaplysin,50131-1,CAMA-1,-4.4776,0.9888,-6.4531,-6.4524,-6.5899,3.3070,0.0035,0.0035,5.7139
10251-112-1,Fascaplysin,50205-1,HCC1143,-4.4776,0.9804,-6.4486,-6.4482,-6.5516,2.2170,0.0000,0.0000,5.7131
10251-112-1,Fascaplysin,50206-1,HCC1395,-4.4776,0.9894,-6.3281,-6.3267,-6.5158,2.4265,0.0037,0.0037,5.8352
10251-112-1,Fascaplysin,50207-1,HCC1419,-4.4776,0.9860,-6.2211,-6.2182,-6.5757,2.6580,0.0085,0.0087,5.9221
10251-112-1,Fascaplysin,50208-1,HCC1428,-4.4776,0.9933,-7.2466,-7.2446,-7.4391,2.6515,0.0054,0.0054,4.4905
10251-112-1,Fascaplysin,50210-1,HCC1569,-4.4776,0.9831,-6.2996,-6.2991,-6.3953,2.3550,0.0024,0.0024,5.8015
10251-112-1,Fascaplysin,50211-1,HCC1806,-4.4776,0.9717,-6.5146,-6.5131,-6.5995,2.3115,0.0053,0.0053,5.5217
10251-112-1,Fascaplysin,50212-1,HCC1937,-4.4776,0.9884,-6.3396,-6.3380,-6.4588,2.5715,0.0056,0.0057,5.8011
10251-112-1,Fascaplysin,50213-1,HCC1954,-4.4776,0.9839,-6.4836,-6.4839,-6.5772,2.5395,0.0000,0.0000,5.5274
10251-112-1,Fascaplysin,50214-1,HCC202,-4.4776,0.9784,-7.1416,-7.1400,-7.3198,3.9830,0.0068,0.0068,4.8672
10251-112-1,Fascaplysin,50216-1,HCC38,-4.4776,0.9742,-6.4461,-6.4462,-6.5732,2.1780,0.0000,0.0001,5.3893
10251-112-1,Fascaplysin,50219-1,HCC70,-4.4776,0.9766,-6.5836,-6.5841,-6.9057,1.5250,0.0000,0.0006,5.2074
10251-112-1,Fascaplysin,50238-1,Hs 578T,-4.4776,0.8815,-6.1351,-6.1350,-6.1576,3.9980,0.0000,0.0000,6.8170
10251-112-1,Fascaplysin,50324-1,MB 157,-4.4776,0.9257,-6.8596,-6.8594,-6.9090,2.5960,0.0000,0.0000,5.4423
10251-112-1,Fascaplysin,50327-1,MDA-MB-134-VI,-4.4776,0.9267,-6.3986,-6.3988,-6.6442,1.9000,0.0000,0.0002,5.4362
10251-112-1,Fascaplysin,50328-1,MDA-MB-157,-4.4776,0.9457,-6.5211,-6.5212,-6.7578,1.9595,0.0000,0.0001,5.3349
10251-112-1,Fascaplysin,50329-1,MDA-MB-175-VII,-4.4776,0.9647,-6.4386,-6.4390,-6.6543,2.7690,0.0000,0.0000,5.4065
10251-112-1,Fascaplysin,50331-1,MDA-MB-361,-4.4776,0.9925,-7.0436,-7.0411,-7.1518,3.9990,0.0040,0.0040,4.9497
10251-112-1,Fascaplysin,50333-1,MDA-MB-436,-4.4776,0.9447,-6.3926,-6.3844,-6.4753,2.3840,0.0231,0.0231,6.2197
10251-112-1,Fascaplysin,50334-1,MDA-MB-453,-4.4776,0.9766,-6.7916,-6.7919,-7.0851,1.2255,0.0000,0.0015,5.1059
10251-112-1,Fascaplysin,50335-1,MDA-MB-468,-4.4776,0.9901,-6.9081,-6.9059,-6.9905,2.6085,0.0080,0.0080,4.9375
10251-112-1,Fascaplysin,50541-1,T47D,-4.4776,0.9854,-6.2056,-6.2051,-6.3709,2.1810,0.0000,0.0002,6.1009
10251-112-1,Fascaplysin,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10251-112-1,Fascaplysin,50557-1,UACC-893,-4.4776,0.9920,-6.4296,-6.4285,-6.5724,3.9560,0.0046,0.0046,5.6547
10251-112-1,Fascaplysin,50574-1,ZR-75-1,-4.4776,0.9876,-6.3036,-6.3012,-6.4821,2.4065,0.0064,0.0064,5.9147
10251-112-1,Fascaplysin,50576-1,184B5,-4.4776,0.9939,-6.4566,-6.4549,-6.5644,3.4105,0.0058,0.0058,5.6477
10251-112-1,Fascaplysin,50578-1,HCC1187,-4.4776,0.9758,-7.7196,-7.7192,-7.9829,2.0550,0.0021,0.0021,4.1023
10251-112-1,Fascaplysin,50583-1,MCF 10A,-4.4776,0.9668,-6.4206,-6.4210,-6.4700,2.9050,0.0001,0.0002,5.8112
10251-112-1,Fascaplysin,50584-1,MCF 10F,-4.4776,0.9815,-6.3996,-6.3999,-6.5768,2.0720,0.0000,0.0001,5.5879
10251-112-1,Fascaplysin,51081-1,SUM1315MO2,-4.4776,0.9611,-6.1336,-6.1327,-6.3906,2.7410,0.0059,0.0081,6.2950
10251-112-1,Fascaplysin,51082-1,SUM149PT,-4.4776,0.9776,-6.3746,-6.3720,-6.4522,2.5280,0.0082,0.0082,5.8486
10251-112-1,Fascaplysin,51083-1,SUM159PT,-4.4776,0.9625,-6.3636,-6.3633,-6.4005,1.8710,0.0000,0.0003,6.0962
10251-112-1,Fascaplysin,51084-1,SUM185PE,-4.4776,0.9796,-6.8116,-6.8116,-7.2637,1.2950,0.0000,0.0009,5.0270
10251-112-1,Fascaplysin,51085-1,SUM225CWN,-4.4776,0.9848,-6.9386,-6.9375,-7.2700,1.8930,0.0038,0.0048,4.9975
10251-112-1,Fascaplysin,51086-1,SUM229PE,-4.4776,0.9915,-6.3796,-6.3782,-6.4457,3.6370,0.0074,0.0074,5.8936
10251-112-1,Fascaplysin,51087-1,SUM52PE,-4.4776,0.9805,-6.4616,-6.4614,-6.7280,1.5690,0.0000,0.0008,5.4847
10251-112-1,Fascaplysin,51088-1,184A1,-4.4776,0.9829,-6.3051,-6.3045,-6.4382,2.4270,0.0007,0.0007,5.9730
10251-112-1,Fascaplysin,51089-1,MCF12A,-4.4776,0.9884,-6.3991,-6.3982,-6.4850,2.1690,0.0017,0.0024,5.7422
10251-112-1,Fascaplysin,51090-1,MX1,-4.4776,0.9772,-6.4086,-6.4082,-6.5484,3.6930,0.0036,0.0036,5.4928
10251-112-1,Fascaplysin,51091-1,T47DKBLUC,-4.4776,0.9903,-7.1796,-7.1786,-7.3774,2.5360,0.0036,0.0036,4.5486
10251-112-1,Fascaplysin,51092-1,600MPE,-4.4776,0.9843,-6.4026,-6.4010,-6.5333,3.9995,0.0053,0.0053,5.6846
10251-112-1,Fascaplysin,51093-1,HCC2185,-4.4776,0.9710,-6.4916,-6.4913,-6.8490,1.8110,0.0000,0.0002,5.3366
10251-112-1,Fascaplysin,51094-1,HCC3153,-4.4776,0.9915,-6.3846,-6.3845,-6.6083,2.0430,0.0007,0.0010,5.6496
10251-112-1,Fascaplysin,51095-1,LY2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10251-112-1,Fascaplysin,51096-1,ZR75B,-4.4776,0.9810,-6.3476,-6.3463,-6.4454,2.7840,0.0030,0.0030,5.7017
10252-999-1,Gemcitabine,50029-1,MCF7,-3.8416,0.7667,-8.0196,-3.8416,-4.4890,2.3040,0.7316,0.7319,7.3115
10252-999-1,Gemcitabine,50057-1,SK-BR-3,-3.8416,0.9240,-7.9446,-5.8528,-7.9490,3.9990,0.4263,0.4263,5.4749
10252-999-1,Gemcitabine,50058-1,MDA-MB-231,-3.8416,0.9334,-7.9971,-7.1523,-7.5536,1.4703,0.4295,0.4311,5.4652
10252-999-1,Gemcitabine,50091-1,AU565,-3.8416,0.9938,-7.7556,-7.6986,-7.8877,2.5020,0.1406,0.1406,3.7074
10252-999-1,Gemcitabine,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50106-1,BT-474,-3.8416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1726
10252-999-1,Gemcitabine,50107-1,BT-483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50108-1,BT-549,-3.8416,0.9956,-8.0476,-7.9848,-8.0901,1.7390,0.1050,0.1050,3.1948
10252-999-1,Gemcitabine,50131-1,CAMA-1,-3.8416,0.8152,-7.2376,-3.8416,-6.5058,0.5254,0.6609,0.6664,7.2283
10252-999-1,Gemcitabine,50205-1,HCC1143,-3.8416,0.9031,-8.1686,-3.8416,-8.1737,3.9960,0.5155,0.5155,5.9323
10252-999-1,Gemcitabine,50206-1,HCC1395,-3.8416,0.8728,-6.5846,-3.8416,-6.5152,0.6857,0.5879,0.5974,7.2072
10252-999-1,Gemcitabine,50207-1,HCC1419,-3.8416,0.7119,-7.3646,-3.8416,-6.5238,0.8363,0.8120,0.8122,8.1875
10252-999-1,Gemcitabine,50208-1,HCC1428,-3.8416,0.8697,-4.6041,-3.8416,-4.4875,4.0000,0.7348,0.7350,8.5577
10252-999-1,Gemcitabine,50210-1,HCC1569,-3.8416,0.8660,-7.1526,-4.5744,-6.0004,0.4363,0.5148,0.5326,6.4818
10252-999-1,Gemcitabine,50211-1,HCC1806,-3.8416,0.9790,-8.6516,-8.5897,-8.7366,2.1030,0.1252,0.1252,2.5814
10252-999-1,Gemcitabine,50212-1,HCC1937,-3.8416,0.9065,-6.4476,-3.8727,-6.1325,0.3636,0.4421,0.4987,6.6081
10252-999-1,Gemcitabine,50213-1,HCC1954,-3.8416,0.7528,-7.9646,-3.8416,-3.8416,0.8621,0.7267,0.7268,7.2829
10252-999-1,Gemcitabine,50214-1,HCC202,-3.8416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9123
10252-999-1,Gemcitabine,50216-1,HCC38,-3.8416,0.9855,-8.2706,-8.2417,-8.3689,3.4500,0.1041,0.1041,2.7812
10252-999-1,Gemcitabine,50219-1,HCC70,-3.8416,0.7515,-7.1421,-3.8416,-4.5991,1.4350,0.7222,0.7284,7.7175
10252-999-1,Gemcitabine,50238-1,Hs 578T,-3.8416,0.9097,-5.8236,-5.3681,-5.7650,1.3580,0.4570,0.4570,6.8844
10252-999-1,Gemcitabine,50324-1,MB 157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50327-1,MDA-MB-134-VI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50328-1,MDA-MB-157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50329-1,MDA-MB-175-VII,-3.8416,0.7575,-8.2176,-3.8416,-8.1862,2.8520,0.6867,0.6867,6.8317
10252-999-1,Gemcitabine,50331-1,MDA-MB-361,-3.8416,0.9796,-8.0931,-7.5478,-8.2338,1.4830,0.4168,0.4168,5.1734
10252-999-1,Gemcitabine,50333-1,MDA-MB-436,-3.8416,0.9373,-7.4836,-7.2564,-7.5337,3.7820,0.4306,0.4306,5.7065
10252-999-1,Gemcitabine,50334-1,MDA-MB-453,-3.8416,0.9232,-7.9436,-5.8467,-7.9523,2.9725,0.4122,0.4122,5.3277
10252-999-1,Gemcitabine,50335-1,MDA-MB-468,-3.8416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4449
10252-999-1,Gemcitabine,50541-1,T47D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50556-1,UACC-812,-3.8416,0.9444,-7.1636,-7.0124,-7.3309,3.9980,0.3757,0.3757,6.0354
10252-999-1,Gemcitabine,50557-1,UACC-893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50574-1,ZR-75-1,-3.8416,0.9262,-7.6441,-3.8416,-7.4682,2.3580,0.6182,0.6182,6.7463
10252-999-1,Gemcitabine,50576-1,184B5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,50578-1,HCC1187,-3.8416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9252
10252-999-1,Gemcitabine,50583-1,MCF 10A,-3.8416,0.9637,-7.7446,-7.5227,-7.7141,1.0420,0.2014,0.2014,4.2132
10252-999-1,Gemcitabine,50584-1,MCF 10F,-3.8416,0.9817,-7.0696,-6.7141,-7.1662,0.4548,0.1554,0.1832,4.7293
10252-999-1,Gemcitabine,51081-1,SUM1315MO2,-3.8416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2445
10252-999-1,Gemcitabine,51082-1,SUM149PT,-3.8416,0.9195,-7.8406,-7.5714,-7.9561,0.6463,0.1649,0.1671,3.9461
10252-999-1,Gemcitabine,51083-1,SUM159PT,-3.8416,0.9340,-8.0211,-7.9651,-7.9960,3.9985,0.1970,0.1970,3.9495
10252-999-1,Gemcitabine,51084-1,SUM185PE,-3.8416,0.8934,-6.7876,-3.8416,-6.3910,0.6739,0.7119,0.7149,7.6269
10252-999-1,Gemcitabine,51085-1,SUM225CWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,51086-1,SUM229PE,-3.8416,0.8470,-7.1186,-6.2995,-7.0037,1.7650,0.4821,0.4821,6.8269
10252-999-1,Gemcitabine,51087-1,SUM52PE,-3.8416,0.9073,-8.0736,-7.7371,-8.1643,1.2920,0.3163,0.3163,4.6098
10252-999-1,Gemcitabine,51088-1,184A1,-3.8416,0.8958,-4.9646,-4.8599,-6.3316,0.4675,0.0532,0.2709,6.6571
10252-999-1,Gemcitabine,51089-1,MCF12A,-3.8416,0.9832,-7.5536,-7.4446,-7.6193,1.3900,0.1477,0.1477,4.0962
10252-999-1,Gemcitabine,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,51091-1,T47DKBLUC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10252-999-1,Gemcitabine,51092-1,600MPE,-3.8416,0.9498,-7.8236,-3.8416,-7.6369,1.2640,0.5904,0.5904,6.5250
10252-999-1,Gemcitabine,51093-1,HCC2185,-3.8416,0.8499,-7.5826,-3.8416,-7.5856,2.1275,0.7278,0.7278,7.3709
10252-999-1,Gemcitabine,51094-1,HCC3153,-3.8416,0.8777,-7.7166,-3.8416,-7.0757,3.3230,0.6587,0.6587,7.0092
10252-999-1,Gemcitabine,51095-1,LY2,-3.8416,0.9104,-7.8891,-3.8416,-7.6572,3.6505,0.6534,0.6534,6.8318
10252-999-1,Gemcitabine,51096-1,ZR75B,-3.8416,0.7019,-7.6686,-3.8416,-7.4014,3.9460,0.7177,0.7177,7.4982
10255-101-1,GSK1838705A,50029-1,MCF7,-4.1759,0.8977,-5.8759,-5.5369,-6.0785,1.3176,0.2332,0.2512,6.7024
10255-101-1,GSK1838705A,50057-1,SK-BR-3,-4.1759,0.9780,-5.3439,-5.3351,-5.4308,2.6200,0.0259,0.0268,6.8881
10255-101-1,GSK1838705A,50058-1,MDA-MB-231,-4.1759,0.8626,-5.3939,-5.3805,-5.4071,3.9890,0.0575,0.0575,7.2303
10255-101-1,GSK1838705A,50091-1,AU565,-4.1759,0.9774,-5.5579,-5.4900,-5.6148,2.4490,0.0039,0.0045,6.5579
10255-101-1,GSK1838705A,50105-1,BT-20,-4.1759,0.7254,-5.3809,-5.2943,-5.4635,3.9970,0.2736,0.2736,7.8780
10255-101-1,GSK1838705A,50106-1,BT-474,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3415
10255-101-1,GSK1838705A,50107-1,BT-483,-4.1759,0.7767,-5.4409,-5.3967,-5.5872,4.0000,0.1687,0.1687,6.7544
10255-101-1,GSK1838705A,50108-1,BT-549,-4.1759,0.9516,-5.2199,-5.2198,-5.2460,3.2270,0.0000,0.0004,7.3305
10255-101-1,GSK1838705A,50131-1,CAMA-1,-4.1759,0.9785,-5.2734,-5.2637,-5.3798,3.9990,0.0436,0.0436,6.9684
10255-101-1,GSK1838705A,50205-1,HCC1143,-4.1759,0.7093,-5.5659,-5.3897,-5.5152,3.9450,0.3992,0.3992,7.5083
10255-101-1,GSK1838705A,50206-1,HCC1395,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2454
10255-101-1,GSK1838705A,50207-1,HCC1419,-4.1759,0.9770,-4.5964,-4.5964,-4.8530,3.3950,0.0000,0.0360,8.2052
10255-101-1,GSK1838705A,50208-1,HCC1428,-4.1759,0.9400,-5.4499,-5.4502,-5.7088,1.8830,0.0882,0.0882,6.4858
10255-101-1,GSK1838705A,50210-1,HCC1569,-4.1759,0.7123,-5.5339,-4.1759,-4.1759,3.9930,0.7054,0.7054,8.0994
10255-101-1,GSK1838705A,50211-1,HCC1806,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5117
10255-101-1,GSK1838705A,50212-1,HCC1937,-4.1759,0.8073,-5.2979,-5.2364,-5.3389,3.9960,0.2160,0.2160,8.1699
10255-101-1,GSK1838705A,50213-1,HCC1954,-4.1759,0.8775,-4.8884,-4.8884,-5.0550,1.9875,0.0000,0.0364,7.3224
10255-101-1,GSK1838705A,50214-1,HCC202,-4.1759,0.9280,-4.8555,-4.8555,-5.1129,2.8080,0.0000,0.0122,7.6197
10255-101-1,GSK1838705A,50216-1,HCC38,-4.1759,0.9258,-5.0423,-5.0415,-5.1211,2.7700,0.0026,0.0065,7.0266
10255-101-1,GSK1838705A,50219-1,HCC70,-4.1759,0.9405,-5.1779,-5.1734,-5.3484,2.8970,0.0141,0.0154,6.7443
10255-101-1,GSK1838705A,50238-1,Hs 578T,-4.1759,0.7577,-5.0824,-5.0752,-5.1186,3.9910,0.0866,0.0875,8.2059
10255-101-1,GSK1838705A,50324-1,MB 157,-4.1759,0.9174,-5.0031,-5.0030,-5.1017,0.8689,0.0000,0.1605,6.9197
10255-101-1,GSK1838705A,50327-1,MDA-MB-134-VI,-4.1759,0.9460,-4.9248,-4.9248,-5.2286,1.7830,0.0000,0.0445,7.0493
10255-101-1,GSK1838705A,50328-1,MDA-MB-157,-4.1759,0.8740,-4.8082,-4.8081,-5.1173,1.5740,0.0000,0.1329,7.5107
10255-101-1,GSK1838705A,50329-1,MDA-MB-175-VII,-4.1759,0.9697,-5.2699,-5.2661,-5.4282,3.2410,0.0166,0.0181,7.2558
10255-101-1,GSK1838705A,50331-1,MDA-MB-361,-4.1759,0.9461,-4.7118,-4.7118,-4.8827,2.7925,0.0000,0.0312,7.7912
10255-101-1,GSK1838705A,50333-1,MDA-MB-436,-4.1759,0.9183,-5.2789,-5.2763,-5.3773,2.3310,0.0068,0.0095,6.4980
10255-101-1,GSK1838705A,50334-1,MDA-MB-453,-4.1759,0.8830,-5.2994,-5.2354,-5.3617,3.9990,0.1505,0.1505,7.4471
10255-101-1,GSK1838705A,50335-1,MDA-MB-468,-4.1759,0.9230,-5.3839,-5.2809,-5.3703,1.6680,0.0595,0.0636,7.1758
10255-101-1,GSK1838705A,50541-1,T47D,-4.1759,0.9222,-4.7998,-4.7998,-5.0548,1.6920,0.0000,0.0831,7.3917
10255-101-1,GSK1838705A,50556-1,UACC-812,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1410
10255-101-1,GSK1838705A,50557-1,UACC-893,-4.1759,0.8349,-5.4599,-5.3578,-5.5630,4.0000,0.3047,0.3047,7.8857
10255-101-1,GSK1838705A,50574-1,ZR-75-1,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6415
10255-101-1,GSK1838705A,50576-1,184B5,-4.1759,0.9795,-6.1249,-5.9020,-6.3796,0.7167,0.1540,0.1866,6.1329
10255-101-1,GSK1838705A,50578-1,HCC1187,-4.1759,0.9431,-5.4009,-5.4007,-5.6091,1.6210,0.0000,0.0257,6.6319
10255-101-1,GSK1838705A,50583-1,MCF 10A,-4.1759,0.9671,-5.3889,-5.3889,-5.5186,0.9268,0.0208,0.0369,6.6135
10255-101-1,GSK1838705A,50584-1,MCF 10F,-4.1759,0.9102,-6.1259,-6.0139,-6.2804,2.7915,0.2454,0.2465,6.7563
10255-101-1,GSK1838705A,51081-1,SUM1315MO2,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7033
10255-101-1,GSK1838705A,51082-1,SUM149PT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10255-101-1,GSK1838705A,51083-1,SUM159PT,-4.1759,0.8863,-5.5889,-5.5468,-5.5706,3.9810,0.1609,0.1609,7.3297
