Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,58.94,770.25,6709,8444,0.7945,0.8712,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,61.16,770.25,6385,8892,0.7181,0.8208,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,61.16,770.25,7119,8892,0.8006,0.8779,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,63.39,770.25,6644,9326,0.7124,0.8201,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,63.39,770.25,7549,9326,0.8095,0.8859,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,65.61,770.25,6984,9736,0.7173,0.8265,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,65.61,770.25,7855,9736,0.8068,0.8861,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,67.83,770.25,7194,10078,0.7138,0.8263,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,67.83,770.25,8191,10078,0.8127,0.8913,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,70.05,770.25,7631,10413,0.7328,0.8412,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,70.05,770.25,8470,10413,0.8134,0.8930,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,72.27,770.25,7775,10730,0.7245,0.8374,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,72.27,770.25,8966,10730,0.8355,0.9076,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,74.50,770.25,8187,10991,0.7448,0.8521,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,74.50,770.25,9111,10991,0.8289,0.9045,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,76.75,770.25,8445,11262,0.7498,0.8566,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,76.75,770.25,9495,11262,0.8430,0.9137,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,78.98,770.25,8766,11518,0.7611,0.8648,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,78.98,770.25,9788,11518,0.8498,0.9183,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,81.20,770.25,9014,11766,0.7661,0.8690,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,81.20,770.25,10168,11766,0.8642,0.9271,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,83.42,770.25,9248,12031,0.7686,0.8716,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,83.42,770.25,10449,12031,0.8684,0.9301,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,85.64,770.25,9439,12287,0.7682,0.8723,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,85.64,770.25,10693,12287,0.8702,0.9316,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,87.86,770.25,9931,12543,0.7917,0.8873,MN20160304_L02,H12
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,87.86,770.25,11000,12543,0.8770,0.9358,MN20160304_L02,I14
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,3.21,770.25,970,904,1.0723,1.7018,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,3.21,770.25,795,904,0.8788,0.1461,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,5.44,770.25,1027,1012,1.0141,1.0720,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,5.44,770.25,893,1012,0.8818,0.4542,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,7.66,770.25,1110,1090,1.0183,1.0739,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,7.66,770.25,977,1090,0.8963,0.6075,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,10.06,770.25,1239,1218,1.0168,1.0511,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,10.06,770.25,1162,1218,0.9536,0.8615,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,12.28,770.25,1354,1358,0.9970,0.9926,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,12.28,770.25,1276,1358,0.9395,0.8532,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,14.50,770.25,1542,1497,1.0299,1.0624,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,14.50,770.25,1415,1497,0.9451,0.8856,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,16.73,770.25,1638,1664,0.9841,0.9713,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,16.73,770.25,1524,1664,0.9156,0.8475,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,18.95,770.25,1737,1832,0.9479,0.9162,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,18.95,770.25,1657,1832,0.9042,0.8453,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,21.17,770.25,1851,2008,0.9216,0.8854,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,21.17,770.25,1761,2008,0.8768,0.8186,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,23.39,770.25,1976,2244,0.8804,0.8415,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,23.39,770.25,1891,2244,0.8425,0.7898,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,25.62,770.25,2131,2514,0.8474,0.8151,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,25.62,770.25,2057,2514,0.8179,0.7779,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,27.84,770.25,2361,2833,0.8331,0.8149,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,27.84,770.25,2242,2833,0.7911,0.7656,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,30.06,770.25,2579,3106,0.8303,0.8234,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,30.06,770.25,2484,3106,0.7997,0.7897,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,32.28,770.25,2751,3392,0.8108,0.8132,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,32.28,770.25,2645,3392,0.7796,0.7802,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,34.50,770.25,3013,3712,0.8117,0.8243,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,34.50,770.25,2897,3712,0.7804,0.7930,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,36.73,770.25,3263,4086,0.7986,0.8216,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,36.73,770.25,3112,4086,0.7616,0.7861,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,38.95,770.25,3461,4543,0.7617,0.7983,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,38.95,770.25,3170,4543,0.6976,0.7377,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,41.17,770.25,3708,5010,0.7400,0.7891,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,41.17,770.25,3522,5010,0.7029,0.7553,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,43.39,770.25,3984,5404,0.7372,0.7944,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,43.39,770.25,3971,5404,0.7348,0.7923,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,45.61,770.25,4307,5813,0.7409,0.8046,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,45.61,770.25,4244,5813,0.7301,0.7955,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,47.83,770.25,4628,6223,0.7436,0.8128,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,47.83,770.25,4523,6223,0.7268,0.7991,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,50.05,770.25,4911,6629,0.7408,0.8158,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,50.05,770.25,4714,6629,0.7111,0.7920,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,52.27,770.25,5088,7058,0.7208,0.8053,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,52.27,770.25,5075,7058,0.7190,0.8038,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,54.49,770.25,5413,7555,0.7164,0.8075,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,54.49,770.25,5444,7555,0.7205,0.8106,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,56.71,770.25,5605,8001,0.7005,0.7999,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,56.71,770.25,5667,8001,0.7082,0.8058,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,58.94,770.25,5876,8444,0.6959,0.8007,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,58.94,770.25,5993,8444,0.7097,0.8110,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,61.16,770.25,6084,8892,0.6842,0.7961,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,61.16,770.25,6217,8892,0.6992,0.8071,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,63.39,770.25,6338,9326,0.6796,0.7964,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,63.39,770.25,6490,9326,0.6959,0.8083,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,65.61,770.25,6529,9736,0.6706,0.7932,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,65.61,770.25,6716,9736,0.6898,0.8070,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,67.83,770.25,6707,10078,0.6655,0.7921,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,67.83,770.25,6763,10078,0.6710,0.7961,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,70.05,770.25,6908,10413,0.6634,0.7930,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,70.05,770.25,7109,10413,0.6827,0.8068,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,72.27,770.25,7109,10730,0.6625,0.7946,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,72.27,770.25,7204,10730,0.6713,0.8009,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,74.50,770.25,7288,10991,0.6631,0.7968,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,74.50,770.25,7416,10991,0.6747,0.8050,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,76.75,770.25,7446,11262,0.6611,0.7972,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,76.75,770.25,7629,11262,0.6774,0.8085,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,78.98,770.25,7609,11518,0.6606,0.7984,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,78.98,770.25,7817,11518,0.6787,0.8109,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,81.20,770.25,7800,11766,0.6629,0.8015,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,81.20,770.25,7858,11766,0.6678,0.8049,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,83.42,770.25,7935,12031,0.6595,0.8007,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,83.42,770.25,8215,12031,0.6828,0.8165,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,85.64,770.25,8122,12287,0.6610,0.8032,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,85.64,770.25,8486,12287,0.6906,0.8231,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,87.86,770.25,8204,12543,0.6541,0.7998,MN20160304_L02,J07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,87.86,770.25,8634,12543,0.6883,0.8228,MN20160304_L02,M10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,3.21,770.25,846,904,0.9352,0.4983,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,3.21,770.25,896,904,0.9905,0.9191,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,3.21,770.25,755,904,0.8346,-0.0826,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,3.21,770.25,970,904,1.0723,1.7018,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,3.21,770.25,986,904,1.0900,1.8992,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,5.44,770.25,911,1012,0.8995,0.5296,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,5.44,770.25,968,1012,0.9558,0.7837,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,5.44,770.25,813,1012,0.8028,0.1466,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,5.44,770.25,1071,1012,1.0575,1.3043,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,5.44,770.25,1064,1012,1.0506,1.2663,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,7.66,770.25,1014,1090,0.9303,0.7313,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,7.66,770.25,1043,1090,0.9569,0.8315,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,7.66,770.25,888,1090,0.8147,0.3284,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,7.66,770.25,1172,1090,1.0752,1.3116,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,7.66,770.25,1143,1090,1.0486,1.1988,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,10.06,770.25,1101,1218,0.9036,0.7158,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,10.06,770.25,1116,1218,0.9159,0.7513,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,10.06,770.25,967,1218,0.7936,0.4103,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,10.06,770.25,1255,1218,1.0300,1.0912,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,10.06,770.25,1210,1218,0.9930,0.9790,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,12.28,770.25,1195,1358,0.8799,0.7105,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,12.28,770.25,1186,1358,0.8733,0.6947,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,12.28,770.25,1045,1358,0.7694,0.4518,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,12.28,770.25,1336,1358,0.9837,0.9603,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,12.28,770.25,1269,1358,0.9344,0.8408,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,770.25,1303,1497,0.8703,0.7302,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,770.25,1312,1497,0.8763,0.7427,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,770.25,1161,1497,0.7754,0.5340,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,770.25,1462,1497,0.9765,0.9509,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,14.50,770.25,1446,1497,0.9658,0.9287,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.73,770.25,1407,1664,0.8453,0.7194,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.73,770.25,1444,1664,0.8675,0.7600,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.73,770.25,1254,1664,0.7534,0.5502,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.73,770.25,1600,1664,0.9613,0.9302,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,16.73,770.25,1616,1664,0.9709,0.9475,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.95,770.25,1479,1832,0.8071,0.6850,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.95,770.25,1515,1832,0.8267,0.7177,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.95,770.25,1324,1832,0.7225,0.5422,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.95,770.25,1729,1832,0.9435,0.9091,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,18.95,770.25,1663,1832,0.9075,0.8506,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,21.17,770.25,1562,2008,0.7777,0.6675,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,21.17,770.25,1594,2008,0.7937,0.6922,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,21.17,770.25,1410,2008,0.7021,0.5485,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,21.17,770.25,1827,2008,0.9097,0.8677,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,21.17,770.25,1787,2008,0.8898,0.8380,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,23.39,770.25,1693,2244,0.7543,0.6660,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,23.39,770.25,1715,2244,0.7641,0.6800,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,23.39,770.25,1497,2244,0.6670,0.5383,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,23.39,770.25,1938,2244,0.8634,0.8185,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,23.39,770.25,1917,2244,0.8541,0.8057,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,25.62,770.25,1770,2514,0.7038,0.6281,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,25.62,770.25,1816,2514,0.7221,0.6527,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,25.62,770.25,1599,2514,0.6358,0.5340,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,25.62,770.25,2055,2514,0.8171,0.7769,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,25.62,770.25,2009,2514,0.7989,0.7535,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,27.84,770.25,1970,2833,0.6952,0.6482,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,27.84,770.25,1996,2833,0.7043,0.6597,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,27.84,770.25,1782,2833,0.6288,0.5625,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,27.84,770.25,2267,2833,0.8000,0.7761,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,27.84,770.25,2208,2833,0.7792,0.7513,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.06,770.25,2176,3106,0.7006,0.6757,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.06,770.25,2154,3106,0.6935,0.6673,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.06,770.25,1893,3106,0.6094,0.5636,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.06,770.25,2475,3106,0.7968,0.7865,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,30.06,770.25,2373,3106,0.7640,0.7495,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.28,770.25,2369,3392,0.6982,0.6908,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.28,770.25,2363,3392,0.6965,0.6888,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.28,770.25,2049,3392,0.6039,0.5799,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.28,770.25,2680,3392,0.7899,0.7912,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,32.28,770.25,2550,3392,0.7516,0.7500,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.50,770.25,2527,3712,0.6808,0.6882,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.50,770.25,2564,3712,0.6907,0.6990,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.50,770.25,2212,3712,0.5959,0.5920,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.50,770.25,2891,3712,0.7788,0.7914,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,34.50,770.25,2745,3712,0.7395,0.7509,MN20160304_L02,N07
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.73,770.25,2726,4086,0.6671,0.6905,MN20160304_L02,C21
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.73,770.25,2767,4086,0.6772,0.7010,MN20160304_L02,D19
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.73,770.25,2409,4086,0.5896,0.6059,MN20160304_L02,G20
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.73,770.25,3123,4086,0.7643,0.7887,MN20160304_L02,J10
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,36.73,770.25,2934,4086,0.7180,0.7429,MN20160304_L02,N07
