Cell Line HMS LINCS ID,Cell Line Name,Time Point,Time Point Unit,Variable,PC1 Loading,PC2 Loading
50567,WM-115,10,hr,p-p70S6K(T421/S424),1.02830,1.02420
50567,WM-115,10,hr,p-p70S6K(T389),1.75460,1.61480
50567,WM-115,10,hr,p-S6(S235/236),3.14820,-1.06610
50567,WM-115,10,hr,p-AMPK(T172),0.70271,1.29880
50567,WM-115,10,hr,p-JNK(T183/Y185),1.17530,1.72390
50567,WM-115,10,hr,Total c-Jun,-0.96751,-0.38943
50567,WM-115,10,hr,p-cJun(S63),0.13867,2.07720
50567,WM-115,10,hr,p-P38(T180/Y182),0.68764,0.50205
50567,WM-115,10,hr,p-HSP27(S82),-0.65207,0.53060
50567,WM-115,10,hr,p-NFKB(S536),0.49059,1.12930
50567,WM-115,10,hr,Bim,-0.47370,2.53140
50567,WM-115,10,hr,cPARP,0.09861,0.71744
50567,WM-115,10,hr,p-Histone H3(S10),-2.44350,1.83280
50567,WM-115,10,hr,p27 Kip1,0.13269,1.08210
50567,WM-115,24,hr,p-p90RSK(S380),0.04883,0.57155
50567,WM-115,24,hr,p-p90RSK(T573),-0.14672,1.10370
50567,WM-115,24,hr,p-AKT(T308),-1.36980,2.28720
50567,WM-115,24,hr,p-AKT(S473),-1.54260,1.88280
50567,WM-115,24,hr,p-mTOR(S2448),-0.66547,2.25240
50567,WM-115,24,hr,p-p70S6K(T421/S424),-0.99170,0.93362
50567,WM-115,24,hr,p-p70S6K(T389),-1.73140,2.04810
50567,WM-115,24,hr,p-S6(S235/236),5.90130,-1.65730
50567,WM-115,24,hr,p-AMPK(T172),-1.74470,2.79070
50567,WM-115,24,hr,p-JNK(T183/Y185),-0.79316,1.53200
50567,WM-115,24,hr,Total c-Jun,-0.95557,1.08570
50567,WM-115,24,hr,p-cJun(S63),-1.48400,2.83390
50567,WM-115,24,hr,p-P38(T180/Y182),-0.92772,0.90729
50567,WM-115,24,hr,p-HSP27(S82),-0.22363,1.24180
50567,WM-115,24,hr,p-NFKB(S536),-1.29040,1.92940
50567,WM-115,24,hr,Bim,-1.72050,2.57480
50567,WM-115,24,hr,cPARP,0.63083,0.80570
50567,WM-115,24,hr,p-Histone H3(S10),-0.50661,0.96938
50567,WM-115,24,hr,p27 Kip1,-0.96408,1.78910
50567,WM-115,48,hr,p-p90RSK(S380),3.79590,2.02110
50567,WM-115,48,hr,p-p90RSK(T573),3.36150,2.12990
50567,WM-115,48,hr,p-AKT(T308),-1.62190,1.43010
50567,WM-115,48,hr,p-AKT(S473),-0.68218,1.56430
50567,WM-115,48,hr,p-mTOR(S2448),1.06400,3.13860
50567,WM-115,48,hr,p-p70S6K(T421/S424),4.24490,1.86310
50567,WM-115,48,hr,p-p70S6K(T389),2.06620,2.99540
50567,WM-115,48,hr,p-S6(S235/236),6.35250,-2.04960
50567,WM-115,48,hr,p-AMPK(T172),-2.78430,3.13500
50567,WM-115,48,hr,p-JNK(T183/Y185),0.78954,2.23400
50567,WM-115,48,hr,Total c-Jun,-5.06140,2.47830
50567,WM-115,48,hr,p-cJun(S63),-3.44270,3.90520
50567,WM-115,48,hr,p-P38(T180/Y182),2.57200,2.79880
50567,WM-115,48,hr,p-HSP27(S82),0.52233,2.75450
50567,WM-115,48,hr,p-NFKB(S536),1.74110,3.35930
50567,WM-115,48,hr,Bim,-3.49550,3.01040
50567,WM-115,48,hr,cPARP,-3.18320,1.24670
50567,WM-115,48,hr,p-Histone H3(S10),8.96530,1.54730
50567,WM-115,48,hr,p27 Kip1,-2.93940,2.54100
50568,WM1552C,1,hr,p-p90RSK(S380),3.28960,-1.18130
50568,WM1552C,1,hr,p-p90RSK(T573),2.88470,-0.62720
50568,WM1552C,1,hr,p-AKT(T308),1.88800,-1.58740
50568,WM1552C,1,hr,p-AKT(S473),1.14920,-1.09220
50568,WM1552C,1,hr,p-mTOR(S2448),3.76830,-1.23060
50568,WM1552C,1,hr,p-p70S6K(T421/S424),3.73010,-1.50190
50568,WM1552C,1,hr,p-p70S6K(T389),3.53240,-1.46320
50568,WM1552C,1,hr,p-S6(S235/236),1.66360,-0.46491
50568,WM1552C,1,hr,p-AMPK(T172),3.88070,-1.32480
50568,WM1552C,1,hr,p-JNK(T183/Y185),3.58980,-1.48600
50568,WM1552C,1,hr,Total c-Jun,3.15050,-1.30800
50568,WM1552C,1,hr,p-cJun(S63),3.13890,-0.89675
50568,WM1552C,1,hr,p-P38(T180/Y182),3.76720,-1.92790
50568,WM1552C,1,hr,p-HSP27(S82),3.54930,-0.06026
50568,WM1552C,1,hr,p-NFKB(S536),2.74500,-1.47240
50568,WM1552C,1,hr,Bim,3.87550,-1.94590
50568,WM1552C,1,hr,cPARP,3.84930,-1.84180
50568,WM1552C,1,hr,p-Histone H3(S10),1.35210,-0.94734
50568,WM1552C,1,hr,p27 Kip1,2.88690,-1.27120
50568,WM1552C,5,hr,p-p90RSK(S380),-1.40520,0.28846
50568,WM1552C,5,hr,p-p90RSK(T573),-1.11420,0.92403
50568,WM1552C,5,hr,p-AKT(T308),-1.86920,-0.12278
50568,WM1552C,5,hr,p-AKT(S473),-2.03990,-0.23370
50568,WM1552C,5,hr,p-mTOR(S2448),-0.90322,0.19896
50568,WM1552C,5,hr,p-p70S6K(T421/S424),-1.56230,-1.08940
50568,WM1552C,5,hr,p-p70S6K(T389),-1.87510,-0.17842
50568,WM1552C,5,hr,p-S6(S235/236),-2.75430,0.74334
50568,WM1552C,5,hr,p-AMPK(T172),-3.02320,-0.22848
50568,WM1552C,5,hr,p-JNK(T183/Y185),-1.38780,0.27630
50568,WM1552C,5,hr,Total c-Jun,2.56850,0.90769
50568,WM1552C,5,hr,p-cJun(S63),1.24460,1.07860
50568,WM1552C,5,hr,p-P38(T180/Y182),-2.27120,-0.68624
50568,WM1552C,5,hr,p-HSP27(S82),0.45139,1.60980
50568,WM1552C,5,hr,p-NFKB(S536),-1.71710,0.27134
50568,WM1552C,5,hr,Bim,-2.38430,-1.02820
50568,WM1552C,5,hr,cPARP,-2.69300,-0.60963
50568,WM1552C,5,hr,p-Histone H3(S10),-1.49050,-0.31637
50568,WM1552C,5,hr,p27 Kip1,1.03760,0.27832
50568,WM1552C,10,hr,p-p90RSK(S380),2.09060,-2.26740
50568,WM1552C,10,hr,p-p90RSK(T573),2.35780,-1.33030
50568,WM1552C,10,hr,p-AKT(T308),-0.66148,-2.55460
50568,WM1552C,10,hr,p-AKT(S473),0.07012,-2.47900
50568,WM1552C,10,hr,p-mTOR(S2448),2.63410,-1.59050
50568,WM1552C,10,hr,p-p70S6K(T421/S424),2.31340,-2.16600
50568,WM1552C,10,hr,p-p70S6K(T389),2.36010,-2.27460
50568,WM1552C,10,hr,p-S6(S235/236),0.48481,-0.67677
50568,WM1552C,10,hr,p-AMPK(T172),1.36010,-3.12560
50568,WM1552C,10,hr,p-JNK(T183/Y185),2.51800,-2.00740
50568,WM1552C,10,hr,Total c-Jun,6.31280,-0.37565
50568,WM1552C,10,hr,p-cJun(S63),3.84790,-1.20420
50568,WM1552C,10,hr,p-P38(T180/Y182),1.78580,-2.49710
50568,WM1552C,10,hr,p-HSP27(S82),1.72630,-1.51810
50568,WM1552C,10,hr,p-NFKB(S536),1.73040,-1.62780
50568,WM1552C,10,hr,Bim,0.93921,-3.66860
50568,WM1552C,10,hr,cPARP,1.93500,-2.66780
50568,WM1552C,10,hr,p-Histone H3(S10),0.64428,-1.19470
50568,WM1552C,10,hr,p27 Kip1,4.16310,-0.56785
50568,WM1552C,24,hr,p-p90RSK(S380),0.16938,-1.44560
50568,WM1552C,24,hr,p-p90RSK(T573),-0.70006,-1.34680
50568,WM1552C,24,hr,p-AKT(T308),-1.49820,-3.08970
50568,WM1552C,24,hr,p-AKT(S473),-2.18420,-2.03110
50568,WM1552C,24,hr,p-mTOR(S2448),0.68143,-0.84652
50568,WM1552C,24,hr,p-p70S6K(T421/S424),-0.33609,-1.91060
50568,WM1552C,24,hr,p-p70S6K(T389),-0.00562,-1.92970
50568,WM1552C,24,hr,p-S6(S235/236),-5.86750,-1.83620
50568,WM1552C,24,hr,p-AMPK(T172),-0.74530,-1.73420
50568,WM1552C,24,hr,p-JNK(T183/Y185),-0.21384,-1.41380
50568,WM1552C,24,hr,Total c-Jun,1.67020,-0.77903
50568,WM1552C,24,hr,p-cJun(S63),-2.86530,-2.56720
50568,WM1552C,24,hr,p-P38(T180/Y182),-0.68461,-1.51280
50568,WM1552C,24,hr,p-HSP27(S82),0.60546,-0.75231
50568,WM1552C,24,hr,p-NFKB(S536),1.54790,-0.19505
50568,WM1552C,24,hr,Bim,-2.77770,-3.72120
50568,WM1552C,24,hr,cPARP,-0.54882,-1.44190
50568,WM1552C,24,hr,p-Histone H3(S10),2.95860,0.96737
50568,WM1552C,24,hr,p27 Kip1,2.59490,-0.24387
50568,WM1552C,48,hr,p-p90RSK(S380),5.86460,0.07177
50568,WM1552C,48,hr,p-p90RSK(T573),2.94700,-0.93695
50568,WM1552C,48,hr,p-AKT(T308),2.06670,-0.68977
50568,WM1552C,48,hr,p-AKT(S473),-0.93725,-2.61410
50568,WM1552C,48,hr,p-mTOR(S2448),4.74340,-0.64410
50568,WM1552C,48,hr,p-p70S6K(T421/S424),4.77520,-1.00400
50568,WM1552C,48,hr,p-p70S6K(T389),4.61770,-1.23610
50568,WM1552C,48,hr,p-S6(S235/236),-0.47190,-1.54910
50568,WM1552C,48,hr,p-AMPK(T172),3.71970,-1.00740
50568,WM1552C,48,hr,p-JNK(T183/Y185),4.65550,-0.03754
50568,WM1552C,48,hr,Total c-Jun,2.44630,-1.50090
50568,WM1552C,48,hr,p-cJun(S63),-1.23800,-3.28480
50568,WM1552C,48,hr,p-P38(T180/Y182),4.65380,-0.49583
50568,WM1552C,48,hr,p-HSP27(S82),3.20660,-0.77687
50568,WM1552C,48,hr,p-NFKB(S536),5.73030,0.44840
50568,WM1552C,48,hr,Bim,2.39580,-2.69920
50568,WM1552C,48,hr,cPARP,5.66920,-0.07164
50568,WM1552C,48,hr,p-Histone H3(S10),7.22950,2.75000
50568,WM1552C,48,hr,p27 Kip1,3.14570,-1.05530
50112,C32,"avg(48,72)",hr,Viability,4.99890,1.60990
50149,COLO 858,"avg(48,72)",hr,Viability,5.02770,1.02100
51100,K2,48,hr,Viability,4.12180,1.84870
50988,LOXIMVI,"avg(48,72)",hr,Viability,3.67010,2.61730
50999,MMAC-SF,"avg(48,72)",hr,Viability,4.86730,1.46900
51006,MZ7-mel,"avg(48,72)",hr,Viability,4.85140,1.28740
50475,RVH-421,"avg(48,72)",hr,Viability,5.02620,0.64800
51101,SKMEL28,"avg(48,72)",hr,Viability,4.65850,1.61170
50567,WM-115,"avg(48,72)",hr,Viability,4.46100,1.73090
50568,WM1552C,"avg(48,72)",hr,Viability,4.53630,2.24070
