Cell Line HMS LINCS ID,Cell Line Name,Time Point,Time Point Unit,Variable,PC1 Loading,PC2 Loading
50112,C32,48,hr,p-mTOR(S2448),NaN,NaN
50112,C32,48,hr,p-p70S6K(T421/S424),4.91750,-0.36024
50112,C32,48,hr,p-p70S6K(T389),NaN,NaN
50112,C32,48,hr,p-S6(S235/236),3.49980,0.12618
50112,C32,48,hr,p-AMPK(T172),-8.05440,-1.13410
50112,C32,48,hr,p-JNK(T183/Y185),-1.84920,1.46490
50112,C32,48,hr,Total c-Jun,0.80821,2.29570
50112,C32,48,hr,p-cJun(S63),NaN,NaN
50112,C32,48,hr,p-P38(T180/Y182),-4.73310,1.76430
50112,C32,48,hr,p-HSP27(S82),NaN,NaN
50112,C32,48,hr,p-NFKB(S536),0.96642,3.13050
50112,C32,48,hr,Bim,-8.07140,0.97247
50112,C32,48,hr,cPARP,-9.15590,-2.27710
50112,C32,48,hr,p-Histone H3(S10),6.96610,-0.16175
50112,C32,48,hr,p27 Kip1,-7.76980,-0.16574
50149,COLO 858,1,hr,p-p90RSK(S380),1.98500,0.80000
50149,COLO 858,1,hr,p-p90RSK(T573),1.50550,-0.61149
50149,COLO 858,1,hr,p-AKT(T308),2.34140,-0.13343
50149,COLO 858,1,hr,p-AKT(S473),1.08110,0.36472
50149,COLO 858,1,hr,p-mTOR(S2448),1.79660,-0.12294
50149,COLO 858,1,hr,p-p70S6K(T421/S424),2.91540,-0.34037
50149,COLO 858,1,hr,p-p70S6K(T389),0.22187,-0.73515
50149,COLO 858,1,hr,p-S6(S235/236),1.58900,-0.01293
50149,COLO 858,1,hr,p-AMPK(T172),0.31062,-0.25957
50149,COLO 858,1,hr,p-JNK(T183/Y185),1.51560,-0.37941
50149,COLO 858,1,hr,Total c-Jun,4.04310,-0.69013
50149,COLO 858,1,hr,p-cJun(S63),2.42140,-0.81656
50149,COLO 858,1,hr,p-P38(T180/Y182),4.72910,-1.55320
50149,COLO 858,1,hr,p-HSP27(S82),0.93656,-1.45690
50149,COLO 858,1,hr,p-NFKB(S536),2.07200,-0.69852
50149,COLO 858,1,hr,Bim,2.45530,-0.58283
50149,COLO 858,1,hr,cPARP,2.11210,0.59193
50149,COLO 858,1,hr,p-Histone H3(S10),0.73291,0.12099
50149,COLO 858,1,hr,p27 Kip1,0.87846,-0.42137
50149,COLO 858,5,hr,p-p90RSK(S380),-2.06700,0.34798
50149,COLO 858,5,hr,p-p90RSK(T573),-3.79830,-1.03930
50149,COLO 858,5,hr,p-AKT(T308),-4.95650,-0.22183
50149,COLO 858,5,hr,p-AKT(S473),-5.09380,0.09043
50149,COLO 858,5,hr,p-mTOR(S2448),-3.55730,-0.50803
50149,COLO 858,5,hr,p-p70S6K(T421/S424),-1.91340,-0.40637
50149,COLO 858,5,hr,p-p70S6K(T389),2.78470,0.13315
50149,COLO 858,5,hr,p-S6(S235/236),1.78800,0.58646
50149,COLO 858,5,hr,p-AMPK(T172),-1.17610,-0.10252
50149,COLO 858,5,hr,p-JNK(T183/Y185),-3.92540,-0.29876
50149,COLO 858,5,hr,Total c-Jun,-0.23499,-0.70922
50149,COLO 858,5,hr,p-cJun(S63),-1.78570,-0.42398
50149,COLO 858,5,hr,p-P38(T180/Y182),-0.49690,-1.21450
50149,COLO 858,5,hr,p-HSP27(S82),0.20234,-2.85020
50149,COLO 858,5,hr,p-NFKB(S536),-1.07140,1.00780
50149,COLO 858,5,hr,Bim,-3.24470,-0.37663
50149,COLO 858,5,hr,cPARP,-3.73520,1.33550
50149,COLO 858,5,hr,p-Histone H3(S10),-2.18630,0.44189
50149,COLO 858,5,hr,p27 Kip1,-1.98820,-0.61425
50149,COLO 858,10,hr,p-p90RSK(S380),3.81740,0.27681
50149,COLO 858,10,hr,p-p90RSK(T573),1.13520,-0.84447
50149,COLO 858,10,hr,p-AKT(T308),1.09790,-0.48443
50149,COLO 858,10,hr,p-AKT(S473),0.28039,0.16425
50149,COLO 858,10,hr,p-mTOR(S2448),1.80060,-0.25214
50149,COLO 858,10,hr,p-p70S6K(T421/S424),2.90240,-0.31822
50149,COLO 858,10,hr,p-p70S6K(T389),5.16350,0.64808
50149,COLO 858,10,hr,p-S6(S235/236),5.35310,0.47738
50149,COLO 858,10,hr,p-AMPK(T172),2.27990,-0.13635
50149,COLO 858,10,hr,p-JNK(T183/Y185),0.96668,0.24860
50149,COLO 858,10,hr,Total c-Jun,5.64660,-0.09352
50149,COLO 858,10,hr,p-cJun(S63),2.46090,-0.50409
50149,COLO 858,10,hr,p-P38(T180/Y182),3.75790,-0.93847
50149,COLO 858,10,hr,p-HSP27(S82),0.42086,-2.47090
50149,COLO 858,10,hr,p-NFKB(S536),6.86470,-0.02375
50149,COLO 858,10,hr,Bim,-0.35083,-0.53756
50149,COLO 858,10,hr,cPARP,3.07970,0.43763
50149,COLO 858,10,hr,p-Histone H3(S10),0.93850,0.06628
50149,COLO 858,10,hr,p27 Kip1,-0.58925,-0.54081
50149,COLO 858,24,hr,p-p90RSK(S380),-1.20110,0.32008
50149,COLO 858,24,hr,p-p90RSK(T573),-1.36010,-0.25342
50149,COLO 858,24,hr,p-AKT(T308),-7.18280,0.63035
50149,COLO 858,24,hr,p-AKT(S473),-4.98200,0.56557
50149,COLO 858,24,hr,p-mTOR(S2448),-1.59290,-0.36502
50149,COLO 858,24,hr,p-p70S6K(T421/S424),0.05893,0.14932
50149,COLO 858,24,hr,p-p70S6K(T389),6.39000,1.39710
50149,COLO 858,24,hr,p-S6(S235/236),5.55500,0.61054
50149,COLO 858,24,hr,p-AMPK(T172),-0.86349,0.43362
50149,COLO 858,24,hr,p-JNK(T183/Y185),-6.66110,0.32344
50149,COLO 858,24,hr,Total c-Jun,-3.03300,-1.13490
50149,COLO 858,24,hr,p-cJun(S63),-3.58480,-1.29950
50149,COLO 858,24,hr,p-P38(T180/Y182),-0.94057,-1.14380
50149,COLO 858,24,hr,p-HSP27(S82),-1.41810,-2.15680
50149,COLO 858,24,hr,p-NFKB(S536),2.35730,0.92111
50149,COLO 858,24,hr,Bim,-7.49980,-0.74041
50149,COLO 858,24,hr,cPARP,-4.05920,0.97754
50149,COLO 858,24,hr,p-Histone H3(S10),2.00440,0.16239
50149,COLO 858,24,hr,p27 Kip1,-6.87460,-0.98048
50149,COLO 858,48,hr,p-p90RSK(S380),4.48040,-2.25410
50149,COLO 858,48,hr,p-p90RSK(T573),4.71400,-2.15680
50149,COLO 858,48,hr,p-AKT(T308),0.95508,-0.37715
50149,COLO 858,48,hr,p-AKT(S473),0.84621,-0.01638
50149,COLO 858,48,hr,p-mTOR(S2448),6.06640,-2.80510
50149,COLO 858,48,hr,p-p70S6K(T421/S424),6.89160,-1.46800
50149,COLO 858,48,hr,p-p70S6K(T389),-0.17397,0.03130
50149,COLO 858,48,hr,p-S6(S235/236),5.64440,0.38080
50149,COLO 858,48,hr,p-AMPK(T172),0.70992,-0.06853
50149,COLO 858,48,hr,p-JNK(T183/Y185),0.13623,-1.73760
50149,COLO 858,48,hr,Total c-Jun,-2.62820,-1.60880
50149,COLO 858,48,hr,p-cJun(S63),-3.64000,-1.28270
50149,COLO 858,48,hr,p-P38(T180/Y182),1.91710,-1.01170
50149,COLO 858,48,hr,p-HSP27(S82),1.59200,-1.55600
50149,COLO 858,48,hr,p-NFKB(S536),2.50790,1.04350
50149,COLO 858,48,hr,Bim,0.82671,-0.20180
50149,COLO 858,48,hr,cPARP,-3.39660,1.67800
50149,COLO 858,48,hr,p-Histone H3(S10),8.38510,1.68050
50149,COLO 858,48,hr,p27 Kip1,-3.20430,-0.74402
51100,K2,1,hr,p-p90RSK(S380),2.07590,1.67090
51100,K2,1,hr,p-p90RSK(T573),1.90520,1.77580
51100,K2,1,hr,p-AKT(T308),NaN,NaN
51100,K2,1,hr,p-AKT(S473),-0.35125,-0.10209
51100,K2,1,hr,p-mTOR(S2448),0.60137,0.38921
51100,K2,1,hr,p-p70S6K(T421/S424),2.09350,0.12327
51100,K2,1,hr,p-p70S6K(T389),1.24120,0.19064
51100,K2,1,hr,p-S6(S235/236),1.12360,0.46806
51100,K2,1,hr,p-AMPK(T172),0.20143,0.30636
51100,K2,1,hr,p-JNK(T183/Y185),1.76080,1.23340
51100,K2,1,hr,Total c-Jun,1.55650,0.49971
51100,K2,1,hr,p-cJun(S63),0.80995,0.17331
51100,K2,1,hr,p-P38(T180/Y182),1.92390,0.34877
51100,K2,1,hr,p-HSP27(S82),0.85558,0.62302
51100,K2,1,hr,p-NFKB(S536),0.64252,-0.10407
51100,K2,1,hr,Bim,0.48026,0.28118
51100,K2,1,hr,cPARP,0.47576,0.62894
51100,K2,1,hr,p-Histone H3(S10),0.01678,0.17476
51100,K2,1,hr,p27 Kip1,0.40692,0.01184
51100,K2,5,hr,p-p90RSK(S380),-0.93630,1.83870
51100,K2,5,hr,p-p90RSK(T573),-0.98591,1.75240
51100,K2,5,hr,p-AKT(T308),NaN,NaN
51100,K2,5,hr,p-AKT(S473),-2.06920,1.25820
51100,K2,5,hr,p-mTOR(S2448),-2.36860,1.31360
51100,K2,5,hr,p-p70S6K(T421/S424),-1.62940,0.50825
51100,K2,5,hr,p-p70S6K(T389),1.27020,1.04840
51100,K2,5,hr,p-S6(S235/236),1.54360,0.65013
51100,K2,5,hr,p-AMPK(T172),-2.77740,2.42370
51100,K2,5,hr,p-JNK(T183/Y185),-1.94970,1.40120
51100,K2,5,hr,Total c-Jun,1.38750,1.03820
51100,K2,5,hr,p-cJun(S63),0.38180,0.65797
51100,K2,5,hr,p-P38(T180/Y182),-0.97295,0.77814
51100,K2,5,hr,p-HSP27(S82),-1.21420,0.86781
51100,K2,5,hr,p-NFKB(S536),-2.75480,0.72246
51100,K2,5,hr,Bim,-2.41500,0.90851
51100,K2,5,hr,cPARP,-1.90670,0.66820
51100,K2,5,hr,p-Histone H3(S10),-1.62060,0.18084
51100,K2,5,hr,p27 Kip1,-1.10480,0.13724
51100,K2,10,hr,p-p90RSK(S380),2.61170,2.74580
51100,K2,10,hr,p-p90RSK(T573),2.00360,2.20520
51100,K2,10,hr,p-AKT(T308),NaN,NaN
51100,K2,10,hr,p-AKT(S473),-0.08196,1.76760
51100,K2,10,hr,p-mTOR(S2448),2.33150,2.84770
51100,K2,10,hr,p-p70S6K(T421/S424),4.38530,1.84600
51100,K2,10,hr,p-p70S6K(T389),4.54550,1.40200
51100,K2,10,hr,p-S6(S235/236),5.63510,1.48240
51100,K2,10,hr,p-AMPK(T172),2.38410,1.74620
51100,K2,10,hr,p-JNK(T183/Y185),2.24250,2.52530
51100,K2,10,hr,Total c-Jun,4.02810,1.22920
51100,K2,10,hr,p-cJun(S63),3.32430,1.20970
51100,K2,10,hr,p-P38(T180/Y182),1.84190,1.37690
51100,K2,10,hr,p-HSP27(S82),1.16630,1.52520
51100,K2,10,hr,p-NFKB(S536),1.56720,1.28090
51100,K2,10,hr,Bim,-0.56647,0.76614
51100,K2,10,hr,cPARP,0.60038,1.63880
51100,K2,10,hr,p-Histone H3(S10),-0.67023,0.38668
51100,K2,10,hr,p27 Kip1,-1.67340,0.10721
51100,K2,24,hr,p-p90RSK(S380),-5.12670,1.29540
51100,K2,24,hr,p-p90RSK(T573),-3.21670,2.06770
51100,K2,24,hr,p-AKT(T308),NaN,NaN
51100,K2,24,hr,p-AKT(S473),-5.85670,1.20820
51100,K2,24,hr,p-mTOR(S2448),-2.23470,1.24980
51100,K2,24,hr,p-p70S6K(T421/S424),-2.90730,0.72683
51100,K2,24,hr,p-p70S6K(T389),2.24340,0.72263
51100,K2,24,hr,p-S6(S235/236),4.38210,1.11130
51100,K2,24,hr,p-AMPK(T172),0.53946,0.97046
51100,K2,24,hr,p-JNK(T183/Y185),-5.15050,1.48320
51100,K2,24,hr,Total c-Jun,-2.02300,0.49681
51100,K2,24,hr,p-cJun(S63),-2.44990,0.32614
51100,K2,24,hr,p-P38(T180/Y182),-4.33770,0.79723
51100,K2,24,hr,p-HSP27(S82),-4.32220,0.55263
51100,K2,24,hr,p-NFKB(S536),-5.30830,0.31391
51100,K2,24,hr,Bim,-5.83140,-0.01586
51100,K2,24,hr,cPARP,-5.59320,1.04550
51100,K2,24,hr,p-Histone H3(S10),2.94770,0.65925
51100,K2,24,hr,p27 Kip1,-6.14120,-0.28155
51100,K2,48,hr,p-p90RSK(S380),-6.28150,1.09300
51100,K2,48,hr,p-p90RSK(T573),-4.43960,1.62260
51100,K2,48,hr,p-AKT(T308),NaN,NaN
51100,K2,48,hr,p-AKT(S473),-7.01060,-0.03858
51100,K2,48,hr,p-mTOR(S2448),-2.37690,1.72180
51100,K2,48,hr,p-p70S6K(T421/S424),-5.03730,0.43839
51100,K2,48,hr,p-p70S6K(T389),-0.75079,0.11929
51100,K2,48,hr,p-S6(S235/236),2.72800,0.53886
51100,K2,48,hr,p-AMPK(T172),-5.12430,0.70245
51100,K2,48,hr,p-JNK(T183/Y185),-6.01540,0.83886
51100,K2,48,hr,Total c-Jun,-6.49180,0.01079
51100,K2,48,hr,p-cJun(S63),-7.31170,-0.15137
51100,K2,48,hr,p-P38(T180/Y182),-6.42700,1.07700
51100,K2,48,hr,p-HSP27(S82),-6.59030,-0.08416
51100,K2,48,hr,p-NFKB(S536),-7.07520,0.67174
51100,K2,48,hr,Bim,-6.67520,0.27411
51100,K2,48,hr,cPARP,-6.86990,1.03120
51100,K2,48,hr,p-Histone H3(S10),6.56760,0.31298
51100,K2,48,hr,p27 Kip1,-8.04770,0.19757
50988,LOXIMVI,1,hr,p-p90RSK(S380),2.09920,-1.40870
50988,LOXIMVI,1,hr,p-p90RSK(T573),1.23460,-0.75513
50988,LOXIMVI,1,hr,p-AKT(T308),NaN,NaN
50988,LOXIMVI,1,hr,p-AKT(S473),1.59730,0.25148
50988,LOXIMVI,1,hr,p-mTOR(S2448),2.94430,-2.05750
50988,LOXIMVI,1,hr,p-p70S6K(T421/S424),3.57360,-2.07740
50988,LOXIMVI,1,hr,p-p70S6K(T389),3.12660,-1.68010
50988,LOXIMVI,1,hr,p-S6(S235/236),0.13664,-0.41927
50988,LOXIMVI,1,hr,p-AMPK(T172),2.84910,-1.62730
50988,LOXIMVI,1,hr,p-JNK(T183/Y185),2.68270,-1.40870
50988,LOXIMVI,1,hr,Total c-Jun,1.62440,-0.88426
50988,LOXIMVI,1,hr,p-cJun(S63),1.73500,-1.64410
50988,LOXIMVI,1,hr,p-P38(T180/Y182),3.84790,-1.89030
50988,LOXIMVI,1,hr,p-HSP27(S82),2.73420,-1.99730
50988,LOXIMVI,1,hr,p-NFKB(S536),3.79430,-2.53930
50988,LOXIMVI,1,hr,Bim,3.58210,-0.86495
50988,LOXIMVI,1,hr,cPARP,2.61590,-0.88816
50988,LOXIMVI,1,hr,p-Histone H3(S10),0.86121,0.20230
50988,LOXIMVI,1,hr,p27 Kip1,2.47680,-1.84740
50988,LOXIMVI,5,hr,p-p90RSK(S380),1.59630,1.70520
50988,LOXIMVI,5,hr,p-p90RSK(T573),1.04290,0.60809
50988,LOXIMVI,5,hr,p-AKT(T308),NaN,NaN
50988,LOXIMVI,5,hr,p-AKT(S473),0.28859,2.00260
50988,LOXIMVI,5,hr,p-mTOR(S2448),1.28890,1.52170
50988,LOXIMVI,5,hr,p-p70S6K(T421/S424),1.04070,1.88280
50988,LOXIMVI,5,hr,p-p70S6K(T389),1.27580,1.82640
50988,LOXIMVI,5,hr,p-S6(S235/236),0.67326,-0.09839
50988,LOXIMVI,5,hr,p-AMPK(T172),0.55970,1.64360
50988,LOXIMVI,5,hr,p-JNK(T183/Y185),1.14550,1.35070
50988,LOXIMVI,5,hr,Total c-Jun,1.35000,0.37604
50988,LOXIMVI,5,hr,p-cJun(S63),-0.58397,-0.27823
50988,LOXIMVI,5,hr,p-P38(T180/Y182),0.45082,1.71860
50988,LOXIMVI,5,hr,p-HSP27(S82),1.27850,0.79376
50988,LOXIMVI,5,hr,p-NFKB(S536),0.83022,2.42060
50988,LOXIMVI,5,hr,Bim,1.11280,1.97810
50988,LOXIMVI,5,hr,cPARP,1.00740,1.93750
50988,LOXIMVI,5,hr,p-Histone H3(S10),0.31803,1.14240
50988,LOXIMVI,5,hr,p27 Kip1,1.31320,0.16415
50988,LOXIMVI,10,hr,p-p90RSK(S380),3.14900,-1.21240
50988,LOXIMVI,10,hr,p-p90RSK(T573),2.52280,-0.49010
50988,LOXIMVI,10,hr,p-AKT(T308),NaN,NaN
50988,LOXIMVI,10,hr,p-AKT(S473),2.28950,-0.33653
50988,LOXIMVI,10,hr,p-mTOR(S2448),3.87860,-1.70930
50988,LOXIMVI,10,hr,p-p70S6K(T421/S424),3.73410,-1.58830
50988,LOXIMVI,10,hr,p-p70S6K(T389),3.52180,-1.68400
50988,LOXIMVI,10,hr,p-S6(S235/236),1.39480,-0.56202
50988,LOXIMVI,10,hr,p-AMPK(T172),2.46440,-1.24900
50988,LOXIMVI,10,hr,p-JNK(T183/Y185),3.04990,-1.07420
50988,LOXIMVI,10,hr,Total c-Jun,2.43270,-1.14050
50988,LOXIMVI,10,hr,p-cJun(S63),0.95479,-2.04460
50988,LOXIMVI,10,hr,p-P38(T180/Y182),2.89090,-1.46940
50988,LOXIMVI,10,hr,p-HSP27(S82),2.88220,-1.67300
50988,LOXIMVI,10,hr,p-NFKB(S536),4.19930,-1.28460
50988,LOXIMVI,10,hr,Bim,3.08970,-0.95133
50988,LOXIMVI,10,hr,cPARP,2.39850,-0.62375
50988,LOXIMVI,10,hr,p-Histone H3(S10),1.51280,-0.26960
50988,LOXIMVI,10,hr,p27 Kip1,1.52140,-0.99880
50988,LOXIMVI,24,hr,p-p90RSK(S380),2.60120,1.27040
50988,LOXIMVI,24,hr,p-p90RSK(T573),1.18400,0.50146
50988,LOXIMVI,24,hr,p-AKT(T308),NaN,NaN
50988,LOXIMVI,24,hr,p-AKT(S473),-0.16581,1.58000
50988,LOXIMVI,24,hr,p-mTOR(S2448),1.60990,1.25260
50988,LOXIMVI,24,hr,p-p70S6K(T421/S424),1.32970,1.63210
50988,LOXIMVI,24,hr,p-p70S6K(T389),2.46950,1.78020
50988,LOXIMVI,24,hr,p-S6(S235/236),1.41140,-0.20420
50988,LOXIMVI,24,hr,p-AMPK(T172),-0.09058,1.49040
50988,LOXIMVI,24,hr,p-JNK(T183/Y185),1.31540,1.85360
50988,LOXIMVI,24,hr,Total c-Jun,1.82100,-0.07087
50988,LOXIMVI,24,hr,p-cJun(S63),0.29077,-0.46001
50988,LOXIMVI,24,hr,p-P38(T180/Y182),0.96614,1.54320
50988,LOXIMVI,24,hr,p-HSP27(S82),1.26050,0.51399
50988,LOXIMVI,24,hr,p-NFKB(S536),1.19050,1.61930
50988,LOXIMVI,24,hr,Bim,0.58901,2.15340
50988,LOXIMVI,24,hr,cPARP,0.65458,1.89690
50988,LOXIMVI,24,hr,p-Histone H3(S10),4.01230,1.20020
50988,LOXIMVI,24,hr,p27 Kip1,0.20392,-0.39136
50988,LOXIMVI,48,hr,p-p90RSK(S380),1.54510,-0.06033
50988,LOXIMVI,48,hr,p-p90RSK(T573),0.21866,-0.14161
50988,LOXIMVI,48,hr,p-AKT(T308),NaN,NaN
50988,LOXIMVI,48,hr,p-AKT(S473),1.27240,-1.37000
50988,LOXIMVI,48,hr,p-mTOR(S2448),1.13780,-0.86291
50988,LOXIMVI,48,hr,p-p70S6K(T421/S424),1.76540,-1.82010
50988,LOXIMVI,48,hr,p-p70S6K(T389),2.27660,-1.25570
50988,LOXIMVI,48,hr,p-S6(S235/236),-0.48195,0.73247
50988,LOXIMVI,48,hr,p-AMPK(T172),-0.41897,-1.56950
50988,LOXIMVI,48,hr,p-JNK(T183/Y185),0.78232,-0.97404
50988,LOXIMVI,48,hr,Total c-Jun,0.87113,-0.68673
50988,LOXIMVI,48,hr,p-cJun(S63),-0.69371,-1.28270
50988,LOXIMVI,48,hr,p-P38(T180/Y182),0.85795,-0.79429
50988,LOXIMVI,48,hr,p-HSP27(S82),0.62521,-1.48830
50988,LOXIMVI,48,hr,p-NFKB(S536),0.47359,0.11448
50988,LOXIMVI,48,hr,Bim,0.06177,-0.87670
50988,LOXIMVI,48,hr,cPARP,0.20754,-0.07013
50988,LOXIMVI,48,hr,p-Histone H3(S10),3.78040,0.53335
50988,LOXIMVI,48,hr,p27 Kip1,-0.19682,-1.12940
50999,MMAC-SF,1,hr,p-p90RSK(S380),4.83130,-0.59006
50999,MMAC-SF,1,hr,p-p90RSK(T573),2.97050,-0.45467
50999,MMAC-SF,1,hr,p-AKT(T308),NaN,NaN
50999,MMAC-SF,1,hr,p-AKT(S473),1.87970,-1.20210
50999,MMAC-SF,1,hr,p-mTOR(S2448),3.74760,-0.99595
50999,MMAC-SF,1,hr,p-p70S6K(T421/S424),4.36610,-1.81920
50999,MMAC-SF,1,hr,p-p70S6K(T389),4.22930,-0.20444
50999,MMAC-SF,1,hr,p-S6(S235/236),1.60860,0.08240
50999,MMAC-SF,1,hr,p-AMPK(T172),3.72670,-1.07660
50999,MMAC-SF,1,hr,p-JNK(T183/Y185),3.90110,-0.03276
50999,MMAC-SF,1,hr,Total c-Jun,4.07580,-0.37925
50999,MMAC-SF,1,hr,p-cJun(S63),3.04950,-0.26049
50999,MMAC-SF,1,hr,p-P38(T180/Y182),4.92160,0.75900
50999,MMAC-SF,1,hr,p-HSP27(S82),3.11130,0.00372
50999,MMAC-SF,1,hr,p-NFKB(S536),3.01170,-1.59150
50999,MMAC-SF,1,hr,Bim,2.33420,-1.14560
50999,MMAC-SF,1,hr,cPARP,2.73170,-0.63696
50999,MMAC-SF,1,hr,p-Histone H3(S10),1.25220,-0.29564
50999,MMAC-SF,1,hr,p27 Kip1,2.65150,-1.45790
50999,MMAC-SF,5,hr,p-p90RSK(S380),-2.28380,0.21402
50999,MMAC-SF,5,hr,p-p90RSK(T573),-2.46950,0.17693
50999,MMAC-SF,5,hr,p-AKT(T308),NaN,NaN
50999,MMAC-SF,5,hr,p-AKT(S473),-4.49460,-0.92136
50999,MMAC-SF,5,hr,p-mTOR(S2448),-3.79800,0.13167
50999,MMAC-SF,5,hr,p-p70S6K(T421/S424),-2.29380,-0.82898
50999,MMAC-SF,5,hr,p-p70S6K(T389),-3.29340,1.13080
50999,MMAC-SF,5,hr,p-S6(S235/236),1.25680,0.52988
50999,MMAC-SF,5,hr,p-AMPK(T172),-3.46410,-0.69623
50999,MMAC-SF,5,hr,p-JNK(T183/Y185),-3.77410,0.55959
50999,MMAC-SF,5,hr,Total c-Jun,1.39460,0.87369
50999,MMAC-SF,5,hr,p-cJun(S63),-3.71130,-0.34678
50999,MMAC-SF,5,hr,p-P38(T180/Y182),-1.62720,1.53910
