Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,80.70,56.33,7562,7920,0.9747,0.9059
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,82.40,56.33,7633,7810,0.9927,0.9044
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,84.10,56.33,7670,7655,1.0121,0.9034
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,85.80,56.33,7615,7583,1.0137,0.9098
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,87.50,56.33,7572,7334,1.0372,0.9115
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,89.20,56.33,7577,7229,1.0514,0.9078
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,90.90,56.33,7471,7174,1.0444,0.9090
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,92.60,56.33,7361,7065,1.0438,0.9000
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,94.30,56.33,7327,6924,1.0584,0.8930
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,95.70,27.76,6995,6712,1.0421,0.9056
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,2.30,56.33,273,255,1.0509,0.5381
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,4.00,56.33,338,303,1.1061,0.5391
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,5.70,56.33,385,342,1.1147,0.5148
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,7.40,56.33,422,385,1.0867,0.4997
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,9.10,56.33,461,424,1.0801,0.4778
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,10.80,56.33,502,465,1.0733,0.5689
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,12.50,56.33,527,510,1.0297,0.5656
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,14.20,56.33,553,634,0.8699,0.5443
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,15.90,56.33,577,726,0.7929,0.5028
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,17.60,56.33,612,868,0.7025,0.5532
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,19.30,56.33,649,1090,0.5965,0.5241
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,21.00,56.33,705,1286,0.5491,0.5242
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,22.80,56.33,780,1460,0.5328,0.5441
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,24.50,56.33,843,1615,0.5209,0.5490
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,26.20,56.33,925,1764,0.5239,0.5729
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,27.90,56.33,1018,1907,0.5341,0.5971
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,29.60,56.33,1084,2050,0.5295,0.5927
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,31.30,56.33,1179,2241,0.5280,0.6133
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,33.00,56.33,1265,2479,0.5120,0.6284
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,34.70,56.33,1340,2720,0.4938,0.6229
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,36.40,56.33,1431,2958,0.4837,0.6272
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,38.10,56.33,1544,3168,0.4865,0.6410
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,39.80,56.33,1636,3393,0.4806,0.6457
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,41.50,56.33,1741,3667,0.4739,0.6425
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,43.20,56.33,1853,3942,0.4692,0.6506
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,44.90,56.33,1999,4212,0.4734,0.6628
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,46.60,56.33,2139,4538,0.4708,0.6692
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,48.30,56.33,2250,4875,0.4614,0.6626
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,50.00,56.33,2413,5234,0.4601,0.6755
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,51.70,56.33,2595,5553,0.4662,0.6866
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,53.40,56.33,2717,5809,0.4668,0.6829
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,55.10,56.33,2869,6087,0.4705,0.6909
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,56.80,56.33,3006,6354,0.4730,0.6956
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,58.50,56.33,3163,6599,0.4799,0.6984
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,60.20,56.33,3284,6852,0.4804,0.7001
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,61.90,56.33,3412,7075,0.4842,0.7017
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,63.60,56.33,3551,7339,0.4858,0.7048
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,65.30,56.33,3677,7570,0.4884,0.7081
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,67.00,56.33,3813,7731,0.4968,0.7158
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,68.70,56.33,3947,7933,0.5012,0.7183
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,70.50,56.33,4057,7990,0.5124,0.7218
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,72.20,56.33,4187,8053,0.5252,0.7298
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,73.90,56.33,4296,8150,0.5328,0.7322
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,75.60,56.33,4376,7992,0.5499,0.7446
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,77.30,56.33,4493,8135,0.5562,0.7492
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,79.00,56.33,4645,8048,0.5806,0.7572
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,80.70,56.33,4719,7920,0.5987,0.7589
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,82.40,56.33,4911,7810,0.6310,0.7793
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,84.10,56.33,5015,7655,0.6550,0.7876
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,85.80,56.33,5209,7583,0.6870,0.8063
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,87.50,56.33,5323,7334,0.7250,0.8131
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,89.20,56.33,5447,7229,0.7525,0.8218
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,90.90,56.33,5534,7174,0.7701,0.8273
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,92.60,56.33,5604,7065,0.7918,0.8250
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,94.30,56.33,5669,6924,0.8179,0.8264
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,95.70,27.76,5263,6712,0.7842,0.9004
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,2.30,56.33,325,255,1.2805,0.6458
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,4.00,56.33,356,303,1.1747,0.5666
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,5.70,56.33,397,342,1.1575,0.5490
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,7.40,56.33,439,385,1.1385,0.5442
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,9.10,56.33,479,424,1.1275,0.5267
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,10.80,56.33,508,465,1.0914,0.5476
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,12.50,56.33,548,510,1.0745,0.6562
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,14.20,56.33,622,634,0.9786,0.7557
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,15.90,56.33,693,726,0.9516,0.7905
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,17.60,56.33,770,868,0.8855,0.7755
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,19.30,56.33,870,1090,0.8008,0.7550
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,21.00,56.33,941,1286,0.7320,0.7445
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,22.80,56.33,1000,1460,0.6811,0.7262
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,24.50,56.33,1097,1615,0.6742,0.7418
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,26.20,56.33,1182,1764,0.6640,0.7422
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,27.90,56.33,1266,1907,0.6578,0.7490
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,29.60,56.33,1362,2050,0.6594,0.7584
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,31.30,56.33,1462,2241,0.6487,0.7563
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,33.00,56.33,1577,2479,0.6326,0.7632
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,34.70,56.33,1677,2720,0.6119,0.7594
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,36.40,56.33,1810,2958,0.6063,0.7630
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,38.10,56.33,1917,3168,0.5987,0.7670
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,39.80,56.33,2017,3393,0.5872,0.7638
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,41.50,56.33,2152,3667,0.5794,0.7643
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,43.20,56.33,2288,3942,0.5731,0.7682
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,44.90,56.33,2435,4212,0.5713,0.7704
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,46.60,56.33,2609,4538,0.5675,0.7755
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,48.30,56.33,2786,4875,0.5646,0.7793
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,50.00,56.33,2968,5234,0.5609,0.7812
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,51.70,56.33,3146,5553,0.5600,0.7856
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,53.40,56.33,3318,5809,0.5649,0.7908
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,55.10,56.33,3478,6087,0.5648,0.7903
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,56.80,56.33,3621,6354,0.5626,0.7881
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,58.50,56.33,3794,6599,0.5672,0.7921
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,60.20,56.33,3932,6852,0.5662,0.7923
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,61.90,56.33,4103,7075,0.5721,0.7969
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,63.60,56.33,4252,7339,0.5719,0.7982
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,65.30,56.33,4362,7570,0.5691,0.7951
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,67.00,56.33,4526,7731,0.5786,0.8017
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,68.70,56.33,4651,7933,0.5802,0.8024
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,70.50,56.33,4784,7990,0.5928,0.8077
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,72.20,56.33,4886,8053,0.6009,0.8056
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,73.90,56.33,5045,8150,0.6129,0.8131
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,75.60,56.33,5188,7992,0.6422,0.8260
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,77.30,56.33,5301,8135,0.6454,0.8285
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,79.00,56.33,5431,8048,0.6676,0.8375
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,80.70,56.33,5523,7920,0.6900,0.8438
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,82.40,56.33,5621,7810,0.7106,0.8525
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,84.10,56.33,5739,7655,0.7412,0.8607
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,85.80,56.33,5845,7583,0.7621,0.8703
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,87.50,56.33,5897,7334,0.7966,0.8792
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,89.20,56.33,5915,7229,0.8118,0.8817
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,90.90,56.33,5995,7174,0.8289,0.8862
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,92.60,56.33,5950,7065,0.8360,0.8849
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,94.30,56.33,5909,6924,0.8506,0.8832
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,95.70,27.76,4061,6712,0.6050,0.8083
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,2.30,56.33,270,255,1.0630,0.5146
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,4.00,56.33,325,303,1.0694,0.5133
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,5.70,56.33,339,342,0.9912,0.4652
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,7.40,56.33,409,385,1.0574,0.5164
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,9.10,56.33,426,424,1.0039,0.5026
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,10.80,56.33,445,465,0.9564,0.4962
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,12.50,56.33,464,510,0.9108,0.4996
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,14.20,56.33,523,634,0.8267,0.6101
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,15.90,56.33,532,726,0.7358,0.5818
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,17.60,56.33,585,868,0.6757,0.6006
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,19.30,56.33,649,1090,0.6062,0.6137
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,21.00,56.33,696,1286,0.5519,0.6026
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,22.80,56.33,768,1460,0.5308,0.6068
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,24.50,56.33,833,1615,0.5173,0.6294
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,26.20,56.33,893,1764,0.5073,0.6242
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,27.90,56.33,957,1907,0.5029,0.6443
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,29.60,56.33,1028,2050,0.5021,0.6516
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,31.30,56.33,1146,2241,0.5114,0.6705
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,33.00,56.33,1219,2479,0.4923,0.6674
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,34.70,56.33,1328,2720,0.4880,0.6670
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,36.40,56.33,1384,2958,0.4681,0.6717
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,38.10,56.33,1483,3168,0.4672,0.6766
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,39.80,56.33,1566,3393,0.4598,0.6795
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,41.50,56.33,1666,3667,0.4521,0.6822
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,43.20,56.33,1754,3942,0.4422,0.6811
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,44.90,56.33,1884,4212,0.4441,0.6929
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,46.60,56.33,1985,4538,0.4347,0.6886
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,48.30,56.33,2113,4875,0.4303,0.6913
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,50.00,56.33,2236,5234,0.4245,0.6917
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,51.70,56.33,2325,5553,0.4163,0.6894
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,53.40,56.33,2472,5809,0.4230,0.7006
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,55.10,56.33,2597,6087,0.4241,0.7053
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,56.80,56.33,2728,6354,0.4266,0.7115
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,58.50,56.33,2841,6599,0.4280,0.7136
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,60.20,56.33,2912,6852,0.4231,0.7060
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,61.90,56.33,3023,7075,0.4252,0.7109
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,63.60,56.33,3129,7339,0.4241,0.7126
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,65.30,56.33,3224,7570,0.4236,0.7121
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,67.00,56.33,3339,7731,0.4303,0.7179
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,68.70,56.33,3450,7933,0.4328,0.7242
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,70.50,56.33,3595,7990,0.4485,0.7339
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,72.20,56.33,3730,8053,0.4617,0.7405
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,73.90,56.33,3855,8150,0.4720,0.7459
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,75.60,56.33,3957,7992,0.4930,0.7584
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,77.30,56.33,4063,8135,0.4985,0.7606
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,79.00,56.33,4203,8048,0.5202,0.7729
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,80.70,56.33,4310,7920,0.5419,0.7847
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,82.40,56.33,4426,7810,0.5635,0.7952
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,84.10,56.33,4567,7655,0.5928,0.8072
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,85.80,56.33,4680,7583,0.6130,0.8165
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,87.50,56.33,4796,7334,0.6503,0.8325
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,89.20,56.33,4930,7229,0.6788,0.8423
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,90.90,56.33,5049,7174,0.7005,0.8527
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,92.60,56.33,5181,7065,0.7306,0.8631
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,94.30,56.33,5297,6924,0.7637,0.8751
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,95.70,27.76,4548,6712,0.6776,0.8349
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,2.30,56.33,324,255,1.2952,0.5952
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,4.00,56.33,350,303,1.1629,0.5122
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,5.70,56.33,390,342,1.1439,0.4847
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,7.40,56.33,429,385,1.1196,0.4735
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,9.10,56.33,473,424,1.1208,0.4890
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,10.80,56.33,509,465,1.0987,0.5423
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,12.50,56.33,544,510,1.0711,0.6184
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,14.20,56.33,620,634,0.9837,0.7229
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,15.90,56.33,655,726,0.9084,0.7096
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,17.60,56.33,711,868,0.8239,0.6852
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,19.30,56.33,788,1090,0.7458,0.6931
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,21.00,56.33,833,1286,0.6638,0.6685
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,22.80,56.33,873,1460,0.6080,0.6579
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,24.50,56.33,917,1615,0.5742,0.6610
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,26.20,56.33,958,1764,0.5489,0.6604
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,27.90,56.33,1029,1907,0.5446,0.6673
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,29.60,56.33,1110,2050,0.5447,0.6738
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,31.30,56.33,1199,2241,0.5384,0.6758
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,33.00,56.33,1278,2479,0.5191,0.6752
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,34.70,56.33,1341,2720,0.4971,0.6652
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,36.40,56.33,1407,2958,0.4795,0.6662
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,38.10,56.33,1469,3168,0.4670,0.6671
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,39.80,56.33,1533,3393,0.4541,0.6688
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,41.50,56.33,1590,3667,0.4360,0.6641
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,43.20,56.33,1673,3942,0.4265,0.6655
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,44.90,56.33,1769,4212,0.4210,0.6657
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,46.60,56.33,1866,4538,0.4123,0.6673
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,48.30,56.33,1970,4875,0.4050,0.6719
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,50.00,56.33,2107,5234,0.4030,0.6785
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,51.70,56.33,2236,5553,0.4034,0.6810
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,53.40,56.33,2351,5809,0.4055,0.6821
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,55.10,56.33,2448,6087,0.4033,0.6815
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,56.80,56.33,2546,6354,0.4026,0.6814
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,58.50,56.33,2668,6599,0.4066,0.6880
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,60.20,56.33,2759,6852,0.4055,0.6876
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,61.90,56.33,2829,7075,0.4031,0.6832
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,63.60,56.33,2938,7339,0.4031,0.6906
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,65.30,56.33,3050,7570,0.4054,0.6950
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,67.00,56.33,3145,7731,0.4102,0.6980
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,68.70,56.33,3229,7933,0.4103,0.6982
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,70.50,56.33,3356,7990,0.4239,0.7088
