Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Time Point (hr),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,22.40,19.50,932,1150,0.8145,0.6641
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,24.30,19.50,1061,1322,0.7997,0.6883
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,26.30,19.50,1152,1491,0.7711,0.6858
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,28.30,19.50,1278,1665,0.7671,0.7049
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,30.30,19.50,1433,1887,0.7595,0.7150
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,32.20,19.50,1631,2123,0.7692,0.7320
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,34.20,19.50,1832,2452,0.7503,0.7383
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,36.20,19.50,1999,2641,0.7582,0.7394
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,38.10,19.50,2158,2867,0.7538,0.7383
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,40.10,19.50,2304,3104,0.7429,0.7386
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,42.10,19.50,2529,3461,0.7317,0.7391
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,44.00,19.50,2765,3824,0.7247,0.7408
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,46.00,19.50,3091,4146,0.7456,0.7422
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,48.00,19.50,3339,4441,0.7512,0.7473
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,50.00,19.50,3595,4744,0.7564,0.7518
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,51.90,19.50,3753,4974,0.7524,0.7494
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,53.90,19.50,4042,5154,0.7811,0.7590
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,55.90,19.50,4264,5348,0.7939,0.7478
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,57.80,19.50,4596,5483,0.8347,0.7695
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,59.80,19.50,4831,5578,0.8624,0.7600
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,62.80,19.50,4843,5586,0.8658,0.7472
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,64.70,19.50,5053,5643,0.8951,0.7502
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,66.70,19.50,5188,5728,0.9043,0.7538
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,68.70,19.50,5277,5743,0.9183,0.7539
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,70.70,19.50,5356,5784,0.9254,0.7367
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,72.60,19.50,5509,5854,0.9395,0.7309
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,74.60,19.50,5616,5927,0.9469,0.7285
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,76.60,19.50,5669,5898,0.9607,0.7205
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,78.50,19.50,5808,5949,0.9756,0.7168
