Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,24,hr,2809,88,1.1112,1.0089,0.0313,0.0390,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,24,hr,2965,178,1.1381,1.0089,0.0600,0.0390,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,24,hr,2310,83,0.9094,1.0089,0.0359,0.0390,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,24,hr,2210,63,0.8768,1.0089,0.0285,0.0390,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,48,hr,2391,,1.4744,1.3982,0.0828,0.0806,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,48,hr,2480,,1.5409,1.3982,0.0758,0.0806,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,48,hr,1968,,1.2391,1.3982,0.0635,0.0806,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,48,hr,2213,,1.3386,1.3982,0.1003,0.0806,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,72,hr,2406,,1.2558,1.5053,0.1334,0.1880,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,72,hr,3128,,1.5431,1.5053,0.1810,0.1880,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,72,hr,3323,,1.6016,1.5053,0.1998,0.1880,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0100,uM,72,hr,3530,,1.6208,1.5053,0.2377,0.1880,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,24,hr,2888,116,1.1320,1.0209,0.0402,0.0361,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,24,hr,3151,128,1.2345,1.0209,0.0406,0.0361,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,24,hr,2161,51,0.8616,1.0209,0.0236,0.0361,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,24,hr,2182,87,0.8555,1.0209,0.0399,0.0361,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,48,hr,2993,,1.8993,1.8514,0.0561,0.0671,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,48,hr,3115,,1.9470,1.8514,0.0703,0.0671,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,48,hr,2607,,1.6525,1.8514,0.0572,0.0671,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,48,hr,3099,,1.9067,1.8514,0.0849,0.0671,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,72,hr,2862,,1.4576,2.2122,0.1544,0.1352,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,72,hr,3906,,2.0750,2.2122,0.1180,0.1352,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,72,hr,5535,,2.9712,2.2122,0.1088,0.1352,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.0316,uM,72,hr,4631,,2.3448,2.2122,0.1594,0.1352,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,24,hr,2814,203,1.0662,0.9969,0.0721,0.0658,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,24,hr,3035,188,1.1626,0.9969,0.0619,0.0658,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,24,hr,2234,129,0.8596,0.9969,0.0577,0.0658,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,24,hr,2371,169,0.8992,0.9969,0.0713,0.0658,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,48,hr,2627,,1.6855,1.8789,0.0457,0.0471,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,48,hr,3062,,1.9793,1.8789,0.0385,0.0471,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,48,hr,2681,,1.7130,1.8789,0.0496,0.0471,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,48,hr,3363,,2.1379,1.8789,0.0544,0.0471,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,72,hr,5185,,2.9748,2.8615,0.0474,0.0607,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,72,hr,5389,,3.0712,2.8615,0.0538,0.0607,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,72,hr,3991,,2.2165,2.8615,0.0779,0.0607,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.1000,uM,72,hr,5644,,3.1833,2.8615,0.0636,0.0607,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,24,hr,2923,87,1.1581,1.0241,0.0298,0.0417,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,24,hr,2950,130,1.1516,1.0241,0.0441,0.0417,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,24,hr,2168,78,0.8535,1.0241,0.0360,0.0417,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,24,hr,2423,138,0.9331,1.0241,0.0570,0.0417,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,48,hr,3099,,2.0257,2.2627,0.0278,0.0374,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,48,hr,3584,,2.3006,2.2627,0.0452,0.0374,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,48,hr,3583,,2.3255,2.2627,0.0346,0.0374,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,48,hr,3724,,2.3988,2.2627,0.0419,0.0374,4
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,72,hr,5438,,3.1375,2.9681,0.0421,0.0478,1
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,72,hr,5369,,3.1019,2.9681,0.0408,0.0478,2
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,72,hr,5374,,3.1266,2.9681,0.0341,0.0478,3
10046-101-1,SB590885,50988-1,LOXIMVI,0.3160,uM,72,hr,4494,,2.5062,2.9681,0.0741,0.0478,4
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,24,hr,2763,97,1.0887,0.9870,0.0351,0.0511,1
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,24,hr,2935,185,1.1230,0.9870,0.0630,0.0511,2
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,24,hr,2236,97,0.8735,0.9870,0.0434,0.0511,3
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,24,hr,2255,142,0.8629,0.9870,0.0630,0.0511,4
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,48,hr,2500,,1.6021,1.8331,0.0468,0.0404,1
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,48,hr,2754,,1.7850,1.8331,0.0359,0.0404,2
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,48,hr,3066,,1.9793,1.8331,0.0398,0.0404,3
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,48,hr,3043,,1.9658,1.8331,0.0391,0.0404,4
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,72,hr,4191,,2.4111,2.3305,0.0449,0.0458,1
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,72,hr,4727,,2.7267,2.3305,0.0423,0.0458,2
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,72,hr,3392,,1.9545,2.3305,0.0433,0.0458,3
10046-101-1,SB590885,50988-1,LOXIMVI,1.0000,uM,72,hr,3908,,2.2298,2.3305,0.0527,0.0458,4
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,24,hr,2595,81,1.0266,0.9032,0.0312,0.0461,1
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,24,hr,2519,150,0.9674,0.9032,0.0595,0.0461,2
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,24,hr,2174,108,0.8437,0.9032,0.0497,0.0461,3
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,24,hr,1985,87,0.7751,0.9032,0.0438,0.0461,4
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,48,hr,2272,,1.4542,1.4719,0.0480,0.0453,1
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,48,hr,2104,,1.3480,1.4719,0.0471,0.0453,2
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,48,hr,2365,,1.5154,1.4719,0.0469,0.0453,3
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,48,hr,2430,,1.5698,1.4719,0.0391,0.0453,4
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,72,hr,3106,,1.7648,1.5711,0.0567,0.0628,1
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,72,hr,2844,,1.6118,1.5711,0.0591,0.0628,2
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,72,hr,2497,,1.4022,1.5711,0.0677,0.0628,3
10046-101-1,SB590885,50988-1,LOXIMVI,3.1600,uM,72,hr,2682,,1.5058,1.5711,0.0679,0.0628,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,24,hr,2703,139,1.0470,0.9169,0.0514,0.0547,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,24,hr,2469,151,0.9466,0.9169,0.0612,0.0547,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,24,hr,2088,118,0.8045,0.9169,0.0565,0.0547,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,24,hr,2240,111,0.8694,0.9169,0.0496,0.0547,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,48,hr,1793,,1.0743,1.0011,0.1088,0.1106,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,48,hr,1638,,0.9843,1.0011,0.1062,0.1106,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,48,hr,1815,,1.0649,1.0011,0.1273,0.1106,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,48,hr,1456,,0.8807,1.0011,0.1003,0.1106,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,72,hr,2195,,1.0438,1.0965,0.2105,0.2111,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,72,hr,1843,,0.8740,1.0965,0.2127,0.2111,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,72,hr,2279,,1.0733,1.0965,0.2181,0.2111,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0032,uM,72,hr,2906,,1.3950,1.0965,0.2030,0.2111,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,24,hr,2913,135,1.1344,0.9685,0.0463,0.0479,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,24,hr,3049,244,1.1455,0.9685,0.0800,0.0479,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,24,hr,2112,71,0.8335,0.9685,0.0336,0.0479,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,24,hr,1924,61,0.7608,0.9685,0.0317,0.0479,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,48,hr,2424,,1.4824,1.4048,0.0903,0.0809,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,48,hr,2327,,1.4280,1.4048,0.0872,0.0809,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,48,hr,1974,,1.2162,1.4048,0.0836,0.0809,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,48,hr,2368,,1.4925,1.4048,0.0625,0.0809,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,72,hr,3109,,1.6461,1.8163,0.1209,0.1445,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,72,hr,3093,,1.6178,1.8163,0.1316,0.1445,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,72,hr,3315,,1.6558,1.8163,0.1707,0.1445,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0100,uM,72,hr,4606,,2.3454,1.8163,0.1546,0.1445,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,24,hr,2934,127,1.1463,1.0255,0.0433,0.0396,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,24,hr,2988,157,1.1561,1.0255,0.0525,0.0396,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,24,hr,2274,57,0.9053,1.0255,0.0251,0.0396,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,24,hr,2275,85,0.8943,1.0255,0.0374,0.0396,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,48,hr,2411,,1.5161,1.6673,0.0647,0.0585,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,48,hr,3051,,1.9672,1.6673,0.0410,0.0585,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,48,hr,2413,,1.5261,1.6673,0.0593,0.0585,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,48,hr,2652,,1.6599,1.6673,0.0690,0.0585,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,72,hr,3344,,1.8648,2.3076,0.0742,0.0740,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,72,hr,4122,,2.3117,2.3076,0.0689,0.0740,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,72,hr,4778,,2.6900,2.3076,0.0653,0.0740,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.0316,uM,72,hr,4302,,2.3641,2.3076,0.0876,0.0740,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,24,hr,3036,170,1.1704,1.0963,0.0560,0.0507,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,24,hr,3058,154,1.1859,1.0963,0.0504,0.0507,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,24,hr,2540,127,0.9854,1.0963,0.0500,0.0507,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,24,hr,2680,124,1.0438,1.0963,0.0463,0.0507,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,48,hr,2898,,1.8583,1.7166,0.0462,0.0482,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,48,hr,2705,,1.7420,1.7166,0.0421,0.0482,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,48,hr,2370,,1.5026,1.7166,0.0570,0.0482,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,48,hr,2754,,1.7635,1.7166,0.0476,0.0482,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,72,hr,3657,,2.1027,2.4826,0.0454,0.0395,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,72,hr,4363,,2.5297,2.4826,0.0374,0.0395,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,72,hr,4496,,2.5954,2.4826,0.0416,0.0395,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.1000,uM,72,hr,4643,,2.7026,2.4826,0.0336,0.0395,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,24,hr,2760,70,1.0985,1.0470,0.0254,0.0330,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,24,hr,2946,112,1.1573,1.0470,0.0380,0.0330,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,24,hr,2359,71,0.9343,1.0470,0.0301,0.0330,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,24,hr,2542,98,0.9980,1.0470,0.0386,0.0330,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,48,hr,2792,,1.8065,1.6660,0.0376,0.0482,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,48,hr,2390,,1.5120,1.6660,0.0590,0.0482,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,48,hr,2782,,1.7870,1.6660,0.0446,0.0482,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,48,hr,2444,,1.5584,1.6660,0.0516,0.0482,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,72,hr,4214,,2.4316,2.2146,0.0420,0.0480,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,72,hr,3712,,2.1382,2.2146,0.0436,0.0480,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,72,hr,3751,,2.1262,2.2146,0.0589,0.0480,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,0.3160,uM,72,hr,3769,,2.1623,2.2146,0.0475,0.0480,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,24,hr,2885,112,1.1324,1.0351,0.0388,0.0507,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,24,hr,2943,179,1.1287,1.0351,0.0608,0.0507,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,24,hr,2377,126,0.9192,1.0351,0.0530,0.0507,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,24,hr,2475,124,0.9601,1.0351,0.0501,0.0507,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,48,hr,2036,,1.2754,1.3764,0.0683,0.0654,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,48,hr,2145,,1.3466,1.3764,0.0662,0.0654,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,48,hr,2397,,1.4824,1.3764,0.0801,0.0654,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,48,hr,2187,,1.4011,1.3764,0.0471,0.0654,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,72,hr,3162,,1.7961,1.7824,0.0569,0.0542,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,72,hr,3330,,1.8961,1.7824,0.0547,0.0542,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,72,hr,2618,,1.4980,1.7824,0.0500,0.0542,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,1.0000,uM,72,hr,3408,,1.9395,1.7824,0.0552,0.0542,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,24,hr,2476,63,0.9854,0.9127,0.0254,0.0445,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,24,hr,2830,169,1.0866,0.9127,0.0597,0.0445,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,24,hr,2002,87,0.7820,0.9127,0.0435,0.0445,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,24,hr,2052,101,0.7967,0.9127,0.0492,0.0445,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,48,hr,1621,,0.9648,0.9895,0.1147,0.1134,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,48,hr,1726,,1.0206,0.9895,0.1205,0.1134,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,48,hr,1595,,0.9614,0.9895,0.1035,0.1134,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,48,hr,1699,,1.0112,0.9895,0.1148,0.1134,4
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,72,hr,2035,,1.0938,0.9994,0.1076,0.1595,1
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,72,hr,1730,,0.8794,0.9994,0.1561,0.1595,2
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,72,hr,1420,,0.6168,0.9994,0.2789,0.1595,3
10049-101-1,PLX-4720,50988-1,LOXIMVI,3.1600,uM,72,hr,2583,,1.4076,0.9994,0.0952,0.1595,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,24,hr,2745,179,1.0479,0.9629,0.0652,0.0535,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,24,hr,2792,158,1.0756,0.9629,0.0566,0.0535,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,24,hr,2230,92,0.8731,0.9629,0.0413,0.0535,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,24,hr,2206,112,0.8551,0.9629,0.0508,0.0535,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,48,hr,1572,,0.9648,1.0619,0.0872,0.0814,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,48,hr,1759,,1.0858,1.0619,0.0819,0.0814,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,48,hr,1968,,1.2364,1.0619,0.0655,0.0814,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,48,hr,1572,,0.9607,1.0619,0.0910,0.0814,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,72,hr,2824,,1.4395,1.7663,0.1537,0.1389,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,72,hr,2930,,1.4950,1.7663,0.1529,0.1389,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,72,hr,4086,,2.1732,1.7663,0.1170,0.1389,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0032,uM,72,hr,3744,,1.9575,1.7663,0.1319,0.1389,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,24,hr,2915,133,1.1361,0.9488,0.0456,0.0347,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,24,hr,2866,134,1.1156,0.9488,0.0468,0.0347,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,24,hr,1782,33,0.7142,0.9488,0.0185,0.0347,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,24,hr,2089,58,0.8294,0.9488,0.0278,0.0347,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,48,hr,2145,,1.3386,1.4767,0.0718,0.0536,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,48,hr,2532,,1.6162,1.4767,0.0506,0.0536,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,48,hr,2188,,1.4018,1.4767,0.0471,0.0536,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,48,hr,2415,,1.5503,1.4767,0.0451,0.0536,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,72,hr,2386,,1.2070,1.9518,0.1601,0.1045,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,72,hr,3245,,1.6431,1.9518,0.1593,0.1045,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,72,hr,3930,,2.2623,1.9518,0.0443,0.1045,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0100,uM,72,hr,4731,,2.6948,1.9518,0.0543,0.1045,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,24,hr,2823,108,1.1087,0.9559,0.0383,0.0365,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,24,hr,2773,126,1.0809,0.9559,0.0454,0.0365,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,24,hr,2133,69,0.8429,0.9559,0.0323,0.0365,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,24,hr,1997,60,0.7910,0.9559,0.0300,0.0365,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,48,hr,2541,,1.6478,1.5915,0.0354,0.0416,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,48,hr,2862,,1.8448,1.5915,0.0412,0.0416,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,48,hr,2280,,1.4603,1.5915,0.0474,0.0416,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,48,hr,2195,,1.4132,1.5915,0.0424,0.0416,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,72,hr,3180,,1.8467,2.1825,0.0358,0.0405,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,72,hr,3461,,2.0039,2.1825,0.0387,0.0405,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,72,hr,3903,,2.2503,2.1825,0.0428,0.0405,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.0316,uM,72,hr,4569,,2.6291,2.1825,0.0446,0.0405,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,24,hr,2726,164,1.0462,0.9424,0.0602,0.0586,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,24,hr,2814,183,1.0744,0.9424,0.0650,0.0586,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,24,hr,2058,108,0.7963,0.9424,0.0525,0.0586,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,24,hr,2214,126,0.8527,0.9424,0.0569,0.0586,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,48,hr,2278,,1.4623,1.4717,0.0452,0.0479,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,48,hr,2361,,1.5140,1.4717,0.0462,0.0479,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,48,hr,2253,,1.4374,1.4717,0.0510,0.0479,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,48,hr,2304,,1.4730,1.4717,0.0490,0.0479,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,72,hr,2825,,1.5829,1.5508,0.0697,0.0836,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,72,hr,2977,,1.6467,1.5508,0.0816,0.0836,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,72,hr,2606,,1.4094,1.5508,0.1021,0.0836,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.1000,uM,72,hr,2826,,1.5642,1.5508,0.0810,0.0836,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,24,hr,2298,53,0.9168,0.8604,0.0231,0.0296,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,24,hr,2564,73,1.0172,0.8604,0.0285,0.0296,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,24,hr,1959,74,0.7698,0.8604,0.0378,0.0296,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,24,hr,1861,54,0.7379,0.8604,0.0290,0.0296,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,48,hr,2052,,1.2861,1.3673,0.0677,0.0630,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,48,hr,2052,,1.2868,1.3673,0.0673,0.0630,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,48,hr,2235,,1.4199,1.3673,0.0550,0.0630,3
