Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Unit,Time Point,Time Point Unit,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction,Replicate
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,48,hr,2341,,1.4764,1.3673,0.0619,0.0630,4
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,72,hr,2385,,1.2823,1.3006,0.1073,0.1173,1
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,72,hr,2369,,1.2594,1.3006,0.1174,0.1173,2
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,72,hr,2612,,1.3908,1.3006,0.1160,0.1173,3
10050-101-1,AZ-628,50988-1,LOXIMVI,0.3160,uM,72,hr,2419,,1.2697,1.3006,0.1286,0.1173,4
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,24,hr,2518,205,0.9445,0.8617,0.0814,0.0677,1
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,24,hr,2472,111,0.9641,0.8617,0.0449,0.0677,2
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,24,hr,1994,157,0.7502,0.8617,0.0787,0.0677,3
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,24,hr,2066,136,0.7881,0.8617,0.0658,0.0677,4
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,48,hr,1975,,1.1792,1.2276,0.1119,0.1176,1
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,48,hr,2028,,1.2028,1.2276,0.1179,0.1176,2
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,48,hr,2138,,1.2720,1.2276,0.1151,0.1176,3
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,48,hr,2137,,1.2565,1.2276,0.1254,0.1176,4
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,72,hr,1951,,0.9396,0.9619,0.2004,0.2106,1
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,72,hr,2224,,1.0649,0.9619,0.2050,0.2106,2
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,72,hr,1994,,0.9432,0.9619,0.2146,0.2106,3
10050-101-1,AZ-628,50988-1,LOXIMVI,1.0000,uM,72,hr,1921,,0.8999,0.9619,0.2223,0.2106,4
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,24,hr,2368,160,0.9017,0.8223,0.0676,0.0554,1
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,24,hr,2431,136,0.9372,0.8223,0.0559,0.0554,2
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,24,hr,1888,92,0.7334,0.8223,0.0487,0.0554,3
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,24,hr,1847,91,0.7171,0.8223,0.0493,0.0554,4
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,48,hr,2009,,1.1362,1.1612,0.1588,0.1630,1
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,48,hr,1953,,1.0871,1.1612,0.1720,0.1630,2
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,48,hr,2188,,1.2297,1.1612,0.1641,0.1630,3
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,48,hr,2103,,1.1920,1.1612,0.1569,0.1630,4
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,72,hr,1718,,0.5367,0.5120,0.4814,0.4975,1
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,72,hr,1515,,0.5132,0.5120,0.4376,0.4975,2
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,72,hr,1893,,0.5246,0.5120,0.5399,0.4975,3
10050-101-1,AZ-628,50988-1,LOXIMVI,3.1600,uM,72,hr,1676,,0.4734,0.5120,0.5310,0.4975,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,24,hr,2560,115,0.9984,0.9373,0.0449,0.0508,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,24,hr,2637,110,1.0319,0.9373,0.0417,0.0508,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,24,hr,2140,129,0.8212,0.9373,0.0603,0.0508,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,24,hr,2329,131,0.8976,0.9373,0.0562,0.0508,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,48,hr,1119,,0.6595,0.8826,0.1233,0.1112,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,48,hr,1534,,0.9190,0.8826,0.1089,0.1112,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,48,hr,1496,,0.9197,0.8826,0.0856,0.1112,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,48,hr,1758,,1.0320,0.8826,0.1269,0.1112,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,72,hr,2165,,1.0432,1.3868,0.2000,0.1607,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,72,hr,2532,,1.2348,1.3868,0.1904,0.1607,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,72,hr,2726,,1.4359,1.3868,0.1255,0.1607,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0032,uM,72,hr,3486,,1.8335,1.3868,0.1268,0.1607,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,24,hr,2865,136,1.1144,0.9756,0.0475,0.0393,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,24,hr,2992,148,1.1614,0.9756,0.0495,0.0393,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,24,hr,1847,57,0.7310,0.9756,0.0309,0.0393,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,24,hr,2259,66,0.8955,0.9756,0.0292,0.0393,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,48,hr,1596,,0.9701,1.2697,0.0959,0.0778,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,48,hr,2622,,1.6445,1.2697,0.0671,0.0778,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,48,hr,1552,,0.9587,1.2697,0.0812,0.0778,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,48,hr,2400,,1.5053,1.2697,0.0671,0.0778,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,72,hr,2321,,1.2853,1.9337,0.0806,0.0676,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,72,hr,4046,,2.3207,1.9337,0.0477,0.0676,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,72,hr,2764,,1.5552,1.9337,0.0658,0.0676,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0100,uM,72,hr,4625,,2.5737,1.9337,0.0761,0.0676,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,24,hr,2739,98,1.0785,1.0215,0.0358,0.0293,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,24,hr,2904,93,1.1479,1.0215,0.0320,0.0293,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,24,hr,2396,49,0.9584,1.0215,0.0205,0.0293,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,24,hr,2273,66,0.9013,1.0215,0.0290,0.0293,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,48,hr,1520,,0.9412,1.2038,0.0789,0.0621,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,48,hr,2605,,1.6519,1.2038,0.0568,0.0621,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,48,hr,1628,,1.0320,1.2038,0.0571,0.0621,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,48,hr,1874,,1.1900,1.2038,0.0555,0.0621,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,72,hr,3145,,1.8214,2.0428,0.0385,0.0426,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,72,hr,3562,,2.0617,2.0428,0.0390,0.0426,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,72,hr,3172,,1.8045,2.0428,0.0555,0.0426,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.0316,uM,72,hr,4284,,2.4834,2.0428,0.0376,0.0426,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,24,hr,2998,137,1.1683,1.0652,0.0457,0.0452,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,24,hr,3004,178,1.1540,1.0652,0.0593,0.0452,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,24,hr,2641,121,1.0291,1.0652,0.0458,0.0452,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,24,hr,2296,69,0.9094,1.0652,0.0301,0.0452,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,48,hr,1392,,0.8485,1.2713,0.0934,0.0589,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,48,hr,2674,,1.7332,1.2713,0.0359,0.0589,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,48,hr,1526,,0.9668,1.2713,0.0577,0.0589,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,48,hr,2403,,1.5369,1.2713,0.0487,0.0589,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,72,hr,2122,,1.2137,1.8648,0.0504,0.0445,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,72,hr,3852,,2.2304,1.8648,0.0387,0.0445,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,72,hr,2816,,1.6076,1.8648,0.0522,0.0445,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.1000,uM,72,hr,4149,,2.4075,1.8648,0.0366,0.0445,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,24,hr,2938,110,1.1548,0.9805,0.0374,0.0393,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,24,hr,2730,109,1.0703,0.9805,0.0399,0.0393,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,24,hr,2256,86,0.8861,0.9805,0.0381,0.0393,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,24,hr,2071,86,0.8106,0.9805,0.0415,0.0393,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,48,hr,1735,,1.0999,1.3293,0.0571,0.0582,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,48,hr,2278,,1.4482,1.3293,0.0544,0.0582,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,48,hr,1729,,1.0777,1.3293,0.0729,0.0582,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,48,hr,2644,,1.6915,1.3293,0.0484,0.0582,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,72,hr,2157,,1.2149,1.8061,0.0649,0.0604,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,72,hr,3720,,2.1129,1.8061,0.0570,0.0604,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,72,hr,2904,,1.6251,1.8061,0.0709,0.0604,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,0.3160,uM,72,hr,3964,,2.2713,1.8061,0.0487,0.0604,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,24,hr,2879,103,1.1336,1.0012,0.0358,0.0476,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,24,hr,2827,115,1.1075,1.0012,0.0407,0.0476,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,24,hr,2396,115,0.9315,1.0012,0.0480,0.0476,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,24,hr,2182,144,0.8322,1.0012,0.0660,0.0476,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,48,hr,1956,,1.2424,1.3318,0.0552,0.0523,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,48,hr,2692,,1.7325,1.3318,0.0427,0.0523,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,48,hr,1488,,0.9365,1.3318,0.0638,0.0523,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,48,hr,2211,,1.4159,1.3318,0.0475,0.0523,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,72,hr,1713,,0.9607,1.4510,0.0689,0.0759,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,72,hr,3041,,1.7015,1.4510,0.0710,0.0759,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,72,hr,2429,,1.3468,1.4510,0.0795,0.0759,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,1.0000,uM,72,hr,3254,,1.7949,1.4510,0.0842,0.0759,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,24,hr,2537,141,0.9784,0.9128,0.0556,0.0428,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,24,hr,2613,138,1.0107,0.9128,0.0528,0.0428,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,24,hr,2119,74,0.8351,0.9128,0.0349,0.0428,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,24,hr,2083,58,0.8269,0.9128,0.0278,0.0428,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,48,hr,1655,,1.0448,1.1767,0.0610,0.0597,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,48,hr,2178,,1.3803,1.1767,0.0574,0.0597,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,48,hr,1518,,0.9554,1.1767,0.0639,0.0597,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,48,hr,2091,,1.3265,1.1767,0.0564,0.0597,4
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,72,hr,1817,,0.9890,1.2149,0.0963,0.1049,1
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,72,hr,2659,,1.4709,1.2149,0.0816,0.1049,2
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,72,hr,1878,,1.0017,1.2149,0.1145,0.1049,3
10056-101-1,Selumetinib,50988-1,LOXIMVI,3.1600,uM,72,hr,2659,,1.3980,1.2149,0.1271,0.1049,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,24,hr,2725,168,1.0442,0.9686,0.0617,0.0511,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,24,hr,2526,123,0.9813,0.9686,0.0487,0.0511,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,24,hr,2407,117,0.9352,0.9686,0.0486,0.0511,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,24,hr,2345,107,0.9139,0.9686,0.0456,0.0511,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,48,hr,1931,,1.1826,1.0286,0.0891,0.1033,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,48,hr,1643,,1.0004,1.0286,0.0943,0.1033,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,48,hr,1505,,0.8727,1.0286,0.1375,0.1033,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,48,hr,1735,,1.0589,1.0286,0.0922,0.1033,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,72,hr,3032,,1.5552,1.5079,0.1484,0.1906,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,72,hr,2002,,1.0125,1.5079,0.1603,0.1906,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,72,hr,3611,,1.6534,1.5079,0.2398,0.1906,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0032,uM,72,hr,3824,,1.8106,1.5079,0.2139,0.1906,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,24,hr,2727,186,1.0376,0.9398,0.0682,0.0524,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,24,hr,3085,138,1.2034,0.9398,0.0447,0.0524,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,24,hr,1963,89,0.7653,0.9398,0.0453,0.0524,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,24,hr,1944,100,0.7530,0.9398,0.0514,0.0524,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,48,hr,2931,,1.8724,1.5828,0.0498,0.0517,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,48,hr,2682,,1.7023,1.5828,0.0559,0.0517,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,48,hr,2098,,1.3439,1.5828,0.0472,0.0517,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,48,hr,2221,,1.4125,1.5828,0.0540,0.0517,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,72,hr,3878,,2.1774,1.9783,0.0678,0.1534,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,72,hr,3866,,2.1834,1.9783,0.0623,0.1534,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,72,hr,1854,,0.6595,1.9783,0.4094,0.1534,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0100,uM,72,hr,5187,,2.8929,1.9783,0.0740,0.1534,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,24,hr,2710,123,1.0564,0.9590,0.0454,0.0364,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,24,hr,2911,101,1.1475,0.9590,0.0347,0.0364,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,24,hr,2059,75,0.8102,0.9590,0.0364,0.0364,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,24,hr,2073,60,0.8220,0.9590,0.0289,0.0364,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,48,hr,2789,,1.7870,1.6668,0.0470,0.0505,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,48,hr,2630,,1.6815,1.6668,0.0490,0.0505,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,48,hr,2637,,1.6747,1.6668,0.0554,0.0505,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,48,hr,2388,,1.5241,1.6668,0.0507,0.0505,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,72,hr,3556,,1.9581,2.3897,0.0858,0.0537,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,72,hr,4214,,2.4400,2.3897,0.0387,0.0537,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,72,hr,4764,,2.7442,2.3897,0.0437,0.0537,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.0316,uM,72,hr,4208,,2.4165,2.3897,0.0466,0.0537,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,24,hr,2443,158,0.9331,0.9602,0.0647,0.0578,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,24,hr,2932,162,1.1312,0.9602,0.0553,0.0578,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,24,hr,2488,144,0.9572,0.9602,0.0579,0.0578,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,24,hr,2119,113,0.8192,0.9602,0.0533,0.0578,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,48,hr,2983,,1.9201,1.8616,0.0426,0.0455,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,48,hr,2834,,1.8233,1.8616,0.0430,0.0455,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,48,hr,3040,,1.9484,1.8616,0.0467,0.0455,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,48,hr,2746,,1.7547,1.8616,0.0495,0.0455,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,72,hr,5466,,3.1567,2.7256,0.0412,0.0438,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,72,hr,4296,,2.4852,2.7256,0.0396,0.0438,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,72,hr,4893,,2.8146,2.7256,0.0450,0.0438,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.1000,uM,72,hr,4273,,2.4460,2.7256,0.0496,0.0438,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,24,hr,2400,83,0.9462,0.9528,0.0346,0.0383,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,24,hr,2804,92,1.1075,0.9528,0.0328,0.0383,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,24,hr,2294,94,0.8984,0.9528,0.0410,0.0383,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,24,hr,2203,99,0.8592,0.9528,0.0449,0.0383,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,48,hr,3589,,2.3296,2.0420,0.0346,0.0414,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,48,hr,2860,,1.8468,2.0420,0.0395,0.0414,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,48,hr,3178,,2.0438,2.0420,0.0434,0.0414,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,48,hr,3044,,1.9477,2.0420,0.0483,0.0414,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,72,hr,4835,,2.7664,2.3370,0.0501,0.0484,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,72,hr,3920,,2.2587,2.3370,0.0434,0.0484,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,72,hr,4408,,2.5165,2.3370,0.0522,0.0484,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,0.3160,uM,72,hr,3150,,1.8064,2.3370,0.0479,0.0484,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,24,hr,2501,169,0.9523,0.9505,0.0676,0.0551,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,24,hr,2833,130,1.1038,0.9505,0.0459,0.0551,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,24,hr,2237,113,0.8674,0.9505,0.0505,0.0551,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,24,hr,2280,129,0.8784,0.9505,0.0566,0.0551,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,48,hr,2464,,1.5867,1.6951,0.0422,0.0496,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,48,hr,2100,,1.3251,1.6951,0.0614,0.0496,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,48,hr,2851,,1.8233,1.6951,0.0488,0.0496,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,48,hr,3189,,2.0452,1.6951,0.0461,0.0496,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,72,hr,4235,,2.3713,1.9365,0.0704,0.0740,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,72,hr,3327,,1.8708,1.9365,0.0664,0.0740,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,72,hr,3226,,1.7925,1.9365,0.0775,0.0740,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,1.0000,uM,72,hr,3094,,1.7112,1.9365,0.0818,0.0740,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,24,hr,2107,91,0.8233,0.8047,0.0432,0.0557,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,24,hr,2348,96,0.9196,0.8047,0.0409,0.0557,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,24,hr,1770,121,0.6734,0.8047,0.0684,0.0557,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,24,hr,2114,149,0.8024,0.8047,0.0705,0.0557,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,48,hr,1757,,1.0871,1.0470,0.0797,0.0897,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,48,hr,1590,,0.9775,1.0470,0.0855,0.0897,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,48,hr,1769,,1.0784,1.0470,0.0933,0.0897,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,48,hr,1727,,1.0448,1.0470,0.1002,0.0897,4
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,72,hr,2196,,1.1619,1.0205,0.1216,0.1290,1
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,72,hr,1872,,0.9902,1.0205,0.1218,0.1290,2
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,72,hr,1988,,1.0342,1.0205,0.1363,0.1290,3
10068-101-1,Vemurafenib,50988-1,LOXIMVI,3.1600,uM,72,hr,1722,,0.8957,1.0205,0.1365,0.1290,4
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2557,119,0.9956,,0.0465,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2797,208,1.0572,,0.0744,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2946,106,1.1597,,0.0360,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,3043,205,1.1589,,0.0674,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,3056,143,1.1896,,0.0468,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,3080,170,1.1883,,0.0552,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,3113,159,1.2063,,0.0511,,1
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2503,131,0.9686,,0.0523,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2505,144,0.9641,,0.0575,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2670,176,1.0185,,0.0659,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2724,112,1.0666,,0.0411,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2728,134,1.0593,,0.0491,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2771,228,1.0385,,0.0823,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2933,173,1.1271,,0.0590,,2
,,50988-1,LOXIMVI,0.0000,uM,24,hr,2266,57,0.9021,,0.0252,,3
